 i-sweep         i(Vin)          i(Vout)         i(Vbias)        i(v1)           i(v2)           v(vbp)          v(vcn)         
 1.86000000e-07  1.86000000e-07  1.82694100e-07  1.00819192e-06  9.95567023e-07  1.17826019e-06  6.96033805e-01  7.27560310e-01 
 1.87000000e-07  1.87000000e-07  1.83632721e-07  1.00819191e-06  9.95572631e-07  1.17920443e-06  6.96033806e-01  7.27560311e-01 
 1.88000000e-07  1.88000000e-07  1.84571258e-07  1.00819192e-06  9.95578240e-07  1.18014858e-06  6.96033805e-01  7.27560311e-01 
 1.89000000e-07  1.89000000e-07  1.85509693e-07  1.00819191e-06  9.95583797e-07  1.18109257e-06  6.96033805e-01  7.27560311e-01 
 1.90000000e-07  1.90000000e-07  1.86448034e-07  1.00819193e-06  9.95589351e-07  1.18203646e-06  6.96033804e-01  7.27560312e-01 
 1.91000000e-07  1.91000000e-07  1.87386274e-07  1.00819192e-06  9.95594853e-07  1.18298020e-06  6.96033804e-01  7.27560310e-01 
 1.92000000e-07  1.92000000e-07  1.88324414e-07  1.00819190e-06  9.95600308e-07  1.18392380e-06  6.96033806e-01  7.27560312e-01 
 1.93000000e-07  1.93000000e-07  1.89262456e-07  1.00819192e-06  9.95605779e-07  1.18486731e-06  6.96033805e-01  7.27560310e-01 
 1.94000000e-07  1.94000000e-07  1.90200396e-07  1.00819191e-06  9.95611204e-07  1.18581068e-06  6.96033805e-01  7.27560314e-01 
 1.95000000e-07  1.95000000e-07  1.91138227e-07  1.00819191e-06  9.95616597e-07  1.18675391e-06  6.96033805e-01  7.27560311e-01 
 1.96000000e-07  1.96000000e-07  1.92075960e-07  1.00819191e-06  9.95621967e-07  1.18769701e-06  6.96033806e-01  7.27560312e-01 
 1.97000000e-07  1.97000000e-07  1.93013594e-07  1.00819193e-06  9.95627333e-07  1.18864001e-06  6.96033804e-01  7.27560313e-01 
 1.98000000e-07  1.98000000e-07  1.93951131e-07  1.00819191e-06  9.95632631e-07  1.18958284e-06  6.96033805e-01  7.27560310e-01 
 1.99000000e-07  1.99000000e-07  1.94888557e-07  1.00819192e-06  9.95637929e-07  1.19052557e-06  6.96033805e-01  7.27560312e-01 
 2.00000000e-07  2.00000000e-07  1.95825885e-07  1.00819191e-06  9.95643180e-07  1.19146815e-06  6.96033806e-01  7.27560313e-01 
 2.01000000e-07  2.01000000e-07  1.96763109e-07  1.00819193e-06  9.95648444e-07  1.19241063e-06  6.96033804e-01  7.27560312e-01 
 2.02000000e-07  2.02000000e-07  1.97700226e-07  1.00819191e-06  9.95653640e-07  1.19335295e-06  6.96033805e-01  7.27560313e-01 
 2.03000000e-07  2.03000000e-07  1.98637240e-07  1.00819193e-06  9.95658848e-07  1.19429517e-06  6.96033804e-01  7.27560312e-01 
 2.04000000e-07  2.04000000e-07  1.99574149e-07  1.00819192e-06  9.95663997e-07  1.19523723e-06  6.96033805e-01  7.27560313e-01 
 2.05000000e-07  2.05000000e-07  2.00510941e-07  1.00819192e-06  9.95669140e-07  1.19617917e-06  6.96033805e-01  7.27560313e-01 
 2.06000000e-07  2.06000000e-07  2.01447635e-07  1.00819192e-06  9.95674256e-07  1.19712098e-06  6.96033805e-01  7.27560310e-01 
 2.07000000e-07  2.07000000e-07  2.02384228e-07  1.00819192e-06  9.95679351e-07  1.19806267e-06  6.96033804e-01  7.27560314e-01 
 2.08000000e-07  2.08000000e-07  2.03320717e-07  1.00819191e-06  9.95684394e-07  1.19900420e-06  6.96033806e-01  7.27560308e-01 
 2.09000000e-07  2.09000000e-07  2.04257091e-07  1.00819192e-06  9.95689456e-07  1.19994563e-06  6.96033804e-01  7.27560312e-01 
 2.10000000e-07  2.10000000e-07  2.05193366e-07  1.00819192e-06  9.95694471e-07  1.20088692e-06  6.96033805e-01  7.27560312e-01 
 2.11000000e-07  2.11000000e-07  2.06129513e-07  1.00819191e-06  9.95699461e-07  1.20182806e-06  6.96033805e-01  7.27560308e-01 
 2.12000000e-07  2.12000000e-07  2.07065565e-07  1.00819192e-06  9.95704447e-07  1.20276910e-06  6.96033805e-01  7.27560313e-01 
 2.13000000e-07  2.13000000e-07  2.08001513e-07  1.00819191e-06  9.95709383e-07  1.20370998e-06  6.96033806e-01  7.27560310e-01 
 2.14000000e-07  2.14000000e-07  2.08937339e-07  1.00819192e-06  9.95714322e-07  1.20465075e-06  6.96033805e-01  7.27560312e-01 
 2.15000000e-07  2.15000000e-07  2.09873059e-07  1.00819192e-06  9.95719228e-07  1.20559138e-06  6.96033804e-01  7.27560312e-01 
 2.16000000e-07  2.16000000e-07  2.10808670e-07  1.00819192e-06  9.95724111e-07  1.20653187e-06  6.96033805e-01  7.27560310e-01 
 2.17000000e-07  2.17000000e-07  2.11744178e-07  1.00819192e-06  9.95728968e-07  1.20747223e-06  6.96033805e-01  7.27560312e-01 
 2.18000000e-07  2.18000000e-07  2.12679566e-07  1.00819193e-06  9.95733824e-07  1.20841247e-06  6.96033804e-01  7.27560312e-01 
 2.19000000e-07  2.19000000e-07  2.13614847e-07  1.00819192e-06  9.95738628e-07  1.20935256e-06  6.96033805e-01  7.27560312e-01 
 2.20000000e-07  2.20000000e-07  2.14550006e-07  1.00819192e-06  9.95743427e-07  1.21029252e-06  6.96033805e-01  7.27560312e-01 
 2.21000000e-07  2.21000000e-07  2.15485063e-07  1.00819193e-06  9.95748207e-07  1.21123236e-06  6.96033804e-01  7.27560310e-01 
 2.22000000e-07  2.22000000e-07  2.16420004e-07  1.00819192e-06  9.95752952e-07  1.21217204e-06  6.96033805e-01  7.27560311e-01 
 2.23000000e-07  2.23000000e-07  2.17354838e-07  1.00819192e-06  9.95757686e-07  1.21311161e-06  6.96033805e-01  7.27560311e-01 
 2.24000000e-07  2.24000000e-07  2.18289546e-07  1.00819192e-06  9.95762399e-07  1.21405104e-06  6.96033805e-01  7.27560313e-01 
 2.25000000e-07  2.25000000e-07  2.19224148e-07  1.00819191e-06  9.95767085e-07  1.21499032e-06  6.96033805e-01  7.27560309e-01 
 2.26000000e-07  2.26000000e-07  2.20158631e-07  1.00819193e-06  9.95771776e-07  1.21592950e-06  6.96033804e-01  7.27560314e-01 
 2.27000000e-07  2.27000000e-07  2.21093003e-07  1.00819190e-06  9.95776395e-07  1.21686849e-06  6.96033806e-01  7.27560309e-01 
 2.28000000e-07  2.28000000e-07  2.22027264e-07  1.00819191e-06  9.95781035e-07  1.21780739e-06  6.96033806e-01  7.27560310e-01 
 2.29000000e-07  2.29000000e-07  2.22961399e-07  1.00819193e-06  9.95785669e-07  1.21874616e-06  6.96033804e-01  7.27560312e-01 
 2.30000000e-07  2.30000000e-07  2.23895432e-07  1.00819192e-06  9.95790248e-07  1.21968477e-06  6.96033805e-01  7.27560310e-01 
 2.31000000e-07  2.31000000e-07  2.24829337e-07  1.00819191e-06  9.95794824e-07  1.22062325e-06  6.96033805e-01  7.27560312e-01 
 2.32000000e-07  2.32000000e-07  2.25763133e-07  1.00819192e-06  9.95799383e-07  1.22156161e-06  6.96033804e-01  7.27560310e-01 
 2.33000000e-07  2.33000000e-07  2.26696800e-07  1.00819191e-06  9.95803903e-07  1.22249980e-06  6.96033806e-01  7.27560311e-01 
 2.34000000e-07  2.34000000e-07  2.27630370e-07  1.00819192e-06  9.95808429e-07  1.22343789e-06  6.96033805e-01  7.27560311e-01 
 2.35000000e-07  2.35000000e-07  2.28563806e-07  1.00819191e-06  9.95812915e-07  1.22437581e-06  6.96033806e-01  7.27560311e-01 
 2.36000000e-07  2.36000000e-07  2.29497136e-07  1.00819191e-06  9.95817397e-07  1.22531362e-06  6.96033805e-01  7.27560309e-01 
 2.37000000e-07  2.37000000e-07  2.30430340e-07  1.00819193e-06  9.95821869e-07  1.22625130e-06  6.96033804e-01  7.27560314e-01 
 2.38000000e-07  2.38000000e-07  2.31363430e-07  1.00819192e-06  9.95826307e-07  1.22718883e-06  6.96033805e-01  7.27560309e-01 
 2.39000000e-07  2.39000000e-07  2.32296397e-07  1.00819191e-06  9.95830717e-07  1.22812621e-06  6.96033805e-01  7.27560311e-01 
 2.40000000e-07  2.40000000e-07  2.33229247e-07  1.00819191e-06  9.95835130e-07  1.22906347e-06  6.96033805e-01  7.27560310e-01 
 2.41000000e-07  2.41000000e-07  2.34161972e-07  1.00819192e-06  9.95839525e-07  1.23000059e-06  6.96033805e-01  7.27560312e-01 
 2.42000000e-07  2.42000000e-07  2.35094580e-07  1.00819192e-06  9.95843898e-07  1.23093757e-06  6.96033805e-01  7.27560311e-01 
 2.43000000e-07  2.43000000e-07  2.36027075e-07  1.00819193e-06  9.95848254e-07  1.23187442e-06  6.96033804e-01  7.27560311e-01 
 2.44000000e-07  2.44000000e-07  2.36959444e-07  1.00819193e-06  9.95852588e-07  1.23281112e-06  6.96033804e-01  7.27560311e-01 
 2.45000000e-07  2.45000000e-07  2.37891681e-07  1.00819191e-06  9.95856887e-07  1.23374767e-06  6.96033806e-01  7.27560311e-01 
 2.46000000e-07  2.46000000e-07  2.38823814e-07  1.00819191e-06  9.95861187e-07  1.23468410e-06  6.96033806e-01  7.27560309e-01 
 2.47000000e-07  2.47000000e-07  2.39755819e-07  1.00819192e-06  9.95865486e-07  1.23562040e-06  6.96033805e-01  7.27560311e-01 
 2.48000000e-07  2.48000000e-07  2.40687708e-07  1.00819191e-06  9.95869742e-07  1.23655654e-06  6.96033805e-01  7.27560310e-01 
 2.49000000e-07  2.49000000e-07  2.41619460e-07  1.00819191e-06  9.95873991e-07  1.23749255e-06  6.96033805e-01  7.27560311e-01 
 2.50000000e-07  2.50000000e-07  2.42551103e-07  1.00819193e-06  9.95878244e-07  1.23842844e-06  6.96033804e-01  7.27560311e-01 
 2.51000000e-07  2.51000000e-07  2.43482619e-07  1.00819190e-06  9.95882440e-07  1.23936415e-06  6.96033806e-01  7.27560313e-01 
 2.52000000e-07  2.52000000e-07  2.44414005e-07  1.00819193e-06  9.95886662e-07  1.24029977e-06  6.96033804e-01  7.27560312e-01 
 2.53000000e-07  2.53000000e-07  2.45345280e-07  1.00819191e-06  9.95890831e-07  1.24123521e-06  6.96033805e-01  7.27560312e-01 
 2.54000000e-07  2.54000000e-07  2.46276423e-07  1.00819191e-06  9.95895002e-07  1.24217052e-06  6.96033805e-01  7.27560309e-01 
 2.55000000e-07  2.55000000e-07  2.47207435e-07  1.00819192e-06  9.95899166e-07  1.24310570e-06  6.96033805e-01  7.27560313e-01 
 2.56000000e-07  2.56000000e-07  2.48138335e-07  1.00819193e-06  9.95903303e-07  1.24404074e-06  6.96033804e-01  7.27560311e-01 
 2.57000000e-07  2.57000000e-07  2.49069114e-07  1.00819191e-06  9.95907417e-07  1.24497562e-06  6.96033805e-01  7.27560310e-01 
 2.58000000e-07  2.58000000e-07  2.49999752e-07  1.00819193e-06  9.95911533e-07  1.24591039e-06  6.96033804e-01  7.27560311e-01 
 2.59000000e-07  2.59000000e-07  2.50930281e-07  1.00819190e-06  9.95915601e-07  1.24684498e-06  6.96033806e-01  7.27560312e-01 
 2.60000000e-07  2.60000000e-07  2.51860678e-07  1.00819191e-06  9.95919681e-07  1.24777945e-06  6.96033806e-01  7.27560310e-01 
 2.61000000e-07  2.61000000e-07  2.52790937e-07  1.00819192e-06  9.95923754e-07  1.24871379e-06  6.96033805e-01  7.27560311e-01 
 2.62000000e-07  2.62000000e-07  2.53721081e-07  1.00819192e-06  9.95927802e-07  1.24964798e-06  6.96033804e-01  7.27560312e-01 
 2.63000000e-07  2.63000000e-07  2.54651098e-07  1.00819192e-06  9.95931828e-07  1.25058203e-06  6.96033805e-01  7.27560310e-01 
 2.64000000e-07  2.64000000e-07  2.55580991e-07  1.00819192e-06  9.95935848e-07  1.25151594e-06  6.96033805e-01  7.27560313e-01 
 2.65000000e-07  2.65000000e-07  2.56510749e-07  1.00819192e-06  9.95939848e-07  1.25244969e-06  6.96033805e-01  7.27560310e-01 
 2.66000000e-07  2.66000000e-07  2.57440382e-07  1.00819190e-06  9.95943816e-07  1.25338330e-06  6.96033806e-01  7.27560312e-01 
 2.67000000e-07  2.67000000e-07  2.58369889e-07  1.00819191e-06  9.95947795e-07  1.25431679e-06  6.96033805e-01  7.27560309e-01 
 2.68000000e-07  2.68000000e-07  2.59299275e-07  1.00819193e-06  9.95951764e-07  1.25525014e-06  6.96033804e-01  7.27560312e-01 
 2.69000000e-07  2.69000000e-07  2.60228527e-07  1.00819192e-06  9.95955697e-07  1.25618332e-06  6.96033805e-01  7.27560309e-01 
 2.70000000e-07  2.70000000e-07  2.61157643e-07  1.00819192e-06  9.95959631e-07  1.25711638e-06  6.96033804e-01  7.27560312e-01 
 2.71000000e-07  2.71000000e-07  2.62086640e-07  1.00819192e-06  9.95963541e-07  1.25804928e-06  6.96033805e-01  7.27560312e-01 
 2.72000000e-07  2.72000000e-07  2.63015508e-07  1.00819191e-06  9.95967431e-07  1.25898204e-06  6.96033806e-01  7.27560310e-01 
 2.73000000e-07  2.73000000e-07  2.63944241e-07  1.00819192e-06  9.95971337e-07  1.25991467e-06  6.96033804e-01  7.27560312e-01 
 2.74000000e-07  2.74000000e-07  2.64872838e-07  1.00819192e-06  9.95975210e-07  1.26084715e-06  6.96033804e-01  7.27560310e-01 
 2.75000000e-07  2.75000000e-07  2.65801315e-07  1.00819190e-06  9.95979043e-07  1.26177946e-06  6.96033806e-01  7.27560311e-01 
 2.76000000e-07  2.76000000e-07  2.66729661e-07  1.00819191e-06  9.95982898e-07  1.26271166e-06  6.96033805e-01  7.27560310e-01 
 2.77000000e-07  2.77000000e-07  2.67657869e-07  1.00819190e-06  9.95986724e-07  1.26364370e-06  6.96033806e-01  7.27560311e-01 
 2.78000000e-07  2.78000000e-07  2.68585959e-07  1.00819191e-06  9.95990547e-07  1.26457561e-06  6.96033805e-01  7.27560310e-01 
 2.79000000e-07  2.79000000e-07  2.69513910e-07  1.00819192e-06  9.95994366e-07  1.26550737e-06  6.96033805e-01  7.27560313e-01 
 2.80000000e-07  2.80000000e-07  2.70441728e-07  1.00819191e-06  9.95998144e-07  1.26643897e-06  6.96033805e-01  7.27560310e-01 
 2.81000000e-07  2.81000000e-07  2.71369409e-07  1.00819192e-06  9.96001940e-07  1.26737046e-06  6.96033804e-01  7.27560313e-01 
 2.82000000e-07  2.82000000e-07  2.72296974e-07  1.00819192e-06  9.96005703e-07  1.26830178e-06  6.96033804e-01  7.27560310e-01 
 2.83000000e-07  2.83000000e-07  2.73224389e-07  1.00819192e-06  9.96009449e-07  1.26923294e-06  6.96033805e-01  7.27560311e-01 
 2.84000000e-07  2.84000000e-07  2.74151690e-07  1.00819191e-06  9.96013185e-07  1.27016398e-06  6.96033805e-01  7.27560310e-01 
 2.85000000e-07  2.85000000e-07  2.75078836e-07  1.00819191e-06  9.96016910e-07  1.27109486e-06  6.96033806e-01  7.27560309e-01 
 2.86000000e-07  2.86000000e-07  2.76005865e-07  1.00819191e-06  9.96020628e-07  1.27202560e-06  6.96033805e-01  7.27560312e-01 
 2.87000000e-07  2.87000000e-07  2.76932765e-07  1.00819192e-06  9.96024342e-07  1.27295621e-06  6.96033805e-01  7.27560312e-01 
 2.88000000e-07  2.88000000e-07  2.77859517e-07  1.00819191e-06  9.96028026e-07  1.27388665e-06  6.96033805e-01  7.27560313e-01 
 2.89000000e-07  2.89000000e-07  2.78786139e-07  1.00819192e-06  9.96031716e-07  1.27481696e-06  6.96033804e-01  7.27560310e-01 
 2.90000000e-07  2.90000000e-07  2.79712628e-07  1.00819190e-06  9.96035356e-07  1.27574709e-06  6.96033806e-01  7.27560310e-01 
 2.91000000e-07  2.91000000e-07  2.80638989e-07  1.00819191e-06  9.96039018e-07  1.27667711e-06  6.96033805e-01  7.27560310e-01 
 2.92000000e-07  2.92000000e-07  2.81565208e-07  1.00819193e-06  9.96042676e-07  1.27760699e-06  6.96033804e-01  7.27560314e-01 
 2.93000000e-07  2.93000000e-07  2.82491300e-07  1.00819190e-06  9.96046278e-07  1.27853668e-06  6.96033806e-01  7.27560309e-01 
 2.94000000e-07  2.94000000e-07  2.83417247e-07  1.00819192e-06  9.96049915e-07  1.27946627e-06  6.96033805e-01  7.27560312e-01 
 2.95000000e-07  2.95000000e-07  2.84343063e-07  1.00819192e-06  9.96053519e-07  1.28039569e-06  6.96033805e-01  7.27560312e-01 
 2.96000000e-07  2.96000000e-07  2.85268742e-07  1.00819192e-06  9.96057109e-07  1.28132496e-06  6.96033805e-01  7.27560308e-01 
 2.97000000e-07  2.97000000e-07  2.86194282e-07  1.00819191e-06  9.96060685e-07  1.28225407e-06  6.96033806e-01  7.27560309e-01 
 2.98000000e-07  2.98000000e-07  2.87119702e-07  1.00819192e-06  9.96064257e-07  1.28318306e-06  6.96033805e-01  7.27560311e-01 
 2.99000000e-07  2.99000000e-07  2.88044964e-07  1.00819190e-06  9.96067810e-07  1.28411188e-06  6.96033806e-01  7.27560311e-01 
 3.00000000e-07  3.00000000e-07  2.88970099e-07  1.00819192e-06  9.96071371e-07  1.28504058e-06  6.96033805e-01  7.27560313e-01 
 3.01000000e-07  3.01000000e-07  2.89895089e-07  1.00819190e-06  9.96074885e-07  1.28596909e-06  6.96033806e-01  7.27560308e-01 
 3.02000000e-07  3.02000000e-07  2.90819962e-07  1.00819192e-06  9.96078432e-07  1.28689750e-06  6.96033804e-01  7.27560311e-01 
 3.03000000e-07  3.03000000e-07  2.91744687e-07  1.00819191e-06  9.96081932e-07  1.28782572e-06  6.96033805e-01  7.27560310e-01 
 3.04000000e-07  3.04000000e-07  2.92669259e-07  1.00819193e-06  9.96085452e-07  1.28875382e-06  6.96033804e-01  7.27560312e-01 
 3.05000000e-07  3.05000000e-07  2.93593704e-07  1.00819192e-06  9.96088930e-07  1.28968175e-06  6.96033805e-01  7.27560311e-01 
 3.06000000e-07  3.06000000e-07  2.94518022e-07  1.00819191e-06  9.96092409e-07  1.29060954e-06  6.96033805e-01  7.27560310e-01 
 3.07000000e-07  3.07000000e-07  2.95442184e-07  1.00819193e-06  9.96095890e-07  1.29153719e-06  6.96033804e-01  7.27560312e-01 
 3.08000000e-07  3.08000000e-07  2.96366224e-07  1.00819191e-06  9.96099329e-07  1.29246466e-06  6.96033805e-01  7.27560311e-01 
 3.09000000e-07  3.09000000e-07  2.97290109e-07  1.00819191e-06  9.96102774e-07  1.29339200e-06  6.96033805e-01  7.27560310e-01 
 3.10000000e-07  3.10000000e-07  2.98213866e-07  1.00819193e-06  9.96106230e-07  1.29431921e-06  6.96033804e-01  7.27560313e-01 
 3.11000000e-07  3.11000000e-07  2.99137477e-07  1.00819191e-06  9.96109641e-07  1.29524623e-06  6.96033805e-01  7.27560313e-01 
 3.12000000e-07  3.12000000e-07  3.00060957e-07  1.00819191e-06  9.96113050e-07  1.29617312e-06  6.96033806e-01  7.27560310e-01 
 3.13000000e-07  3.13000000e-07  3.00984288e-07  1.00819193e-06  9.96116476e-07  1.29709988e-06  6.96033804e-01  7.27560310e-01 
 3.14000000e-07  3.14000000e-07  3.01907487e-07  1.00819192e-06  9.96119857e-07  1.29802645e-06  6.96033805e-01  7.27560313e-01 
 3.15000000e-07  3.15000000e-07  3.02830538e-07  1.00819191e-06  9.96123234e-07  1.29895288e-06  6.96033805e-01  7.27560310e-01 
 3.16000000e-07  3.16000000e-07  3.03753451e-07  1.00819192e-06  9.96126621e-07  1.29987918e-06  6.96033805e-01  7.27560313e-01 
 3.17000000e-07  3.17000000e-07  3.04676224e-07  1.00819192e-06  9.96129986e-07  1.30080532e-06  6.96033804e-01  7.27560309e-01 
 3.18000000e-07  3.18000000e-07  3.05598855e-07  1.00819192e-06  9.96133332e-07  1.30173130e-06  6.96033805e-01  7.27560312e-01 
 3.19000000e-07  3.19000000e-07  3.06521342e-07  1.00819191e-06  9.96136665e-07  1.30265712e-06  6.96033806e-01  7.27560310e-01 
 3.20000000e-07  3.20000000e-07  3.07443687e-07  1.00819193e-06  9.96140013e-07  1.30358281e-06  6.96033804e-01  7.27560312e-01 
 3.21000000e-07  3.21000000e-07  3.08365891e-07  1.00819192e-06  9.96143331e-07  1.30450833e-06  6.96033805e-01  7.27560312e-01 
 3.22000000e-07  3.22000000e-07  3.09287968e-07  1.00819192e-06  9.96146637e-07  1.30543371e-06  6.96033805e-01  7.27560310e-01 
 3.23000000e-07  3.23000000e-07  3.10209883e-07  1.00819193e-06  9.96149950e-07  1.30635894e-06  6.96033804e-01  7.27560314e-01 
 3.24000000e-07  3.24000000e-07  3.11131659e-07  1.00819192e-06  9.96153243e-07  1.30728401e-06  6.96033804e-01  7.27560310e-01 
 3.25000000e-07  3.25000000e-07  3.12053292e-07  1.00819192e-06  9.96156521e-07  1.30820893e-06  6.96033805e-01  7.27560311e-01 
 3.26000000e-07  3.26000000e-07  3.12974787e-07  1.00819191e-06  9.96159786e-07  1.30913368e-06  6.96033805e-01  7.27560309e-01 
 3.27000000e-07  3.27000000e-07  3.13896130e-07  1.00819192e-06  9.96163056e-07  1.31005830e-06  6.96033805e-01  7.27560313e-01 
 3.28000000e-07  3.28000000e-07  3.14817330e-07  1.00819192e-06  9.96166316e-07  1.31098277e-06  6.96033804e-01  7.27560308e-01 
 3.29000000e-07  3.29000000e-07  3.15738406e-07  1.00819192e-06  9.96169556e-07  1.31190707e-06  6.96033805e-01  7.27560310e-01 
 3.30000000e-07  3.30000000e-07  3.16659314e-07  1.00819190e-06  9.96172774e-07  1.31283121e-06  6.96033806e-01  7.27560310e-01 
 3.31000000e-07  3.31000000e-07  3.17580088e-07  1.00819192e-06  9.96176016e-07  1.31375522e-06  6.96033805e-01  7.27560310e-01 
 3.32000000e-07  3.32000000e-07  3.18500724e-07  1.00819192e-06  9.96179233e-07  1.31467907e-06  6.96033805e-01  7.27560312e-01 
 3.33000000e-07  3.33000000e-07  3.19421201e-07  1.00819193e-06  9.96182450e-07  1.31560277e-06  6.96033804e-01  7.27560310e-01 
 3.34000000e-07  3.34000000e-07  3.20341552e-07  1.00819191e-06  9.96185628e-07  1.31652629e-06  6.96033805e-01  7.27560311e-01 
 3.35000000e-07  3.35000000e-07  3.21261732e-07  1.00819192e-06  9.96188827e-07  1.31744969e-06  6.96033805e-01  7.27560312e-01 
 3.36000000e-07  3.36000000e-07  3.22181785e-07  1.00819191e-06  9.96191993e-07  1.31837290e-06  6.96033806e-01  7.27560309e-01 
 3.37000000e-07  3.37000000e-07  3.23101693e-07  1.00819193e-06  9.96195187e-07  1.31929600e-06  6.96033804e-01  7.27560313e-01 
 3.38000000e-07  3.38000000e-07  3.24021455e-07  1.00819190e-06  9.96198315e-07  1.32021889e-06  6.96033806e-01  7.27560312e-01 
 3.39000000e-07  3.39000000e-07  3.24941064e-07  1.00819193e-06  9.96201498e-07  1.32114168e-06  6.96033804e-01  7.27560311e-01 
 3.40000000e-07  3.40000000e-07  3.25860531e-07  1.00819191e-06  9.96204614e-07  1.32206426e-06  6.96033806e-01  7.27560310e-01 
 3.41000000e-07  3.41000000e-07  3.26779848e-07  1.00819192e-06  9.96207769e-07  1.32298674e-06  6.96033804e-01  7.27560311e-01 
 3.42000000e-07  3.42000000e-07  3.27699018e-07  1.00819190e-06  9.96210874e-07  1.32390901e-06  6.96033806e-01  7.27560309e-01 
 3.43000000e-07  3.43000000e-07  3.28618048e-07  1.00819193e-06  9.96214013e-07  1.32483118e-06  6.96033804e-01  7.27560312e-01 
 3.44000000e-07  3.44000000e-07  3.29536935e-07  1.00819191e-06  9.96217107e-07  1.32575316e-06  6.96033805e-01  7.27560312e-01 
 3.45000000e-07  3.45000000e-07  3.30455659e-07  1.00819192e-06  9.96220205e-07  1.32667499e-06  6.96033805e-01  7.27560310e-01 
 3.46000000e-07  3.46000000e-07  3.31374242e-07  1.00819192e-06  9.96223301e-07  1.32759666e-06  6.96033805e-01  7.27560313e-01 
 3.47000000e-07  3.47000000e-07  3.32292673e-07  1.00819192e-06  9.96226385e-07  1.32851818e-06  6.96033805e-01  7.27560310e-01 
 3.48000000e-07  3.48000000e-07  3.33210965e-07  1.00819191e-06  9.96229451e-07  1.32943954e-06  6.96033805e-01  7.27560313e-01 
 3.49000000e-07  3.49000000e-07  3.34129101e-07  1.00819192e-06  9.96232529e-07  1.33036076e-06  6.96033804e-01  7.27560310e-01 
 3.50000000e-07  3.50000000e-07  3.35047108e-07  1.00819191e-06  9.96235567e-07  1.33128179e-06  6.96033806e-01  7.27560311e-01 
 3.51000000e-07  3.51000000e-07  3.35964938e-07  1.00819193e-06  9.96238636e-07  1.33220270e-06  6.96033804e-01  7.27560311e-01 
 3.52000000e-07  3.52000000e-07  3.36882630e-07  1.00819193e-06  9.96241674e-07  1.33312343e-06  6.96033804e-01  7.27560313e-01 
 3.53000000e-07  3.53000000e-07  3.37800182e-07  1.00819191e-06  9.96244687e-07  1.33404399e-06  6.96033806e-01  7.27560310e-01 
 3.54000000e-07  3.54000000e-07  3.38717578e-07  1.00819193e-06  9.96247733e-07  1.33496443e-06  6.96033804e-01  7.27560314e-01 
 3.55000000e-07  3.55000000e-07  3.39634811e-07  1.00819190e-06  9.96250721e-07  1.33588466e-06  6.96033806e-01  7.27560308e-01 
 3.56000000e-07  3.56000000e-07  3.40551923e-07  1.00819191e-06  9.96253737e-07  1.33680478e-06  6.96033805e-01  7.27560311e-01 
 3.57000000e-07  3.57000000e-07  3.41468864e-07  1.00819191e-06  9.96256729e-07  1.33772472e-06  6.96033806e-01  7.27560310e-01 
 3.58000000e-07  3.58000000e-07  3.42385666e-07  1.00819191e-06  9.96259729e-07  1.33864451e-06  6.96033805e-01  7.27560312e-01 
 3.59000000e-07  3.59000000e-07  3.43302306e-07  1.00819190e-06  9.96262703e-07  1.33956413e-06  6.96033806e-01  7.27560309e-01 
 3.60000000e-07  3.60000000e-07  3.44218808e-07  1.00819193e-06  9.96265699e-07  1.34048363e-06  6.96033804e-01  7.27560314e-01 
 3.61000000e-07  3.61000000e-07  3.45135136e-07  1.00819191e-06  9.96268653e-07  1.34140292e-06  6.96033805e-01  7.27560311e-01 
 3.62000000e-07  3.62000000e-07  3.46051339e-07  1.00819191e-06  9.96271613e-07  1.34232207e-06  6.96033805e-01  7.27560312e-01 
 3.63000000e-07  3.63000000e-07  3.46967377e-07  1.00819191e-06  9.96274558e-07  1.34324106e-06  6.96033805e-01  7.27560309e-01 
 3.64000000e-07  3.64000000e-07  3.47883278e-07  1.00819191e-06  9.96277498e-07  1.34415990e-06  6.96033806e-01  7.27560312e-01 
 3.65000000e-07  3.65000000e-07  3.48799006e-07  1.00819193e-06  9.96280461e-07  1.34507859e-06  6.96033804e-01  7.27560311e-01 
 3.66000000e-07  3.66000000e-07  3.49714600e-07  1.00819192e-06  9.96283379e-07  1.34599710e-06  6.96033804e-01  7.27560312e-01 
 3.67000000e-07  3.67000000e-07  3.50630030e-07  1.00819192e-06  9.96286296e-07  1.34691545e-06  6.96033805e-01  7.27560308e-01 
 3.68000000e-07  3.68000000e-07  3.51545316e-07  1.00819191e-06  9.96289199e-07  1.34783364e-06  6.96033806e-01  7.27560311e-01 
 3.69000000e-07  3.69000000e-07  3.52460452e-07  1.00819193e-06  9.96292119e-07  1.34875169e-06  6.96033804e-01  7.27560311e-01 
 3.70000000e-07  3.70000000e-07  3.53375427e-07  1.00819192e-06  9.96295007e-07  1.34966956e-06  6.96033805e-01  7.27560313e-01 
 3.71000000e-07  3.71000000e-07  3.54290252e-07  1.00819192e-06  9.96297908e-07  1.35058728e-06  6.96033804e-01  7.27560309e-01 
 3.72000000e-07  3.72000000e-07  3.55204920e-07  1.00819191e-06  9.96300772e-07  1.35150482e-06  6.96033806e-01  7.27560312e-01 
 3.73000000e-07  3.73000000e-07  3.56119445e-07  1.00819193e-06  9.96303669e-07  1.35242223e-06  6.96033804e-01  7.27560311e-01 
