 net1            i(VloutI)       i(VldumpI)      v(Vin)          v(Vgate)        v(d0)           i(vini)         i(vgatei)       v(vloutv)       v(vldumpv)      i(vout)         i(vdump)       
 0.00000000e+00  8.74818210e-07  1.71959274e-06  3.43588898e-01  1.14302625e+00  1.14302624e+00  2.59442530e-06  1.81380761e-10  2.27822745e-01  2.27992089e-01  8.65141114e-07  1.69358715e-06 
 1.00000000e+00  8.54254433e-07  1.74015640e-06  3.43592331e-01  1.14302531e+00  1.49776413e-07  2.59442515e-06  2.39637643e-10  2.27817214e-01  2.27995255e-01  8.44917301e-07  1.71370213e-06 
 0.00000000e+00  8.34508893e-07  1.75990180e-06  3.43595311e-01  1.14302531e+00  1.14302530e+00  2.59442502e-06  2.39645880e-10  2.27811809e-01  2.27998262e-01  8.25495148e-07  1.73301455e-06 
 1.00000000e+00  8.12959330e-07  1.78145127e-06  3.43599062e-01  1.14302437e+00  1.49772636e-07  2.59442494e-06  2.97912806e-10  2.27805803e-01  2.28001514e-01  8.04295141e-07  1.75408913e-06 
 0.00000000e+00  7.94337027e-07  1.80007353e-06  3.43601170e-01  1.14302625e+00  1.14302624e+00  2.59442486e-06  1.81372714e-10  2.27800517e-01  2.28004299e-01  7.85972096e-07  1.77229906e-06 
 1.00000000e+00  7.73899338e-07  1.82051105e-06  3.43605174e-01  1.14302531e+00  1.49776414e-07  2.59442470e-06  2.39634090e-10  2.27794607e-01  2.28007320e-01  7.65859635e-07  1.79228199e-06 
 0.00000000e+00  7.54463197e-07  1.83994702e-06  3.43608730e-01  1.14302531e+00  1.14302530e+00  2.59442457e-06  2.39634090e-10  2.27788881e-01  2.28010170e-01  7.46729693e-07  1.81128360e-06 
 1.00000000e+00  7.32916137e-07  1.86149395e-06  3.43613076e-01  1.14302437e+00  1.49772635e-07  2.59442440e-06  2.97916358e-10  2.27782410e-01  2.28013299e-01  7.25518428e-07  1.83234672e-06 
 0.00000000e+00  7.14048412e-07  1.88036149e-06  3.43616343e-01  1.14302531e+00  1.14302530e+00  2.59442423e-06  2.39637917e-10  2.27776627e-01  2.28016016e-01  7.06941712e-07  1.85078858e-06 
 1.00000000e+00  6.92951845e-07  1.90145783e-06  3.43620981e-01  1.14302437e+00  1.49772628e-07  2.59442400e-06  2.97927016e-10  2.27770032e-01  2.28019023e-01  6.86166990e-07  1.87140682e-06 
 0.00000000e+00  6.72984431e-07  1.92142514e-06  3.43625172e-01  1.14302437e+00  1.14302437e+00  2.59442391e-06  2.97916358e-10  2.27763661e-01  2.28021842e-01  6.66500661e-07  1.89091956e-06 
 1.00000000e+00  6.50504471e-07  1.94390488e-06  3.43630189e-01  1.14302344e+00  1.49768854e-07  2.59442367e-06  3.56155994e-10  2.27756326e-01  2.28024988e-01  6.44355534e-07  1.91288498e-06 
 0.00000000e+00  6.31977408e-07  1.96243188e-06  3.43632578e-01  1.14302718e+00  1.14302718e+00  2.59442361e-06  1.23092758e-10  2.27750149e-01  2.28027559e-01  6.26101052e-07  1.93098619e-06 
 1.00000000e+00  6.11776273e-07  1.98263278e-06  3.43637841e-01  1.14302624e+00  1.49780187e-07  2.59442338e-06  1.81371072e-10  2.27743269e-01  2.28030334e-01  6.06193607e-07  1.95072079e-06 
 0.00000000e+00  5.92954908e-07  2.00145396e-06  3.43642645e-01  1.14302624e+00  1.14302624e+00  2.59442320e-06  1.81370343e-10  2.27736718e-01  2.28032901e-01  5.87642562e-07  1.96910567e-06 
 1.00000000e+00  5.71343915e-07  2.02306480e-06  3.43648320e-01  1.14302531e+00  1.49776411e-07  2.59442303e-06  2.39644748e-10  2.27729023e-01  2.28035822e-01  5.66337816e-07  1.99021331e-06 
 0.00000000e+00  5.53328725e-07  2.04107983e-06  3.43652858e-01  1.14302625e+00  1.14302624e+00  2.59442289e-06  1.81359896e-10  2.27722460e-01  2.28038236e-01  5.48574516e-07  2.00780705e-06 
 1.00000000e+00  5.32399072e-07  2.06200912e-06  3.43658846e-01  1.14302531e+00  1.49776406e-07  2.59442253e-06  2.39634090e-10  2.27714653e-01  2.28041017e-01  5.27933542e-07  2.02824482e-06 
 0.00000000e+00  5.12986632e-07  2.08142140e-06  3.43664379e-01  1.14302531e+00  1.14302530e+00  2.59442236e-06  2.39656125e-10  2.27707237e-01  2.28043574e-01  5.08784920e-07  2.04719921e-06 
 1.00000000e+00  4.90357395e-07  2.10405048e-06  3.43670849e-01  1.14302437e+00  1.49772633e-07  2.59442220e-06  2.97909253e-10  2.27698360e-01  2.28046532e-01  4.86458447e-07  2.06929217e-06 
 0.00000000e+00  4.72980468e-07  2.12142722e-06  3.43675519e-01  1.14302625e+00  1.14302624e+00  2.59442201e-06  1.81386494e-10  2.27691371e-01  2.28048785e-01  4.69310322e-07  2.08625547e-06 
 1.00000000e+00  4.52362845e-07  2.14204460e-06  3.43682262e-01  1.14302531e+00  1.49776413e-07  2.59442177e-06  2.39640768e-10  2.27682865e-01  2.28051433e-01  4.48960060e-07  2.10638033e-06 
 0.00000000e+00  4.33484388e-07  2.16092283e-06  3.43688532e-01  1.14302531e+00  1.14302530e+00  2.59442155e-06  2.39659445e-10  2.27674867e-01  2.28053843e-01  4.30322363e-07  2.12480567e-06 
 1.00000000e+00  4.11017272e-07  2.18338967e-06  3.43695804e-01  1.14302437e+00  1.49772636e-07  2.59442129e-06  2.97916358e-10  2.27665074e-01  2.28056682e-01  4.08136515e-07  2.14673129e-06 
 0.00000000e+00  3.93108851e-07  2.20129787e-06  3.43701851e-01  1.14302531e+00  1.14302530e+00  2.59442105e-06  2.39647673e-10  2.27657040e-01  2.28058929e-01  3.90448154e-07  2.16420620e-06 
 1.00000000e+00  3.71460838e-07  2.22294554e-06  3.43709511e-01  1.14302437e+00  1.49772634e-07  2.59442071e-06  2.97902147e-10  2.27647041e-01  2.28061624e-01  3.69061208e-07  2.18532797e-06 
