 net1            i(VloutI)       i(VldumpI)      v(Vin)          v(Vgate)        v(d0)           i(vini)         i(vgatei)       v(vloutv)       v(vldumpv)      i(vout)         i(vdump)       
 1.00000000e+00  4.85113349e-07  2.17216375e-06  3.72976971e-01  1.14248635e+00  8.11620237e-08  2.65729227e-06  1.44968409e-10  2.40612570e-01  2.41077329e-01  4.79293130e-07  2.02920468e-06 
 0.00000000e+00  5.01907219e-07  2.15537034e-06  3.72964246e-01  1.14248753e+00  1.14248752e+00  2.65729273e-06  7.04734678e-11  2.40619318e-01  2.41075165e-01  4.95845363e-07  2.01346283e-06 
 1.00000000e+00  5.25589180e-07  2.13168876e-06  3.72955953e-01  1.14248716e+00  8.11638796e-08  2.65729312e-06  9.41433598e-11  2.40628592e-01  2.41072089e-01  5.19181663e-07  1.99126331e-06 
 0.00000000e+00  5.45326847e-07  2.11195136e-06  3.72947978e-01  1.14248698e+00  1.14248698e+00  2.65729340e-06  1.05180303e-10  2.40636118e-01  2.41069503e-01  5.38626894e-07  1.97276021e-06 
 1.00000000e+00  5.66921627e-07  2.09035694e-06  3.72940255e-01  1.14248661e+00  8.11626131e-08  2.65729372e-06  1.28839162e-10  2.40644153e-01  2.41066648e-01  5.59897300e-07  1.95251544e-06 
 0.00000000e+00  5.84694623e-07  2.07258428e-06  3.72932706e-01  1.14248681e+00  1.14248680e+00  2.65729405e-06  1.16074261e-10  2.40650615e-01  2.41064275e-01  5.77399963e-07  1.93585293e-06 
 1.00000000e+00  6.07172325e-07  2.05010685e-06  3.72925362e-01  1.14248644e+00  8.11622171e-08  2.65729435e-06  1.39735334e-10  2.40658604e-01  2.41061255e-01  5.99531495e-07  1.91477858e-06 
 0.00000000e+00  6.26119006e-07  2.03116040e-06  3.72918250e-01  1.14248626e+00  1.14248625e+00  2.65729457e-06  1.50779831e-10  2.40665182e-01  2.41058685e-01  6.18182703e-07  1.89701409e-06 
 1.00000000e+00  6.46789972e-07  2.01048976e-06  3.72911402e-01  1.14248588e+00  8.11609511e-08  2.65729489e-06  1.74427583e-10  2.40672203e-01  2.41055860e-01  6.38527640e-07  1.87763214e-06 
 0.00000000e+00  6.66314834e-07  1.99096527e-06  3.72901914e-01  1.14248796e+00  1.14248795e+00  2.65729527e-06  4.39273375e-11  2.40678695e-01  2.41053166e-01  6.57741014e-07  1.85932413e-06 
 1.00000000e+00  6.90000521e-07  1.96727982e-06  3.72895336e-01  1.14248758e+00  8.11648496e-08  2.65729552e-06  6.75810657e-11  2.40686395e-01  2.41049867e-01  6.81044352e-07  1.83711340e-06 
 0.00000000e+00  7.10423373e-07  1.94685715e-06  3.72888951e-01  1.14248740e+00  1.14248740e+00  2.65729570e-06  7.86464227e-11  2.40692883e-01  2.41046998e-01  7.01133670e-07  1.81796139e-06 
 1.00000000e+00  7.32326671e-07  1.92495414e-06  3.72882835e-01  1.14248703e+00  8.11635812e-08  2.65729597e-06  1.02303943e-10  2.40699700e-01  2.41043888e-01  7.22675333e-07  1.79742028e-06 
 0.00000000e+00  7.51062230e-07  1.90621879e-06  3.72876781e-01  1.14248723e+00  1.14248722e+00  2.65729620e-06  8.95339428e-11  2.40705415e-01  2.41041205e-01  7.41098443e-07  1.77984911e-06 
 1.00000000e+00  7.73624120e-07  1.88365719e-06  3.72871008e-01  1.14248686e+00  8.11631845e-08  2.65729647e-06  1.13217880e-10  2.40712159e-01  2.41037943e-01  7.63280218e-07  1.75868849e-06 
 0.00000000e+00  7.93315883e-07  1.86396563e-06  3.72865378e-01  1.14248668e+00  1.14248667e+00  2.65729668e-06  1.24241950e-10  2.40717932e-01  2.41035067e-01  7.82636857e-07  1.74021887e-06 
 1.00000000e+00  8.14363259e-07  1.84291848e-06  3.72860017e-01  1.14248631e+00  8.11619192e-08  2.65729689e-06  1.47914681e-10  2.40723984e-01  2.41031968e-01  8.03322736e-07  1.72047692e-06 
 0.00000000e+00  8.32408816e-07  1.82487324e-06  3.72850254e-01  1.14248749e+00  1.14248748e+00  2.65729722e-06  7.33912205e-11  2.40729085e-01  2.41029283e-01  8.21055533e-07  1.70355001e-06 
 1.00000000e+00  8.55068055e-07  1.80221426e-06  3.72845196e-01  1.14248711e+00  8.11637742e-08  2.65729748e-06  9.70565850e-11  2.40735369e-01  2.41025883e-01  8.43318613e-07  1.68229434e-06 
 0.00000000e+00  8.75150519e-07  1.78213198e-06  3.72840244e-01  1.14248694e+00  1.14248693e+00  2.65729764e-06  1.08105525e-10  2.40740840e-01  2.41022836e-01  8.63046647e-07  1.66345490e-06 
 1.00000000e+00  8.96412803e-07  1.76086987e-06  3.72835562e-01  1.14248656e+00  8.11625063e-08  2.65729784e-06  1.31778158e-10  2.40746529e-01  2.41019578e-01  8.83930431e-07  1.64350779e-06 
 0.00000000e+00  9.15171423e-07  1.74211142e-06  3.72830864e-01  1.14248676e+00  1.14248676e+00  2.65729800e-06  1.19019461e-10  2.40751464e-01  2.41016679e-01  9.02352332e-07  1.62590865e-06 
 1.00000000e+00  9.36981015e-07  1.72030202e-06  3.72826501e-01  1.14248639e+00  8.11621089e-08  2.65729818e-06  1.42676423e-10  2.40757104e-01  2.41013272e-01  9.23767299e-07  1.60544625e-06 
 0.00000000e+00  9.56563415e-07  1.70071977e-06  3.72822221e-01  1.14248621e+00  1.14248621e+00  2.65729835e-06  1.53724516e-10  2.40762085e-01  2.41010182e-01  9.42992495e-07  1.58707258e-06 
 1.00000000e+00  9.77210971e-07  1.68007239e-06  3.72818212e-01  1.14248584e+00  8.11608438e-08  2.65729853e-06  1.77376336e-10  2.40767254e-01  2.41006891e-01  9.63260376e-07  1.56769864e-06 
 0.00000000e+00  9.97099441e-07  1.66018382e-06  3.72819576e-01  1.14248755e+00  1.14248754e+00  2.65729844e-06  6.93566107e-11  2.40772147e-01  2.41003687e-01  9.82780410e-07  1.54903583e-06 
 1.00000000e+00  1.01942110e-06  1.63786226e-06  3.72815858e-01  1.14248717e+00  8.11639176e-08  2.65729852e-06  9.30217223e-11  2.40777554e-01  2.41000053e-01  1.00468531e-06  1.52808897e-06 
 0.00000000e+00  1.03976274e-06  1.61752087e-06  3.72812216e-01  1.14248700e+00  1.14248699e+00  2.65729875e-06  1.04078988e-10  2.40782404e-01  2.40996706e-01  1.02464410e-06  1.50899940e-06 
 1.00000000e+00  1.06097484e-06  1.59630888e-06  3.72808837e-01  1.14248663e+00  8.11626544e-08  2.65729888e-06  1.27734268e-10  2.40787379e-01  2.40993177e-01  1.04545412e-06  1.48909181e-06 
 0.00000000e+00  1.08026638e-06  1.57701737e-06  3.72805389e-01  1.14248683e+00  1.14248682e+00  2.65729892e-06  1.14980026e-10  2.40791839e-01  2.40989933e-01  1.06437734e-06  1.47098573e-06 
 1.00000000e+00  1.10185891e-06  1.55542506e-06  3.72802320e-01  1.14248645e+00  8.11622571e-08  2.65729913e-06  1.38613496e-10  2.40796754e-01  2.40986259e-01  1.08555475e-06  1.45071933e-06 
 0.00000000e+00  1.12180945e-06  1.53547463e-06  3.72799298e-01  1.14248628e+00  1.14248627e+00  2.65729925e-06  1.49671147e-10  2.40801227e-01  2.40982831e-01  1.10511902e-06  1.43199298e-06 
 1.00000000e+00  1.14251866e-06  1.51476554e-06  3.72796550e-01  1.14248590e+00  8.11609902e-08  2.65729934e-06  1.73315584e-10  2.40805808e-01  2.40979230e-01  1.12542450e-06  1.41255358e-06 
 0.00000000e+00  1.16136860e-06  1.49591580e-06  3.72789283e-01  1.14248708e+00  1.14248708e+00  2.65729955e-06  9.87974147e-11  2.40809917e-01  2.40975915e-01  1.14390464e-06  1.39485868e-06 
 1.00000000e+00  1.18296425e-06  1.47432032e-06  3.72786837e-01  1.14248671e+00  8.11628468e-08  2.65729974e-06  1.22485820e-10  2.40814559e-01  2.40972077e-01  1.16507386e-06  1.37458526e-06 
 0.00000000e+00  1.20318224e-06  1.45410240e-06  3.72784420e-01  1.14248653e+00  1.14248653e+00  2.65729981e-06  1.33533307e-10  2.40818845e-01  2.40968440e-01  1.18488996e-06  1.35560403e-06 
 1.00000000e+00  1.22399972e-06  1.43328501e-06  3.72782276e-01  1.14248616e+00  8.11615794e-08  2.65729988e-06  1.57175606e-10  2.40823199e-01  2.40964649e-01  1.20529095e-06  1.33605903e-06 
 0.00000000e+00  1.24349520e-06  1.41378955e-06  3.72780034e-01  1.14248636e+00  1.14248635e+00  2.65729991e-06  1.44423681e-10  2.40827225e-01  2.40961059e-01  1.22439395e-06  1.31775420e-06 
 1.00000000e+00  1.26458784e-06  1.39269709e-06  3.72778198e-01  1.14248599e+00  8.11611824e-08  2.65730008e-06  1.68100200e-10  2.40831515e-01  2.40957131e-01  1.24505940e-06  1.29794882e-06 
 0.00000000e+00  1.28462612e-06  1.37265886e-06  3.72776384e-01  1.14248581e+00  1.14248580e+00  2.65730012e-06  1.79144886e-10  2.40835543e-01  2.40953350e-01  1.26468935e-06  1.27913238e-06 
 1.00000000e+00  1.30515538e-06  1.35212963e-06  3.72774844e-01  1.14248543e+00  8.11599150e-08  2.65730018e-06  2.02803972e-10  2.40839615e-01  2.40949429e-01  1.28479775e-06  1.25985381e-06 
 0.00000000e+00  1.33220605e-06  1.32506944e-06  3.73019832e-01  1.14248733e+00  1.14248732e+00  2.65729067e-06  8.35635199e-11  2.40844901e-01  2.40944188e-01  1.31129010e-06  1.23444053e-06 
 1.00000000e+00  1.35360008e-06  1.30367541e-06  3.73018628e-01  1.14248695e+00  8.11634018e-08  2.65729065e-06  1.07210241e-10  2.40849024e-01  2.40939979e-01  1.33223943e-06  1.21434726e-06 
 0.00000000e+00  1.37417742e-06  1.28309809e-06  3.73017449e-01  1.14248677e+00  1.14248677e+00  2.65729067e-06  1.18262733e-10  2.40852933e-01  2.40935880e-01  1.35238658e-06  1.19501989e-06 
 1.00000000e+00  1.39503009e-06  1.26224551e-06  3.73016553e-01  1.14248640e+00  8.11621368e-08  2.65729076e-06  1.41913148e-10  2.40856848e-01  2.40931669e-01  1.37280083e-06  1.17543289e-06 
 0.00000000e+00  1.41511268e-06  1.24216295e-06  3.73015536e-01  1.14248660e+00  1.14248659e+00  2.65729078e-06  1.29192500e-10  2.40860572e-01  2.40927560e-01  1.39245874e-06  1.15656804e-06 
 1.00000000e+00  1.43603236e-06  1.22124327e-06  3.73014942e-01  1.14248623e+00  8.11617373e-08  2.65729080e-06  1.52827084e-10  2.40864406e-01  2.40923223e-01  1.41293364e-06  1.13691568e-06 
 0.00000000e+00  1.45646374e-06  1.20081191e-06  3.73014371e-01  1.14248605e+00  1.14248604e+00  2.65729083e-06  1.63883129e-10  2.40868104e-01  2.40918929e-01  1.43292820e-06  1.11772085e-06 
 1.00000000e+00  1.47705962e-06  1.18021610e-06  3.73014081e-01  1.14248568e+00  8.11604728e-08  2.65729086e-06  1.87543768e-10  2.40871792e-01  2.40914541e-01  1.45308133e-06  1.09837037e-06 
 0.00000000e+00  1.49702114e-06  1.16025466e-06  3.73009197e-01  1.14248686e+00  1.14248685e+00  2.65729095e-06  1.13022480e-10  2.40875323e-01  2.40910228e-01  1.47261150e-06  1.07961474e-06 
 1.00000000e+00  1.51775012e-06  1.13952575e-06  3.73009211e-01  1.14248648e+00  8.11623274e-08  2.65729104e-06  1.36676448e-10  2.40878947e-01  2.40905685e-01  1.49289024e-06  1.06013685e-06 
 0.00000000e+00  1.53825697e-06  1.11901889e-06  3.73009255e-01  1.14248631e+00  1.14248630e+00  2.65729104e-06  1.47734865e-10  2.40882495e-01  2.40901127e-01  1.51294930e-06  1.04086628e-06 
 1.00000000e+00  1.55876816e-06  1.09850773e-06  3.73009575e-01  1.14248593e+00  8.11610623e-08  2.65729104e-06  1.71390013e-10  2.40886005e-01  2.40896500e-01  1.53301024e-06  1.02159044e-06 
 0.00000000e+00  1.57911034e-06  1.07816551e-06  3.73009773e-01  1.14248613e+00  1.14248613e+00  2.65729101e-06  1.58646664e-10  2.40889444e-01  2.40891843e-01  1.55290363e-06  1.00247215e-06 
 1.00000000e+00  1.59957945e-06  1.05769635e-06  3.73010394e-01  1.14248576e+00  8.11606613e-08  2.65729096e-06  1.82309700e-10  2.40892867e-01  2.40887086e-01  1.57291888e-06  9.83233235e-07 
 0.00000000e+00  1.62015634e-06  1.03711951e-06  3.73011067e-01  1.14248559e+00  1.14248558e+00  2.65729100e-06  1.93332057e-10  2.40896275e-01  2.40882233e-01  1.59303720e-06  9.63891775e-07 
 1.00000000e+00  1.64062466e-06  1.01665113e-06  3.73012003e-01  1.14248521e+00  8.11593988e-08  2.65729095e-06  2.16981078e-10  2.40899625e-01  2.40877328e-01  1.61304722e-06  9.44650944e-07 
 0.00000000e+00  1.66265129e-06  9.94624222e-07  3.73018659e-01  1.14248692e+00  1.14248691e+00  2.65729067e-06  1.08988988e-10  2.40903194e-01  2.40871963e-01  1.63457799e-06  9.23943540e-07 
 1.00000000e+00  1.68288519e-06  9.74390289e-07  3.73019923e-01  1.14248655e+00  8.11624755e-08  2.65729063e-06  1.32631482e-10  2.40906434e-01  2.40866954e-01  1.65435417e-06  9.04920242e-07 
 0.00000000e+00  1.70347630e-06  9.53799125e-07  3.73021236e-01  1.14248637e+00  1.14248637e+00  2.65729059e-06  1.43661083e-10  2.40909699e-01  2.40861771e-01  1.67447725e-06  8.85559698e-07 
 1.00000000e+00  1.72376574e-06  9.33509588e-07  3.73022821e-01  1.14248600e+00  8.11612074e-08  2.65729048e-06  1.67351508e-10  2.40912883e-01  2.40856579e-01  1.69430329e-06  8.66481287e-07 
 0.00000000e+00  1.74446927e-06  9.12806045e-07  3.73024315e-01  1.14248620e+00  1.14248619e+00  2.65729049e-06  1.54592439e-10  2.40916101e-01  2.40851197e-01  1.71453176e-06  8.47012110e-07 
 1.00000000e+00  1.76454547e-06  8.92729721e-07  3.73026225e-01  1.14248582e+00  8.11608091e-08  2.65729036e-06  1.78266794e-10  2.40919191e-01  2.40845885e-01  1.73414513e-06  8.28131263e-07 
 0.00000000e+00  1.78532024e-06  8.71954852e-07  3.73028198e-01  1.14248565e+00  1.14248564e+00  2.65729025e-06  1.89301265e-10  2.40922354e-01  2.40840291e-01  1.75443875e-06  8.08591940e-07 
 1.00000000e+00  1.80567520e-06  8.51599866e-07  3.73030457e-01  1.14248527e+00  8.11595457e-08  2.65729022e-06  2.12946105e-10  2.40925425e-01  2.40834715e-01  1.77432013e-06  7.89445977e-07 
 0.00000000e+00  1.82653676e-06  8.30738375e-07  3.73028134e-01  1.14248646e+00  1.14248645e+00  2.65729029e-06  1.38456357e-10  2.40928545e-01  2.40828893e-01  1.79469404e-06  7.69821927e-07 
 1.00000000e+00  1.84629093e-06  8.10984027e-07  3.73030693e-01  1.14248608e+00  8.11613980e-08  2.65729013e-06  1.62109211e-10  2.40931461e-01  2.40823279e-01  1.81398448e-06  7.51237797e-07 
 0.00000000e+00  1.86703275e-06  7.90242191e-07  3.73033362e-01  1.14248590e+00  1.14248590e+00  2.65729010e-06  1.73162817e-10  2.40934502e-01  2.40817277e-01  1.83423713e-06  7.31722990e-07 
 1.00000000e+00  1.88718027e-06  7.70094548e-07  3.73036296e-01  1.14248553e+00  8.11601342e-08  2.65728998e-06  1.96813232e-10  2.40937428e-01  2.40811335e-01  1.85390743e-06  7.12765493e-07 
 0.00000000e+00  1.90839232e-06  7.48882388e-07  3.73039170e-01  1.14248573e+00  1.14248572e+00  2.65728987e-06  1.84076754e-10  2.40940480e-01  2.40804956e-01  1.87461474e-06  6.92804553e-07 
 1.00000000e+00  1.92820396e-06  7.29070645e-07  3.73042449e-01  1.14248536e+00  8.11597375e-08  2.65728977e-06  2.07698747e-10  2.40943302e-01  2.40798877e-01  1.89395295e-06  6.74159690e-07 
 0.00000000e+00  1.94937012e-06  7.07904313e-07  3.73045853e-01  1.14248518e+00  1.14248517e+00  2.65728961e-06  2.18757817e-10  2.40946292e-01  2.40792251e-01  1.91461105e-06  6.54238130e-07 
 1.00000000e+00  1.96981459e-06  6.87459700e-07  3.73049524e-01  1.14248481e+00  8.11584692e-08  2.65728945e-06  2.42426523e-10  2.40949150e-01  2.40785718e-01  1.93456273e-06  6.34993874e-07 
 0.00000000e+00  1.99400718e-06  6.63267061e-07  3.73051665e-01  1.14248688e+00  1.14248687e+00  2.65728940e-06  1.11921524e-10  2.40952501e-01  2.40777804e-01  1.95816939e-06  6.12219239e-07 
 1.00000000e+00  2.01303231e-06  6.44241739e-07  3.73055680e-01  1.14248650e+00  8.11623664e-08  2.65728920e-06  1.35578739e-10  2.40955112e-01  2.40771440e-01  1.97673166e-06  5.94307046e-07 
 0.00000000e+00  2.03368881e-06  6.23585100e-07  3.73059861e-01  1.14248633e+00  1.14248632e+00  2.65728906e-06  1.46621229e-10  2.40957925e-01  2.40764384e-01  1.99688357e-06  5.74857017e-07 
 1.00000000e+00  2.05338545e-06  6.03888270e-07  3.73064298e-01  1.14248595e+00  8.11611021e-08  2.65728890e-06  1.70286726e-10  2.40960581e-01  2.40757504e-01  2.01609708e-06  5.56308740e-07 
 0.00000000e+00  2.07479961e-06  5.82473945e-07  3.73068745e-01  1.14248615e+00  1.14248615e+00  2.65728871e-06  1.57525784e-10  2.40963448e-01  2.40749848e-01  2.03698377e-06  5.36140849e-07 
 1.00000000e+00  2.09392816e-06  5.63345208e-07  3.73073565e-01  1.14248578e+00  8.11607040e-08  2.65728853e-06  1.81178624e-10  2.40965986e-01  2.40742849e-01  2.05563920e-06  5.18123496e-07 
 0.00000000e+00  2.11507944e-06  5.42193747e-07  3.73078586e-01  1.14248560e+00  1.14248560e+00  2.65728833e-06  1.92210126e-10  2.40968762e-01  2.40734926e-01  2.07626533e-06  4.98198613e-07 
 1.00000000e+00  2.13513085e-06  5.22142093e-07  3.73083886e-01  1.14248523e+00  8.11594359e-08  2.65728809e-06  2.15894858e-10  2.40971381e-01  2.40727226e-01  2.09581673e-06  4.79307445e-07 
 0.00000000e+00  2.15708887e-06  5.00184057e-07  3.73084724e-01  1.14248641e+00  1.14248640e+00  2.65728809e-06  1.41376688e-10  2.40974220e-01  2.40718573e-01  2.11722495e-06  4.58617590e-07 
 1.00000000e+00  2.17565442e-06  4.81618320e-07  3.73090371e-01  1.14248603e+00  8.11612941e-08  2.65728790e-06  1.65027103e-10  2.40976601e-01  2.40711070e-01  2.13532385e-06  4.41121847e-07 
 0.00000000e+00  2.19659193e-06  4.60680522e-07  3.73096284e-01  1.14248586e+00  1.14248585e+00  2.65728763e-06  1.76083148e-10  2.40979264e-01  2.40702388e-01  2.15573296e-06  4.21388252e-07 
 1.00000000e+00  2.21621712e-06  4.41055115e-07  3.73102458e-01  1.14248548e+00  8.11600260e-08  2.65728740e-06  1.99754879e-10  2.40981739e-01  2.40694027e-01  2.17486100e-06  4.02889114e-07 
 0.00000000e+00  2.23834324e-06  4.18928755e-07  3.73108768e-01  1.14248569e+00  1.14248568e+00  2.65728715e-06  1.86999010e-10  2.40984509e-01  2.40684328e-01  2.19642426e-06  3.82029508e-07 
 1.00000000e+00  2.25724204e-06  4.00029698e-07  3.73115385e-01  1.14248531e+00  8.11596294e-08  2.65728688e-06  2.10643947e-10  2.40986858e-01  2.40675801e-01  2.21484041e-06  3.64209843e-07 
 0.00000000e+00  2.27896782e-06  3.78303651e-07  3.73122365e-01  1.14248513e+00  1.14248513e+00  2.65728663e-06  2.21708554e-10  2.40989528e-01  2.40665709e-01  2.23600925e-06  3.43721590e-07 
 1.00000000e+00  2.29921878e-06  3.58052330e-07  3.73129608e-01  1.14248476e+00  8.11583604e-08  2.65728626e-06  2.45347128e-10  2.40992005e-01  2.40655996e-01  2.25573895e-06  3.24621071e-07 
 0.00000000e+00  2.32394403e-06  3.33326530e-07  3.73143443e-01  1.14248647e+00  1.14248646e+00  2.65728573e-06  1.37315877e-10  2.40995003e-01  2.40643728e-01  2.27982501e-06  3.01296135e-07 
 1.00000000e+00  2.34164899e-06  3.15621368e-07  3.73151064e-01  1.14248610e+00  8.11614408e-08  2.65728552e-06  1.60991220e-10  2.40997132e-01  2.40634643e-01  2.29707048e-06  2.84591220e-07 
 0.00000000e+00  2.36256683e-06  2.94703113e-07  3.73159154e-01  1.14248592e+00  1.14248591e+00  2.65728511e-06  1.72042739e-10  2.40999627e-01  2.40623562e-01  2.31744350e-06  2.64851487e-07 
 1.00000000e+00  2.38171441e-06  2.75555243e-07  3.73167488e-01  1.14248555e+00  8.11601718e-08  2.65728481e-06  1.95704786e-10  2.41001894e-01  2.40613067e-01  2.33609044e-06  2.46779228e-07 
 0.00000000e+00  2.40425046e-06  2.53018912e-07  3.73176200e-01  1.14248575e+00  1.14248574e+00  2.65728453e-06  1.82944146e-10  2.41004541e-01  2.40600258e-01  2.35803507e-06  2.25504808e-07 
 1.00000000e+00  2.42239660e-06  2.34872425e-07  3.73185070e-01  1.14248537e+00  8.11597775e-08  2.65728418e-06  2.06608061e-10  2.41006656e-01  2.40589555e-01  2.37570320e-06  2.08371173e-07 
 0.00000000e+00  2.44428868e-06  2.12979956e-07  3.73194619e-01  1.14248520e+00  1.14248519e+00  2.65728379e-06  2.17659266e-10  2.41009193e-01  2.40576143e-01  2.39701641e-06  1.87696552e-07 
 1.00000000e+00  2.46421416e-06  1.93054098e-07  3.73204407e-01  1.14248482e+00  8.11585104e-08  2.65728341e-06  2.41310971e-10  2.41011483e-01  2.40563424e-01  2.41641305e-06  1.68875147e-07 
 0.00000000e+00  2.48784003e-06  1.69427995e-07  3.73210200e-01  1.14248601e+00  1.14248600e+00  2.65728319e-06  1.66807013e-10  2.41014178e-01  2.40547660e-01  2.43940936e-06  1.46553370e-07 
 1.00000000e+00  2.50511917e-06  1.52148452e-07  3.73220419e-01  1.14248563e+00  8.11603660e-08  2.65728278e-06  1.90452116e-10  2.41016135e-01  2.40535620e-01  2.45622631e-06  1.30224018e-07 
 0.00000000e+00  2.52667075e-06  1.30596359e-07  3.73231550e-01  1.14248545e+00  1.14248545e+00  2.65728226e-06  2.01515974e-10  2.41018557e-01  2.40519930e-01  2.47719949e-06  1.09852554e-07 
 1.00000000e+00  2.54593206e-06  1.11334676e-07  3.73242913e-01  1.14248508e+00  8.11590993e-08  2.65728190e-06  2.25155022e-10  2.41020709e-01  2.40505232e-01  2.49594192e-06  9.16414375e-08 
 0.00000000e+00  2.56976546e-06  8.75007591e-08  3.73255186e-01  1.14248528e+00  1.14248527e+00  2.65728138e-06  2.12430962e-10  2.41023348e-01  2.40486055e-01  2.51913084e-06  6.91013486e-08 
