 i-sweep         i(Vin)          i(Vout)         i(Vbias)        i(v1)           i(v2)           v(Vbp)          v(Vcn)         
 1.86000000e-07  1.86000000e-07  1.18382204e-06  1.00819193e-06  3.55271368e-15  1.18350773e-06  6.96033804e-01  7.27560311e-01 
 1.87000000e-07  1.87000000e-07  1.18477934e-06  1.00819191e-06  3.55271368e-15  1.18446475e-06  6.96033805e-01  7.27560310e-01 
 1.88000000e-07  1.88000000e-07  1.18573654e-06  1.00819192e-06  7.10542736e-15  1.18542168e-06  6.96033805e-01  7.27560313e-01 
 1.89000000e-07  1.89000000e-07  1.18669366e-06  1.00819193e-06  0.00000000e+00  1.18637850e-06  6.96033804e-01  7.27560310e-01 
 1.90000000e-07  1.90000000e-07  1.18765061e-06  1.00819190e-06  7.10542736e-15  1.18733518e-06  6.96033806e-01  7.27560312e-01 
 1.91000000e-07  1.91000000e-07  1.18860750e-06  1.00819192e-06  7.10542736e-15  1.18829179e-06  6.96033805e-01  7.27560311e-01 
 1.92000000e-07  1.92000000e-07  1.18956426e-06  1.00819192e-06  3.55271368e-15  1.18924827e-06  6.96033805e-01  7.27560310e-01 
 1.93000000e-07  1.93000000e-07  1.19052091e-06  1.00819191e-06  3.55271368e-15  1.19020464e-06  6.96033805e-01  7.27560312e-01 
 1.94000000e-07  1.94000000e-07  1.19147744e-06  1.00819191e-06  3.55271368e-15  1.19116089e-06  6.96033806e-01  7.27560311e-01 
 1.95000000e-07  1.95000000e-07  1.19243388e-06  1.00819192e-06  3.55271368e-15  1.19211705e-06  6.96033805e-01  7.27560309e-01 
 1.96000000e-07  1.96000000e-07  1.19339018e-06  1.00819191e-06  3.55271368e-15  1.19307308e-06  6.96033805e-01  7.27560311e-01 
 1.97000000e-07  1.97000000e-07  1.19434641e-06  1.00819193e-06  0.00000000e+00  1.19402902e-06  6.96033804e-01  7.27560310e-01 
 1.98000000e-07  1.98000000e-07  1.19530250e-06  1.00819193e-06  7.10542736e-15  1.19498484e-06  6.96033804e-01  7.27560313e-01 
 1.99000000e-07  1.99000000e-07  1.19625847e-06  1.00819191e-06  3.55271368e-15  1.19594053e-06  6.96033805e-01  7.27560313e-01 
 2.00000000e-07  2.00000000e-07  1.19721436e-06  1.00819192e-06  7.10542736e-15  1.19689613e-06  6.96033804e-01  7.27560311e-01 
 2.01000000e-07  2.01000000e-07  1.19817010e-06  1.00819192e-06  3.55271368e-15  1.19785160e-06  6.96033805e-01  7.27560312e-01 
 2.02000000e-07  2.02000000e-07  1.19912576e-06  1.00819192e-06  3.55271368e-15  1.19880697e-06  6.96033805e-01  7.27560310e-01 
 2.03000000e-07  2.03000000e-07  1.20008129e-06  1.00819192e-06  7.10542736e-15  1.19976223e-06  6.96033805e-01  7.27560313e-01 
 2.04000000e-07  2.04000000e-07  1.20103670e-06  1.00819190e-06  3.55271368e-15  1.20071735e-06  6.96033806e-01  7.27560308e-01 
 2.05000000e-07  2.05000000e-07  1.20199201e-06  1.00819191e-06  3.55271368e-15  1.20167239e-06  6.96033805e-01  7.27560313e-01 
 2.06000000e-07  2.06000000e-07  1.20294723e-06  1.00819193e-06  0.00000000e+00  1.20262732e-06  6.96033804e-01  7.27560310e-01 
 2.07000000e-07  2.07000000e-07  1.20390229e-06  1.00819190e-06  3.55271368e-15  1.20358210e-06  6.96033806e-01  7.27560312e-01 
 2.08000000e-07  2.08000000e-07  1.20485726e-06  1.00819192e-06  3.55271368e-15  1.20453681e-06  6.96033805e-01  7.27560311e-01 
 2.09000000e-07  2.09000000e-07  1.20581213e-06  1.00819192e-06  7.10542736e-15  1.20549139e-06  6.96033805e-01  7.27560313e-01 
 2.10000000e-07  2.10000000e-07  1.20676688e-06  1.00819193e-06  3.55271368e-15  1.20644586e-06  6.96033804e-01  7.27560313e-01 
 2.11000000e-07  2.11000000e-07  1.20772151e-06  1.00819192e-06  0.00000000e+00  1.20740021e-06  6.96033804e-01  7.27560310e-01 
 2.12000000e-07  2.12000000e-07  1.20867601e-06  1.00819191e-06  7.10542736e-15  1.20835443e-06  6.96033805e-01  7.27560312e-01 
 2.13000000e-07  2.13000000e-07  1.20963043e-06  1.00819192e-06  0.00000000e+00  1.20930856e-06  6.96033805e-01  7.27560310e-01 
 2.14000000e-07  2.14000000e-07  1.21058471e-06  1.00819191e-06  7.10542736e-15  1.21026256e-06  6.96033805e-01  7.27560312e-01 
 2.15000000e-07  2.15000000e-07  1.21153889e-06  1.00819193e-06  7.10542736e-15  1.21121648e-06  6.96033804e-01  7.27560312e-01 
 2.16000000e-07  2.16000000e-07  1.21249295e-06  1.00819192e-06  3.55271368e-15  1.21217025e-06  6.96033805e-01  7.27560312e-01 
 2.17000000e-07  2.17000000e-07  1.21344690e-06  1.00819193e-06  3.55271368e-15  1.21312393e-06  6.96033804e-01  7.27560312e-01 
 2.18000000e-07  2.18000000e-07  1.21440073e-06  1.00819192e-06  3.55271368e-15  1.21407747e-06  6.96033805e-01  7.27560311e-01 
 2.19000000e-07  2.19000000e-07  1.21535443e-06  1.00819192e-06  7.10542736e-15  1.21503090e-06  6.96033805e-01  7.27560310e-01 
 2.20000000e-07  2.20000000e-07  1.21630804e-06  1.00819192e-06  7.10542736e-15  1.21598423e-06  6.96033805e-01  7.27560311e-01 
 2.21000000e-07  2.21000000e-07  1.21726154e-06  1.00819192e-06  7.10542736e-15  1.21693744e-06  6.96033805e-01  7.27560310e-01 
 2.22000000e-07  2.22000000e-07  1.21821491e-06  1.00819192e-06  3.55271368e-15  1.21789053e-06  6.96033805e-01  7.27560312e-01 
 2.23000000e-07  2.23000000e-07  1.21916815e-06  1.00819192e-06  7.10542736e-15  1.21884351e-06  6.96033805e-01  7.27560310e-01 
 2.24000000e-07  2.24000000e-07  1.22012129e-06  1.00819191e-06  3.55271368e-15  1.21979636e-06  6.96033805e-01  7.27560311e-01 
 2.25000000e-07  2.25000000e-07  1.22107433e-06  1.00819192e-06  0.00000000e+00  1.22074912e-06  6.96033804e-01  7.27560310e-01 
 2.26000000e-07  2.26000000e-07  1.22202724e-06  1.00819193e-06  7.10542736e-15  1.22170176e-06  6.96033804e-01  7.27560313e-01 
 2.27000000e-07  2.27000000e-07  1.22298004e-06  1.00819192e-06  0.00000000e+00  1.22265427e-06  6.96033805e-01  7.27560309e-01 
 2.28000000e-07  2.28000000e-07  1.22393271e-06  1.00819191e-06  0.00000000e+00  1.22360665e-06  6.96033805e-01  7.27560311e-01 
 2.29000000e-07  2.29000000e-07  1.22488526e-06  1.00819191e-06  7.10542736e-15  1.22455894e-06  6.96033806e-01  7.27560312e-01 
 2.30000000e-07  2.30000000e-07  1.22583772e-06  1.00819192e-06  1.06581410e-14  1.22551112e-06  6.96033805e-01  7.27560312e-01 
 2.31000000e-07  2.31000000e-07  1.22679004e-06  1.00819192e-06  7.10542736e-15  1.22646316e-06  6.96033805e-01  7.27560311e-01 
 2.32000000e-07  2.32000000e-07  1.22774225e-06  1.00819191e-06  3.55271368e-15  1.22741508e-06  6.96033805e-01  7.27560311e-01 
 2.33000000e-07  2.33000000e-07  1.22869436e-06  1.00819192e-06  0.00000000e+00  1.22836691e-06  6.96033804e-01  7.27560311e-01 
 2.34000000e-07  2.34000000e-07  1.22964631e-06  1.00819190e-06  7.10542736e-15  1.22931860e-06  6.96033806e-01  7.27560312e-01 
 2.35000000e-07  2.35000000e-07  1.23059819e-06  1.00819192e-06  3.55271368e-15  1.23027020e-06  6.96033805e-01  7.27560311e-01 
 2.36000000e-07  2.36000000e-07  1.23154993e-06  1.00819191e-06  3.55271368e-15  1.23122165e-06  6.96033805e-01  7.27560310e-01 
 2.37000000e-07  2.37000000e-07  1.23250156e-06  1.00819191e-06  7.10542736e-15  1.23217300e-06  6.96033805e-01  7.27560313e-01 
 2.38000000e-07  2.38000000e-07  1.23345307e-06  1.00819192e-06  7.10542736e-15  1.23312423e-06  6.96033805e-01  7.27560311e-01 
 2.39000000e-07  2.39000000e-07  1.23440447e-06  1.00819192e-06  3.55271368e-15  1.23407534e-06  6.96033805e-01  7.27560313e-01 
 2.40000000e-07  2.40000000e-07  1.23535573e-06  1.00819192e-06  7.10542736e-15  1.23502634e-06  6.96033805e-01  7.27560311e-01 
 2.41000000e-07  2.41000000e-07  1.23630690e-06  1.00819192e-06  7.10542736e-15  1.23597722e-06  6.96033804e-01  7.27560312e-01 
 2.42000000e-07  2.42000000e-07  1.23725792e-06  1.00819191e-06  3.55271368e-15  1.23692796e-06  6.96033805e-01  7.27560313e-01 
 2.43000000e-07  2.43000000e-07  1.23820884e-06  1.00819191e-06  7.10542736e-15  1.23787861e-06  6.96033805e-01  7.27560309e-01 
 2.44000000e-07  2.44000000e-07  1.23915964e-06  1.00819191e-06  3.55271368e-15  1.23882913e-06  6.96033805e-01  7.27560312e-01 
 2.45000000e-07  2.45000000e-07  1.24011033e-06  1.00819192e-06  3.55271368e-15  1.23977954e-06  6.96033805e-01  7.27560312e-01 
 2.46000000e-07  2.46000000e-07  1.24106089e-06  1.00819191e-06  7.10542736e-15  1.24072982e-06  6.96033805e-01  7.27560310e-01 
 2.47000000e-07  2.47000000e-07  1.24201133e-06  1.00819192e-06  3.55271368e-15  1.24167999e-06  6.96033805e-01  7.27560313e-01 
 2.48000000e-07  2.48000000e-07  1.24296167e-06  1.00819192e-06  3.55271368e-15  1.24263004e-06  6.96033804e-01  7.27560312e-01 
 2.49000000e-07  2.49000000e-07  1.24391187e-06  1.00819193e-06  3.55271368e-15  1.24357997e-06  6.96033804e-01  7.27560313e-01 
 2.50000000e-07  2.50000000e-07  1.24486196e-06  1.00819193e-06  0.00000000e+00  1.24452978e-06  6.96033804e-01  7.27560310e-01 
 2.51000000e-07  2.51000000e-07  1.24581192e-06  1.00819192e-06  0.00000000e+00  1.24547946e-06  6.96033805e-01  7.27560311e-01 
 2.52000000e-07  2.52000000e-07  1.24676176e-06  1.00819191e-06  3.55271368e-15  1.24642902e-06  6.96033806e-01  7.27560312e-01 
 2.53000000e-07  2.53000000e-07  1.24771149e-06  1.00819192e-06  3.55271368e-15  1.24737848e-06  6.96033805e-01  7.27560311e-01 
 2.54000000e-07  2.54000000e-07  1.24866110e-06  1.00819191e-06  3.55271368e-15  1.24832780e-06  6.96033806e-01  7.27560311e-01 
 2.55000000e-07  2.55000000e-07  1.24961057e-06  1.00819191e-06  3.55271368e-15  1.24927700e-06  6.96033806e-01  7.27560310e-01 
 2.56000000e-07  2.56000000e-07  1.25055995e-06  1.00819192e-06  0.00000000e+00  1.25022610e-06  6.96033805e-01  7.27560312e-01 
 2.57000000e-07  2.57000000e-07  1.25150920e-06  1.00819192e-06  3.55271368e-15  1.25117507e-06  6.96033805e-01  7.27560312e-01 
 2.58000000e-07  2.58000000e-07  1.25245833e-06  1.00819192e-06  3.55271368e-15  1.25212392e-06  6.96033805e-01  7.27560313e-01 
 2.59000000e-07  2.59000000e-07  1.25340734e-06  1.00819192e-06  3.55271368e-15  1.25307265e-06  6.96033804e-01  7.27560309e-01 
 2.60000000e-07  2.60000000e-07  1.25435621e-06  1.00819192e-06  7.10542736e-15  1.25402125e-06  6.96033804e-01  7.27560310e-01 
 2.61000000e-07  2.61000000e-07  1.25530498e-06  1.00819192e-06  3.55271368e-15  1.25496973e-06  6.96033805e-01  7.27560311e-01 
 2.62000000e-07  2.62000000e-07  1.25625360e-06  1.00819191e-06  7.10542736e-15  1.25591809e-06  6.96033806e-01  7.27560310e-01 
 2.63000000e-07  2.63000000e-07  1.25720213e-06  1.00819191e-06  3.55271368e-15  1.25686633e-06  6.96033806e-01  7.27560310e-01 
 2.64000000e-07  2.64000000e-07  1.25815054e-06  1.00819192e-06  3.55271368e-15  1.25781446e-06  6.96033805e-01  7.27560312e-01 
 2.65000000e-07  2.65000000e-07  1.25909882e-06  1.00819192e-06  3.55271368e-15  1.25876246e-06  6.96033804e-01  7.27560312e-01 
 2.66000000e-07  2.66000000e-07  1.26004696e-06  1.00819191e-06  0.00000000e+00  1.25971032e-06  6.96033805e-01  7.27560311e-01 
 2.67000000e-07  2.67000000e-07  1.26099501e-06  1.00819192e-06  3.55271368e-15  1.26065809e-06  6.96033805e-01  7.27560309e-01 
 2.68000000e-07  2.68000000e-07  1.26194293e-06  1.00819192e-06  3.55271368e-15  1.26160573e-06  6.96033804e-01  7.27560310e-01 
 2.69000000e-07  2.69000000e-07  1.26289069e-06  1.00819191e-06  3.55271368e-15  1.26255322e-06  6.96033806e-01  7.27560309e-01 
 2.70000000e-07  2.70000000e-07  1.26383839e-06  1.00819193e-06 -3.55271368e-15  1.26350064e-06  6.96033804e-01  7.27560311e-01 
 2.71000000e-07  2.71000000e-07  1.26478591e-06  1.00819191e-06  3.55271368e-15  1.26444788e-06  6.96033805e-01  7.27560312e-01 
 2.72000000e-07  2.72000000e-07  1.26573333e-06  1.00819191e-06  3.55271368e-15  1.26539502e-06  6.96033806e-01  7.27560310e-01 
 2.73000000e-07  2.73000000e-07  1.26668064e-06  1.00819192e-06  0.00000000e+00  1.26634205e-06  6.96033805e-01  7.27560313e-01 
 2.74000000e-07  2.74000000e-07  1.26762780e-06  1.00819191e-06  7.10542736e-15  1.26728894e-06  6.96033805e-01  7.27560311e-01 
 2.75000000e-07  2.75000000e-07  1.26857487e-06  1.00819192e-06  3.55271368e-15  1.26823573e-06  6.96033805e-01  7.27560309e-01 
 2.76000000e-07  2.76000000e-07  1.26952180e-06  1.00819192e-06  3.55271368e-15  1.26918238e-06  6.96033805e-01  7.27560311e-01 
 2.77000000e-07  2.77000000e-07  1.27046860e-06  1.00819192e-06  3.55271368e-15  1.27012891e-06  6.96033805e-01  7.27560310e-01 
 2.78000000e-07  2.78000000e-07  1.27141527e-06  1.00819192e-06  3.55271368e-15  1.27107530e-06  6.96033805e-01  7.27560312e-01 
 2.79000000e-07  2.79000000e-07  1.27236184e-06  1.00819192e-06  7.10542736e-15  1.27202159e-06  6.96033804e-01  7.27560311e-01 
 2.80000000e-07  2.80000000e-07  1.27330827e-06  1.00819191e-06  3.55271368e-15  1.27296774e-06  6.96033805e-01  7.27560313e-01 
 2.81000000e-07  2.81000000e-07  1.27425458e-06  1.00819193e-06  3.55271368e-15  1.27391378e-06  6.96033804e-01  7.27560312e-01 
 2.82000000e-07  2.82000000e-07  1.27520076e-06  1.00819192e-06  7.10542736e-15  1.27485968e-06  6.96033804e-01  7.27560313e-01 
 2.83000000e-07  2.83000000e-07  1.27614682e-06  1.00819191e-06  3.55271368e-15  1.27580546e-06  6.96033805e-01  7.27560311e-01 
 2.84000000e-07  2.84000000e-07  1.27709276e-06  1.00819192e-06  7.10542736e-15  1.27675112e-06  6.96033805e-01  7.27560312e-01 
 2.85000000e-07  2.85000000e-07  1.27803857e-06  1.00819191e-06  0.00000000e+00  1.27769665e-06  6.96033805e-01  7.27560312e-01 
 2.86000000e-07  2.86000000e-07  1.27898427e-06  1.00819192e-06  3.55271368e-15  1.27864207e-06  6.96033805e-01  7.27560311e-01 
 2.87000000e-07  2.87000000e-07  1.27992983e-06  1.00819192e-06  3.55271368e-15  1.27958735e-06  6.96033804e-01  7.27560311e-01 
 2.88000000e-07  2.88000000e-07  1.28087526e-06  1.00819192e-06  3.55271368e-15  1.28053251e-06  6.96033805e-01  7.27560310e-01 
 2.89000000e-07  2.89000000e-07  1.28182056e-06  1.00819191e-06  7.10542736e-15  1.28147754e-06  6.96033805e-01  7.27560313e-01 
 2.90000000e-07  2.90000000e-07  1.28276575e-06  1.00819191e-06  0.00000000e+00  1.28242244e-06  6.96033805e-01  7.27560308e-01 
 2.91000000e-07  2.91000000e-07  1.28371081e-06  1.00819191e-06  7.10542736e-15  1.28336723e-06  6.96033805e-01  7.27560312e-01 
 2.92000000e-07  2.92000000e-07  1.28465575e-06  1.00819191e-06  3.55271368e-15  1.28431188e-06  6.96033806e-01  7.27560310e-01 
 2.93000000e-07  2.93000000e-07  1.28560058e-06  1.00819193e-06  3.55271368e-15  1.28525644e-06  6.96033804e-01  7.27560313e-01 
 2.94000000e-07  2.94000000e-07  1.28654525e-06  1.00819192e-06  7.10542736e-15  1.28620083e-06  6.96033804e-01  7.27560310e-01 
 2.95000000e-07  2.95000000e-07  1.28748981e-06  1.00819192e-06  0.00000000e+00  1.28714511e-06  6.96033805e-01  7.27560311e-01 
 2.96000000e-07  2.96000000e-07  1.28843424e-06  1.00819193e-06  3.55271368e-15  1.28808927e-06  6.96033804e-01  7.27560311e-01 
 2.97000000e-07  2.97000000e-07  1.28937853e-06  1.00819191e-06  0.00000000e+00  1.28903327e-06  6.96033806e-01  7.27560310e-01 
 2.98000000e-07  2.98000000e-07  1.29032272e-06  1.00819193e-06  3.55271368e-15  1.28997720e-06  6.96033804e-01  7.27560311e-01 
 2.99000000e-07  2.99000000e-07  1.29126674e-06  1.00819190e-06  7.10542736e-15  1.29092094e-06  6.96033806e-01  7.27560311e-01 
 3.00000000e-07  3.00000000e-07  1.29221069e-06  1.00819193e-06  0.00000000e+00  1.29186461e-06  6.96033804e-01  7.27560311e-01 
 3.01000000e-07  3.01000000e-07  1.29315448e-06  1.00819192e-06  7.10542736e-15  1.29280812e-06  6.96033805e-01  7.27560311e-01 
 3.02000000e-07  3.02000000e-07  1.29409814e-06  1.00819191e-06  7.10542736e-15  1.29375150e-06  6.96033805e-01  7.27560308e-01 
 3.03000000e-07  3.03000000e-07  1.29504169e-06  1.00819192e-06  3.55271368e-15  1.29469478e-06  6.96033805e-01  7.27560313e-01 
 3.04000000e-07  3.04000000e-07  1.29598511e-06  1.00819192e-06  3.55271368e-15  1.29563791e-06  6.96033805e-01  7.27560309e-01 
 3.05000000e-07  3.05000000e-07  1.29692839e-06  1.00819192e-06  7.10542736e-15  1.29658092e-06  6.96033805e-01  7.27560311e-01 
 3.06000000e-07  3.06000000e-07  1.29787153e-06  1.00819191e-06  7.10542736e-15  1.29752379e-06  6.96033806e-01  7.27560311e-01 
 3.07000000e-07  3.07000000e-07  1.29881457e-06  1.00819191e-06  0.00000000e+00  1.29846654e-06  6.96033806e-01  7.27560309e-01 
 3.08000000e-07  3.08000000e-07  1.29975747e-06  1.00819191e-06  3.55271368e-15  1.29940917e-06  6.96033805e-01  7.27560310e-01 
 3.09000000e-07  3.09000000e-07  1.30070025e-06  1.00819191e-06  3.55271368e-15  1.30035167e-06  6.96033805e-01  7.27560309e-01 
 3.10000000e-07  3.10000000e-07  1.30164290e-06  1.00819193e-06  7.10542736e-15  1.30129405e-06  6.96033804e-01  7.27560314e-01 
 3.11000000e-07  3.11000000e-07  1.30258540e-06  1.00819192e-06  3.55271368e-15  1.30223628e-06  6.96033805e-01  7.27560309e-01 
 3.12000000e-07  3.12000000e-07  1.30352781e-06  1.00819193e-06  3.55271368e-15  1.30317840e-06  6.96033804e-01  7.27560313e-01 
 3.13000000e-07  3.13000000e-07  1.30447006e-06  1.00819192e-06  7.10542736e-15  1.30412038e-06  6.96033805e-01  7.27560310e-01 
 3.14000000e-07  3.14000000e-07  1.30541218e-06  1.00819191e-06  7.10542736e-15  1.30506222e-06  6.96033805e-01  7.27560312e-01 
 3.15000000e-07  3.15000000e-07  1.30635419e-06  1.00819192e-06  7.10542736e-15  1.30600395e-06  6.96033805e-01  7.27560310e-01 
 3.16000000e-07  3.16000000e-07  1.30729605e-06  1.00819191e-06  7.10542736e-15  1.30694553e-06  6.96033806e-01  7.27560312e-01 
 3.17000000e-07  3.17000000e-07  1.30823778e-06  1.00819191e-06  7.10542736e-15  1.30788699e-06  6.96033806e-01  7.27560310e-01 
 3.18000000e-07  3.18000000e-07  1.30917941e-06  1.00819192e-06  0.00000000e+00  1.30882834e-06  6.96033805e-01  7.27560312e-01 
 3.19000000e-07  3.19000000e-07  1.31012089e-06  1.00819192e-06  3.55271368e-15  1.30976955e-06  6.96033805e-01  7.27560312e-01 
 3.20000000e-07  3.20000000e-07  1.31106225e-06  1.00819192e-06  3.55271368e-15  1.31071062e-06  6.96033805e-01  7.27560311e-01 
 3.21000000e-07  3.21000000e-07  1.31200347e-06  1.00819192e-06  7.10542736e-15  1.31165156e-06  6.96033805e-01  7.27560309e-01 
 3.22000000e-07  3.22000000e-07  1.31294455e-06  1.00819192e-06  7.10542736e-15  1.31259238e-06  6.96033805e-01  7.27560313e-01 
 3.23000000e-07  3.23000000e-07  1.31388552e-06  1.00819192e-06  0.00000000e+00  1.31353306e-06  6.96033805e-01  7.27560310e-01 
 3.24000000e-07  3.24000000e-07  1.31482633e-06  1.00819190e-06  7.10542736e-15  1.31447360e-06  6.96033806e-01  7.27560311e-01 
 3.25000000e-07  3.25000000e-07  1.31576703e-06  1.00819190e-06  3.55271368e-15  1.31541402e-06  6.96033806e-01  7.27560309e-01 
 3.26000000e-07  3.26000000e-07  1.31670762e-06  1.00819192e-06  0.00000000e+00  1.31635433e-06  6.96033804e-01  7.27560313e-01 
 3.27000000e-07  3.27000000e-07  1.31764805e-06  1.00819191e-06  7.10542736e-15  1.31729448e-06  6.96033805e-01  7.27560312e-01 
 3.28000000e-07  3.28000000e-07  1.31858835e-06  1.00819191e-06  0.00000000e+00  1.31823450e-06  6.96033806e-01  7.27560310e-01 
 3.29000000e-07  3.29000000e-07  1.31952854e-06  1.00819193e-06  3.55271368e-15  1.31917442e-06  6.96033804e-01  7.27560314e-01 
 3.30000000e-07  3.30000000e-07  1.32046855e-06  1.00819190e-06  7.10542736e-15  1.32011416e-06  6.96033806e-01  7.27560311e-01 
 3.31000000e-07  3.31000000e-07  1.32140847e-06  1.00819191e-06  0.00000000e+00  1.32105380e-06  6.96033806e-01  7.27560309e-01 
 3.32000000e-07  3.32000000e-07  1.32234825e-06  1.00819191e-06  7.10542736e-15  1.32199331e-06  6.96033805e-01  7.27560312e-01 
 3.33000000e-07  3.33000000e-07  1.32328792e-06  1.00819193e-06  0.00000000e+00  1.32293269e-06  6.96033804e-01  7.27560313e-01 
 3.34000000e-07  3.34000000e-07  1.32422743e-06  1.00819193e-06  3.55271368e-15  1.32387193e-06  6.96033804e-01  7.27560310e-01 
 3.35000000e-07  3.35000000e-07  1.32516679e-06  1.00819191e-06  3.55271368e-15  1.32481102e-06  6.96033806e-01  7.27560309e-01 
 3.36000000e-07  3.36000000e-07  1.32610607e-06  1.00819193e-06  3.55271368e-15  1.32575001e-06  6.96033804e-01  7.27560313e-01 
 3.37000000e-07  3.37000000e-07  1.32704518e-06  1.00819193e-06  3.55271368e-15  1.32668885e-06  6.96033804e-01  7.27560310e-01 
 3.38000000e-07  3.38000000e-07  1.32798414e-06  1.00819191e-06  3.55271368e-15  1.32762754e-06  6.96033806e-01  7.27560311e-01 
 3.39000000e-07  3.39000000e-07  1.32892302e-06  1.00819192e-06  0.00000000e+00  1.32856613e-06  6.96033804e-01  7.27560309e-01 
 3.40000000e-07  3.40000000e-07  1.32986173e-06  1.00819192e-06  3.55271368e-15  1.32950457e-06  6.96033805e-01  7.27560311e-01 
 3.41000000e-07  3.41000000e-07  1.33080031e-06  1.00819192e-06  3.55271368e-15  1.33044288e-06  6.96033805e-01  7.27560310e-01 
 3.42000000e-07  3.42000000e-07  1.33173875e-06  1.00819191e-06  3.55271368e-15  1.33138104e-06  6.96033806e-01  7.27560311e-01 
 3.43000000e-07  3.43000000e-07  1.33267708e-06  1.00819191e-06  0.00000000e+00  1.33231909e-06  6.96033805e-01  7.27560311e-01 
 3.44000000e-07  3.44000000e-07  1.33361526e-06  1.00819192e-06  7.10542736e-15  1.33325701e-06  6.96033805e-01  7.27560312e-01 
 3.45000000e-07  3.45000000e-07  1.33455330e-06  1.00819191e-06  7.10542736e-15  1.33419477e-06  6.96033806e-01  7.27560311e-01 
 3.46000000e-07  3.46000000e-07  1.33549122e-06  1.00819191e-06  3.55271368e-15  1.33513241e-06  6.96033805e-01  7.27560310e-01 
 3.47000000e-07  3.47000000e-07  1.33642902e-06  1.00819193e-06  7.10542736e-15  1.33606993e-06  6.96033804e-01  7.27560312e-01 
 3.48000000e-07  3.48000000e-07  1.33736665e-06  1.00819190e-06  3.55271368e-15  1.33700728e-06  6.96033806e-01  7.27560309e-01 
 3.49000000e-07  3.49000000e-07  1.33830418e-06  1.00819192e-06  7.10542736e-15  1.33794454e-06  6.96033805e-01  7.27560313e-01 
 3.50000000e-07  3.50000000e-07  1.33924155e-06  1.00819191e-06  7.10542736e-15  1.33888163e-06  6.96033806e-01  7.27560309e-01 
 3.51000000e-07  3.51000000e-07  1.34017881e-06  1.00819191e-06  0.00000000e+00  1.33981860e-06  6.96033805e-01  7.27560313e-01 
 3.52000000e-07  3.52000000e-07  1.34111591e-06  1.00819191e-06  3.55271368e-15  1.34075544e-06  6.96033805e-01  7.27560310e-01 
 3.53000000e-07  3.53000000e-07  1.34205290e-06  1.00819193e-06  0.00000000e+00  1.34169215e-06  6.96033804e-01  7.27560312e-01 
 3.54000000e-07  3.54000000e-07  1.34298972e-06  1.00819192e-06  7.10542736e-15  1.34262870e-06  6.96033805e-01  7.27560311e-01 
 3.55000000e-07  3.55000000e-07  1.34392642e-06  1.00819191e-06  3.55271368e-15  1.34356513e-06  6.96033806e-01  7.27560310e-01 
 3.56000000e-07  3.56000000e-07  1.34486299e-06  1.00819191e-06  7.10542736e-15  1.34450142e-06  6.96033805e-01  7.27560310e-01 
 3.57000000e-07  3.57000000e-07  1.34579942e-06  1.00819190e-06  3.55271368e-15  1.34543757e-06  6.96033806e-01  7.27560309e-01 
 3.58000000e-07  3.58000000e-07  1.34673573e-06  1.00819191e-06  3.55271368e-15  1.34637360e-06  6.96033805e-01  7.27560309e-01 
 3.59000000e-07  3.59000000e-07  1.34767189e-06  1.00819192e-06  7.10542736e-15  1.34730949e-06  6.96033805e-01  7.27560312e-01 
 3.60000000e-07  3.60000000e-07  1.34860793e-06  1.00819193e-06  7.10542736e-15  1.34824525e-06  6.96033804e-01  7.27560311e-01 
 3.61000000e-07  3.61000000e-07  1.34954380e-06  1.00819192e-06  7.10542736e-15  1.34918086e-06  6.96033805e-01  7.27560312e-01 
 3.62000000e-07  3.62000000e-07  1.35047955e-06  1.00819191e-06  3.55271368e-15  1.35011632e-06  6.96033806e-01  7.27560311e-01 
 3.63000000e-07  3.63000000e-07  1.35141519e-06  1.00819192e-06  3.55271368e-15  1.35105168e-06  6.96033804e-01  7.27560312e-01 
 3.64000000e-07  3.64000000e-07  1.35235066e-06  1.00819192e-06  3.55271368e-15  1.35198688e-06  6.96033805e-01  7.27560313e-01 
 3.65000000e-07  3.65000000e-07  1.35328601e-06  1.00819193e-06  7.10542736e-15  1.35292195e-06  6.96033804e-01  7.27560312e-01 
 3.66000000e-07  3.66000000e-07  1.35422120e-06  1.00819192e-06  3.55271368e-15  1.35385687e-06  6.96033805e-01  7.27560310e-01 
 3.67000000e-07  3.67000000e-07  1.35515628e-06  1.00819193e-06  3.55271368e-15  1.35479168e-06  6.96033804e-01  7.27560314e-01 
 3.68000000e-07  3.68000000e-07  1.35609120e-06  1.00819191e-06  7.10542736e-15  1.35572632e-06  6.96033805e-01  7.27560310e-01 
 3.69000000e-07  3.69000000e-07  1.35702601e-06  1.00819193e-06  3.55271368e-15  1.35666085e-06  6.96033804e-01  7.27560313e-01 
 3.70000000e-07  3.70000000e-07  1.35796064e-06  1.00819190e-06  7.10542736e-15  1.35759520e-06  6.96033806e-01  7.27560310e-01 
 3.71000000e-07  3.71000000e-07  1.35889519e-06  1.00819193e-06  3.55271368e-15  1.35852947e-06  6.96033804e-01  7.27560311e-01 
 3.72000000e-07  3.72000000e-07  1.35982954e-06  1.00819191e-06  3.55271368e-15  1.35946356e-06  6.96033806e-01  7.27560311e-01 
 3.73000000e-07  3.73000000e-07  1.36076380e-06  1.00819192e-06  7.10542736e-15  1.36039754e-06  6.96033805e-01  7.27560312e-01 
