 v-sweep         i(VloutI)       i(VldumpI)      v(Vin)          v(Vgate)        v(d0)           i(vini)         i(vgatei)       v(vloutv)       v(vldumpv)      i(vout)         i(vdump)       
 4.52000000e-01  2.56715240e-06  2.65707159e-08  3.61713349e-01  1.14302924e+00  2.09654219e-09  2.59373805e-06 -4.93363634e-12  2.37871670e-01  2.37173435e-01  2.51408548e-06  2.63557141e-08 
 4.53000000e-01  2.56715251e-06  2.65707303e-08  3.61713358e-01  1.14302924e+00  2.09654219e-09  2.59373817e-06 -4.93813966e-12  2.37871671e-01  2.37173436e-01  2.51409249e-06  2.63574238e-08 
 4.54000000e-01  2.56715247e-06  2.65707202e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373813e-06 -4.92728886e-12  2.37871672e-01  2.37173435e-01  2.51409937e-06  2.63591202e-08 
 4.55000000e-01  2.56715237e-06  2.65707429e-08  3.61713350e-01  1.14302924e+00  2.09654219e-09  2.59373804e-06 -4.93927512e-12  2.37871671e-01  2.37173432e-01  2.51410624e-06  2.63608522e-08 
 4.56000000e-01  2.56715246e-06  2.65707479e-08  3.61713358e-01  1.14302924e+00  2.09654219e-09  2.59373813e-06 -4.93023914e-12  2.37871672e-01  2.37173433e-01  2.51411324e-06  2.63625237e-08 
 4.57000000e-01  2.56715238e-06  2.65707492e-08  3.61713348e-01  1.14302924e+00  2.09654219e-09  2.59373806e-06 -4.92674869e-12  2.37871669e-01  2.37173431e-01  2.51412009e-06  2.63642699e-08 
 4.58000000e-01  2.56715239e-06  2.65707139e-08  3.61713352e-01  1.14302924e+00  2.09654219e-09  2.59373806e-06 -4.93152648e-12  2.37871672e-01  2.37173436e-01  2.51412700e-06  2.63658499e-08 
 4.59000000e-01  2.56715239e-06  2.65707456e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.93416504e-12  2.37871670e-01  2.37173431e-01  2.51413385e-06  2.63676441e-08 
 4.60000000e-01  2.56715244e-06  2.65707071e-08  3.61713352e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.93582816e-12  2.37871670e-01  2.37173434e-01  2.51414077e-06  2.63692197e-08 
 4.61000000e-01  2.56715242e-06  2.65707263e-08  3.61713349e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.93780752e-12  2.37871669e-01  2.37173433e-01  2.51414765e-06  2.63709676e-08 
 4.62000000e-01  2.56715246e-06  2.65707200e-08  3.61713355e-01  1.14302924e+00  2.09654219e-09  2.59373811e-06 -4.93038801e-12  2.37871671e-01  2.37173434e-01  2.51415455e-06  2.63725974e-08 
 4.63000000e-01  2.56715241e-06  2.65707302e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373809e-06 -4.92309293e-12  2.37871672e-01  2.37173433e-01  2.51416133e-06  2.63743098e-08 
 4.64000000e-01  2.56715241e-06  2.65707227e-08  3.61713352e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.92507421e-12  2.37871671e-01  2.37173434e-01  2.51416819e-06  2.63760036e-08 
 4.65000000e-01  2.56715243e-06  2.65707573e-08  3.61713357e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.94606327e-12  2.37871672e-01  2.37173434e-01  2.51417501e-06  2.63777142e-08 
 4.66000000e-01  2.56715239e-06  2.65707228e-08  3.61713348e-01  1.14302924e+00  2.09654219e-09  2.59373806e-06 -4.92400981e-12  2.37871669e-01  2.37173433e-01  2.51418183e-06  2.63793520e-08 
 4.67000000e-01  2.56715248e-06  2.65707172e-08  3.61713355e-01  1.14302924e+00  2.09654219e-09  2.59373814e-06 -4.93191672e-12  2.37871670e-01  2.37173434e-01  2.51418881e-06  2.63810609e-08 
 4.68000000e-01  2.56715247e-06  2.65707113e-08  3.61713349e-01  1.14302924e+00  2.09654219e-09  2.59373812e-06 -4.93058707e-12  2.37871668e-01  2.37173433e-01  2.51419554e-06  2.63827094e-08 
 4.69000000e-01  2.56715236e-06  2.65707362e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373804e-06 -4.93254855e-12  2.37871671e-01  2.37173433e-01  2.51420220e-06  2.63844164e-08 
 4.70000000e-01  2.56715251e-06  2.65707438e-08  3.61713361e-01  1.14302924e+00  2.09654219e-09  2.59373819e-06 -4.93870779e-12  2.37871673e-01  2.37173434e-01  2.51420916e-06  2.63860969e-08 
 4.71000000e-01  2.56715245e-06  2.65707056e-08  3.61713352e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.92589131e-12  2.37871670e-01  2.37173435e-01  2.51421594e-06  2.63877613e-08 
 4.72000000e-01  2.56715247e-06  2.65707258e-08  3.61713355e-01  1.14302924e+00  2.09654219e-09  2.59373813e-06 -4.93159806e-12  2.37871671e-01  2.37173434e-01  2.51422273e-06  2.63894577e-08 
 4.73000000e-01  2.56715244e-06  2.65707300e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373811e-06 -4.93680639e-12  2.37871672e-01  2.37173435e-01  2.51422944e-06  2.63910778e-08 
 4.74000000e-01  2.56715248e-06  2.65707190e-08  3.61713359e-01  1.14302924e+00  2.09654219e-09  2.59373816e-06 -4.92658773e-12  2.37871672e-01  2.37173435e-01  2.51423625e-06  2.63927387e-08 
 4.75000000e-01  2.56715241e-06  2.65707475e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.92861486e-12  2.37871672e-01  2.37173434e-01  2.51424292e-06  2.63944298e-08 
 4.76000000e-01  2.56715244e-06  2.65707468e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373813e-06 -4.92900242e-12  2.37871671e-01  2.37173432e-01  2.51424973e-06  2.63961546e-08 
 4.77000000e-01  2.56715242e-06  2.65707520e-08  3.61713355e-01  1.14302924e+00  2.09654219e-09  2.59373809e-06 -4.92733343e-12  2.37871672e-01  2.37173433e-01  2.51425641e-06  2.63978013e-08 
 4.78000000e-01  2.56715247e-06  2.65707371e-08  3.61713360e-01  1.14302924e+00  2.09654219e-09  2.59373814e-06 -4.92991119e-12  2.37871673e-01  2.37173435e-01  2.51426320e-06  2.63994817e-08 
 4.79000000e-01  2.56715244e-06  2.65707345e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373811e-06 -4.93964257e-12  2.37871672e-01  2.37173434e-01  2.51426990e-06  2.64011302e-08 
 4.80000000e-01  2.56715237e-06  2.65707290e-08  3.61713350e-01  1.14302924e+00  2.09654219e-09  2.59373805e-06 -4.93098734e-12  2.37871671e-01  2.37173433e-01  2.51427653e-06  2.64027644e-08 
 4.81000000e-01  2.56715238e-06  2.65707449e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.92851470e-12  2.37871671e-01  2.37173431e-01  2.51428324e-06  2.64044306e-08 
 4.82000000e-01  2.56715247e-06  2.65707402e-08  3.61713361e-01  1.14302924e+00  2.09654219e-09  2.59373815e-06 -4.93463204e-12  2.37871673e-01  2.37173435e-01  2.51429005e-06  2.64061217e-08 
 4.83000000e-01  2.56715245e-06  2.65707248e-08  3.61713355e-01  1.14302924e+00  2.09654219e-09  2.59373811e-06 -4.94336033e-12  2.37871671e-01  2.37173434e-01  2.51429672e-06  2.64077595e-08 
 4.84000000e-01  2.56715238e-06  2.65707584e-08  3.61713348e-01  1.14302924e+00  2.09654219e-09  2.59373806e-06 -4.92565755e-12  2.37871669e-01  2.37173432e-01  2.51430336e-06  2.64094790e-08 
 4.85000000e-01  2.56715241e-06  2.65707049e-08  3.61713346e-01  1.14302924e+00  2.09654219e-09  2.59373806e-06 -4.93106603e-12  2.37871668e-01  2.37173433e-01  2.51431004e-06  2.64109925e-08 
 4.86000000e-01  2.56715250e-06  2.65707341e-08  3.61713358e-01  1.14302924e+00  2.09654219e-09  2.59373816e-06 -4.93157357e-12  2.37871671e-01  2.37173435e-01  2.51431681e-06  2.64127298e-08 
 4.87000000e-01  2.56715235e-06  2.65707248e-08  3.61713345e-01  1.14302924e+00  2.09654219e-09  2.59373802e-06 -4.93549997e-12  2.37871669e-01  2.37173433e-01  2.51432332e-06  2.64143836e-08 
 4.88000000e-01  2.56715244e-06  2.65707613e-08  3.61713358e-01  1.14302924e+00  2.09654219e-09  2.59373813e-06 -4.93698774e-12  2.37871673e-01  2.37173434e-01  2.51433005e-06  2.64161351e-08 
 4.89000000e-01  2.56715244e-06  2.65707356e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.92532303e-12  2.37871671e-01  2.37173434e-01  2.51433674e-06  2.64177000e-08 
 4.90000000e-01  2.56715241e-06  2.65707439e-08  3.61713352e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.93084710e-12  2.37871671e-01  2.37173433e-01  2.51434334e-06  2.64194089e-08 
 4.91000000e-01  2.56715242e-06  2.65707207e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373809e-06 -4.93328323e-12  2.37871671e-01  2.37173435e-01  2.51434996e-06  2.64209827e-08 
 4.92000000e-01  2.56715248e-06  2.65707081e-08  3.61713355e-01  1.14302924e+00  2.09654219e-09  2.59373813e-06 -4.93319823e-12  2.37871671e-01  2.37173436e-01  2.51435671e-06  2.64226507e-08 
 4.93000000e-01  2.56715239e-06  2.65707433e-08  3.61713347e-01  1.14302924e+00  2.09654219e-09  2.59373804e-06 -4.92687863e-12  2.37871669e-01  2.37173433e-01  2.51436325e-06  2.64243702e-08 
 4.94000000e-01  2.56715239e-06  2.65707263e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.93321334e-12  2.37871670e-01  2.37173432e-01  2.51436984e-06  2.64259441e-08 
 4.95000000e-01  2.56715248e-06  2.65707410e-08  3.61713358e-01  1.14302924e+00  2.09654219e-09  2.59373814e-06 -4.94116300e-12  2.37871672e-01  2.37173434e-01  2.51437651e-06  2.64276476e-08 
 4.96000000e-01  2.56715245e-06  2.65707245e-08  3.61713355e-01  1.14302924e+00  2.09654219e-09  2.59373812e-06 -4.93894221e-12  2.37871671e-01  2.37173433e-01  2.51438314e-06  2.64292890e-08 
 4.97000000e-01  2.56715249e-06  2.65707298e-08  3.61713359e-01  1.14302924e+00  2.09654219e-09  2.59373815e-06 -4.92844631e-12  2.37871672e-01  2.37173435e-01  2.51438974e-06  2.64309215e-08 
 4.98000000e-01  2.56715238e-06  2.65707218e-08  3.61713349e-01  1.14302924e+00  2.09654219e-09  2.59373804e-06 -4.93586189e-12  2.37871671e-01  2.37173434e-01  2.51439624e-06  2.64325450e-08 
 4.99000000e-01  2.56715239e-06  2.65707331e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.93651010e-12  2.37871672e-01  2.37173434e-01  2.51440281e-06  2.64342148e-08 
 5.00000000e-01  2.56715251e-06  2.65707198e-08  3.61713357e-01  1.14302924e+00  2.09654219e-09  2.59373818e-06 -4.93048343e-12  2.37871671e-01  2.37173434e-01  2.51440957e-06  2.64358313e-08 
 5.01000000e-01  2.56715240e-06  2.65707166e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373806e-06 -4.94093807e-12  2.37871672e-01  2.37173435e-01  2.51441602e-06  2.64374780e-08 
 5.02000000e-01  2.56715250e-06  2.65707552e-08  3.61713359e-01  1.14302924e+00  2.09654219e-09  2.59373817e-06 -4.93414568e-12  2.37871672e-01  2.37173434e-01  2.51442263e-06  2.64392348e-08 
 5.03000000e-01  2.56715243e-06  2.65707291e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373809e-06 -4.93411442e-12  2.37871671e-01  2.37173434e-01  2.51442917e-06  2.64408069e-08 
 5.04000000e-01  2.56715245e-06  2.65707530e-08  3.61713360e-01  1.14302924e+00  2.09654219e-09  2.59373815e-06 -4.92862955e-12  2.37871673e-01  2.37173433e-01  2.51443575e-06  2.64425424e-08 
 5.05000000e-01  2.56715243e-06  2.65707137e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.92751564e-12  2.37871670e-01  2.37173435e-01  2.51444229e-06  2.64440576e-08 
 5.06000000e-01  2.56715247e-06  2.65707436e-08  3.61713355e-01  1.14302924e+00  2.09654219e-09  2.59373814e-06 -4.93473279e-12  2.37871671e-01  2.37173434e-01  2.51444889e-06  2.64457469e-08 
 5.07000000e-01  2.56715239e-06  2.65707322e-08  3.61713350e-01  1.14302924e+00  2.09654219e-09  2.59373805e-06 -4.92573890e-12  2.37871671e-01  2.37173434e-01  2.51445533e-06  2.64474114e-08 
 5.08000000e-01  2.56715246e-06  2.65707332e-08  3.61713359e-01  1.14302924e+00  2.09654219e-09  2.59373814e-06 -4.93086799e-12  2.37871672e-01  2.37173434e-01  2.51446190e-06  2.64490616e-08 
 5.09000000e-01  2.56715236e-06  2.65707144e-08  3.61713350e-01  1.14302924e+00  2.09654219e-09  2.59373803e-06 -4.93282103e-12  2.37871671e-01  2.37173435e-01  2.51446836e-06  2.64506355e-08 
 5.10000000e-01  2.56715241e-06  2.65707343e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.93283415e-12  2.37871671e-01  2.37173435e-01  2.51447497e-06  2.64523372e-08 
 5.11000000e-01  2.56715243e-06  2.65707261e-08  3.61713352e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.94029314e-12  2.37871670e-01  2.37173433e-01  2.51448151e-06  2.64539946e-08 
 5.12000000e-01  2.56715241e-06  2.65707522e-08  3.61713357e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.93435624e-12  2.37871673e-01  2.37173433e-01  2.51448794e-06  2.64556750e-08 
 5.13000000e-01  2.56715243e-06  2.65707341e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373811e-06 -4.92913523e-12  2.37871671e-01  2.37173433e-01  2.51449447e-06  2.64572986e-08 
 5.14000000e-01  2.56715237e-06  2.65707495e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373805e-06 -4.93564785e-12  2.37871671e-01  2.37173433e-01  2.51450092e-06  2.64589044e-08 
 5.15000000e-01  2.56715248e-06  2.65707248e-08  3.61713359e-01  1.14302924e+00  2.09654219e-09  2.59373815e-06 -4.92245129e-12  2.37871672e-01  2.37173435e-01  2.51450754e-06  2.64605120e-08 
 5.16000000e-01  2.56715244e-06  2.65707154e-08  3.61713355e-01  1.14302924e+00  2.09654219e-09  2.59373811e-06 -4.93957256e-12  2.37871671e-01  2.37173434e-01  2.51451399e-06  2.64621409e-08 
 5.17000000e-01  2.56715246e-06  2.65707502e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373813e-06 -4.93083221e-12  2.37871670e-01  2.37173431e-01  2.51452049e-06  2.64638462e-08 
 5.18000000e-01  2.56715241e-06  2.65707297e-08  3.61713355e-01  1.14302924e+00  2.09654219e-09  2.59373809e-06 -4.93121053e-12  2.37871672e-01  2.37173434e-01  2.51452691e-06  2.64654094e-08 
 5.19000000e-01  2.56715244e-06  2.65707649e-08  3.61713357e-01  1.14302924e+00  2.09654219e-09  2.59373813e-06 -4.93679659e-12  2.37871672e-01  2.37173433e-01  2.51453344e-06  2.64671804e-08 
 5.20000000e-01  2.56715247e-06  2.65707339e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373812e-06 -4.92855351e-12  2.37871672e-01  2.37173436e-01  2.51453996e-06  2.64687170e-08 
 5.21000000e-01  2.56715247e-06  2.65707291e-08  3.61713355e-01  1.14302924e+00  2.09654219e-09  2.59373814e-06 -4.93473719e-12  2.37871671e-01  2.37173434e-01  2.51454640e-06  2.64703690e-08 
 5.22000000e-01  2.56715245e-06  2.65707271e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373813e-06 -4.93634259e-12  2.37871671e-01  2.37173433e-01  2.51455283e-06  2.64719997e-08 
 5.23000000e-01  2.56715242e-06  2.65707099e-08  3.61713348e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.93142118e-12  2.37871669e-01  2.37173433e-01  2.51455930e-06  2.64735860e-08 
 5.24000000e-01  2.56715246e-06  2.65707394e-08  3.61713358e-01  1.14302924e+00  2.09654219e-09  2.59373814e-06 -4.93332014e-12  2.37871672e-01  2.37173433e-01  2.51456576e-06  2.64753126e-08 
 5.25000000e-01  2.56715247e-06  2.65707284e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373814e-06 -4.92028251e-12  2.37871671e-01  2.37173434e-01  2.51457219e-06  2.64769042e-08 
 5.26000000e-01  2.56715241e-06  2.65707186e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.92878317e-12  2.37871672e-01  2.37173435e-01  2.51457859e-06  2.64785083e-08 
 5.27000000e-01  2.56715239e-06  2.65707791e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.93115834e-12  2.37871672e-01  2.37173432e-01  2.51458499e-06  2.64802384e-08 
 5.28000000e-01  2.56715237e-06  2.65707591e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.93093833e-12  2.37871672e-01  2.37173431e-01  2.51459140e-06  2.64818389e-08 
 5.29000000e-01  2.56715250e-06  2.65707335e-08  3.61713361e-01  1.14302924e+00  2.09654219e-09  2.59373818e-06 -4.92713035e-12  2.37871672e-01  2.37173433e-01  2.51459796e-06  2.64834039e-08 
 5.30000000e-01  2.56715248e-06  2.65707523e-08  3.61713357e-01  1.14302924e+00  2.09654219e-09  2.59373813e-06 -4.93218215e-12  2.37871672e-01  2.37173435e-01  2.51460440e-06  2.64851252e-08 
 5.31000000e-01  2.56715247e-06  2.65707483e-08  3.61713362e-01  1.14302924e+00  2.09654219e-09  2.59373816e-06 -4.93672226e-12  2.37871674e-01  2.37173435e-01  2.51461076e-06  2.64867683e-08 
 5.32000000e-01  2.56715241e-06  2.65707123e-08  3.61713352e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.93395474e-12  2.37871671e-01  2.37173435e-01  2.51461711e-06  2.64883067e-08 
 5.33000000e-01  2.56715253e-06  2.65707228e-08  3.61713361e-01  1.14302924e+00  2.09654219e-09  2.59373819e-06 -4.93459995e-12  2.37871672e-01  2.37173435e-01  2.51462365e-06  2.64899853e-08 
 5.34000000e-01  2.56715242e-06  2.65707224e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373809e-06 -4.93199395e-12  2.37871671e-01  2.37173434e-01  2.51462997e-06  2.64915698e-08 
 5.35000000e-01  2.56715246e-06  2.65707515e-08  3.61713361e-01  1.14302924e+00  2.09654219e-09  2.59373815e-06 -4.93084309e-12  2.37871673e-01  2.37173434e-01  2.51463639e-06  2.64932876e-08 
 5.36000000e-01  2.56715250e-06  2.65707229e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373817e-06 -4.93441932e-12  2.37871670e-01  2.37173434e-01  2.51464283e-06  2.64948792e-08 
 5.37000000e-01  2.56715241e-06  2.65707250e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.92163994e-12  2.37871671e-01  2.37173434e-01  2.51464915e-06  2.64965063e-08 
 5.38000000e-01  2.56715241e-06  2.65707406e-08  3.61713357e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.93116791e-12  2.37871673e-01  2.37173435e-01  2.51465551e-06  2.64981228e-08 
 5.39000000e-01  2.56715235e-06  2.65707536e-08  3.61713352e-01  1.14302924e+00  2.09654219e-09  2.59373804e-06 -4.92689138e-12  2.37871672e-01  2.37173433e-01  2.51466178e-06  2.64997890e-08 
 5.40000000e-01  2.56715241e-06  2.65707234e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.93260128e-12  2.37871672e-01  2.37173435e-01  2.51466825e-06  2.65013878e-08 
 5.41000000e-01  2.56715245e-06  2.65707299e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373813e-06 -4.93727808e-12  2.37871670e-01  2.37173433e-01  2.51467468e-06  2.65030078e-08 
 5.42000000e-01  2.56715246e-06  2.65707362e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373813e-06 -4.92693451e-12  2.37871670e-01  2.37173433e-01  2.51468105e-06  2.65046793e-08 
 5.43000000e-01  2.56715243e-06  2.65707427e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.93098358e-12  2.37871672e-01  2.37173433e-01  2.51468739e-06  2.65063136e-08 
 5.44000000e-01  2.56715246e-06  2.65707200e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373812e-06 -4.93653181e-12  2.37871672e-01  2.37173436e-01  2.51469377e-06  2.65078839e-08 
 5.45000000e-01  2.56715244e-06  2.65707392e-08  3.61713350e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.93546546e-12  2.37871669e-01  2.37173433e-01  2.51470015e-06  2.65095750e-08 
 5.46000000e-01  2.56715244e-06  2.65707180e-08  3.61713350e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.93311933e-12  2.37871669e-01  2.37173433e-01  2.51470651e-06  2.65111844e-08 
 5.47000000e-01  2.56715241e-06  2.65707394e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373811e-06 -4.94348250e-12  2.37871672e-01  2.37173432e-01  2.51471273e-06  2.65128222e-08 
 5.48000000e-01  2.56715247e-06  2.65707470e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373814e-06 -4.92894690e-12  2.37871671e-01  2.37173433e-01  2.51471919e-06  2.65144475e-08 
 5.49000000e-01  2.56715246e-06  2.65707369e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373813e-06 -4.93576024e-12  2.37871671e-01  2.37173435e-01  2.51472550e-06  2.65160232e-08 
 5.50000000e-01  2.56715245e-06  2.65707399e-08  3.61713357e-01  1.14302924e+00  2.09654219e-09  2.59373813e-06 -4.92255581e-12  2.37871672e-01  2.37173433e-01  2.51473185e-06  2.65177178e-08 
 5.51000000e-01  2.56715242e-06  2.65707409e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.93157840e-12  2.37871670e-01  2.37173431e-01  2.51473815e-06  2.65193609e-08 
 5.52000000e-01  2.56715247e-06  2.65707299e-08  3.61713359e-01  1.14302924e+00  2.09654219e-09  2.59373815e-06 -4.93039117e-12  2.37871672e-01  2.37173434e-01  2.51474451e-06  2.65209366e-08 
 5.53000000e-01  2.56715240e-06  2.65707221e-08  3.61713347e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.93039399e-12  2.37871669e-01  2.37173432e-01  2.51475078e-06  2.65225477e-08 
 5.54000000e-01  2.56715253e-06  2.65707108e-08  3.61713357e-01  1.14302924e+00  2.09654219e-09  2.59373818e-06 -4.93371531e-12  2.37871670e-01  2.37173435e-01  2.51475723e-06  2.65241624e-08 
 5.55000000e-01  2.56715251e-06  2.65707043e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373815e-06 -4.93842687e-12  2.37871671e-01  2.37173436e-01  2.51476352e-06  2.65258358e-08 
 5.56000000e-01  2.56715239e-06  2.65707421e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.93894229e-12  2.37871673e-01  2.37173433e-01  2.51476968e-06  2.65274771e-08 
 5.57000000e-01  2.56715240e-06  2.65707346e-08  3.61713357e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.92889569e-12  2.37871673e-01  2.37173436e-01  2.51477596e-06  2.65290954e-08 
 5.58000000e-01  2.56715242e-06  2.65707360e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373809e-06 -4.94665284e-12  2.37871671e-01  2.37173434e-01  2.51478236e-06  2.65307438e-08 
 5.59000000e-01  2.56715252e-06  2.65707187e-08  3.61713360e-01  1.14302924e+00  2.09654219e-09  2.59373819e-06 -4.93264795e-12  2.37871671e-01  2.37173436e-01  2.51478876e-06  2.65323106e-08 
 5.60000000e-01  2.56715239e-06  2.65707619e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373806e-06 -4.92928794e-12  2.37871671e-01  2.37173433e-01  2.51479494e-06  2.65340123e-08 
 5.61000000e-01  2.56715247e-06  2.65707403e-08  3.61713355e-01  1.14302924e+00  2.09654219e-09  2.59373814e-06 -4.93316096e-12  2.37871671e-01  2.37173433e-01  2.51480129e-06  2.65356093e-08 
 5.62000000e-01  2.56715241e-06  2.65707272e-08  3.61713349e-01  1.14302924e+00  2.09654219e-09  2.59373806e-06 -4.92980322e-12  2.37871669e-01  2.37173435e-01  2.51480753e-06  2.65372364e-08 
 5.63000000e-01  2.56715246e-06  2.65707361e-08  3.61713359e-01  1.14302924e+00  2.09654219e-09  2.59373814e-06 -4.92783475e-12  2.37871673e-01  2.37173434e-01  2.51481388e-06  2.65388387e-08 
 5.64000000e-01  2.56715246e-06  2.65707020e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373811e-06 -4.92662413e-12  2.37871670e-01  2.37173435e-01  2.51482014e-06  2.65403663e-08 
 5.65000000e-01  2.56715240e-06  2.65707561e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.92919786e-12  2.37871672e-01  2.37173433e-01  2.51482635e-06  2.65421622e-08 
 5.66000000e-01  2.56715243e-06  2.65707247e-08  3.61713356e-01  1.14302924e+00  2.09654219e-09  2.59373811e-06 -4.93112224e-12  2.37871672e-01  2.37173434e-01  2.51483267e-06  2.65436544e-08 
 5.67000000e-01  2.56715246e-06  2.65707405e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373812e-06 -4.93350712e-12  2.37871670e-01  2.37173432e-01  2.51483897e-06  2.65453384e-08 
 5.68000000e-01  2.56715245e-06  2.65707188e-08  3.61713353e-01  1.14302924e+00  2.09654219e-09  2.59373810e-06 -4.92779281e-12  2.37871671e-01  2.37173435e-01  2.51484523e-06  2.65469815e-08 
 5.69000000e-01  2.56715248e-06  2.65707092e-08  3.61713357e-01  1.14302924e+00  2.09654219e-09  2.59373815e-06 -4.93344225e-12  2.37871672e-01  2.37173435e-01  2.51485151e-06  2.65485394e-08 
 5.70000000e-01  2.56715248e-06  2.65707221e-08  3.61713354e-01  1.14302924e+00  2.09654219e-09  2.59373813e-06 -4.93377794e-12  2.37871671e-01  2.37173436e-01  2.51485782e-06  2.65502269e-08 
 5.71000000e-01  2.56715241e-06  2.65707200e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.93026570e-12  2.37871670e-01  2.37173434e-01  2.51486400e-06  2.65517972e-08 
 5.72000000e-01  2.56715239e-06  2.65707243e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.92606790e-12  2.37871670e-01  2.37173432e-01  2.51487021e-06  2.65534474e-08 
 5.73000000e-01  2.56715239e-06  2.65707312e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.93073801e-12  2.37871671e-01  2.37173432e-01  2.51487646e-06  2.65550781e-08 
 5.74000000e-01  2.56715239e-06  2.65707242e-08  3.61713350e-01  1.14302924e+00  2.09654219e-09  2.59373807e-06 -4.93399329e-12  2.37871670e-01  2.37173433e-01  2.51488270e-06  2.65567195e-08 
 5.75000000e-01  2.56715245e-06  2.65707109e-08  3.61713357e-01  1.14302924e+00  2.09654219e-09  2.59373811e-06 -4.93306238e-12  2.37871672e-01  2.37173436e-01  2.51488901e-06  2.65583076e-08 
 5.76000000e-01  2.56715241e-06  2.65707286e-08  3.61713351e-01  1.14302924e+00  2.09654219e-09  2.59373808e-06 -4.93574993e-12  2.37871670e-01  2.37173433e-01  2.51489519e-06  2.65599880e-08 
