 net1            i(VloutI)       i(VldumpI)      v(Vin)          v(Vgate)        v(d0)           i(vini)         i(vgatei)       v(vloutv)       v(vldumpv)      i(vout)         i(vdump)       
 0.00000000e+00  2.20555464e-07  2.36308804e-06  3.59075702e-01  1.14306641e+00  1.14306640e+00  2.58365838e-06  1.01454435e-10  2.35780715e-01  2.36994591e-01  2.11084799e-07  2.19349496e-06 
 1.00000000e+00  2.44494220e-07  2.33915004e-06  3.59055741e-01  1.14306586e+00  8.86885032e-08  2.58365912e-06  1.35678593e-10  2.35795521e-01  2.36991720e-01  2.34466070e-07  2.17117468e-06 
 0.00000000e+00  2.57454263e-07  2.32619075e-06  3.59036156e-01  1.14306675e+00  1.14306674e+00  2.58365987e-06  8.01490853e-11  2.35803253e-01  2.36990154e-01  2.47121024e-07  2.15909049e-06 
 1.00000000e+00  2.84001799e-07  2.29964401e-06  3.59016607e-01  1.14306620e+00  8.86893600e-08  2.58366067e-06  1.14354748e-10  2.35818528e-01  2.36986925e-01  2.73036452e-07  2.13433496e-06 
 0.00000000e+00  2.99906063e-07  2.28374038e-06  3.58998524e-01  1.14306565e+00  1.14306564e+00  2.58366130e-06  1.48418167e-10  2.35827333e-01  2.36984972e-01  2.88557619e-07  2.11950346e-06 
 1.00000000e+00  3.21092666e-07  2.26255452e-06  3.58980106e-01  1.14306510e+00  8.86866238e-08  2.58366204e-06  1.82626751e-10  2.35838695e-01  2.36982357e-01  3.09229030e-07  2.09974473e-06 
 0.00000000e+00  3.31930644e-07  2.25171732e-06  3.58958119e-01  1.14306495e+00  1.14306494e+00  2.58366285e-06  1.92024174e-10  2.35844355e-01  2.36981012e-01  3.19801229e-07  2.08963708e-06 
 1.00000000e+00  3.61466655e-07  2.22218207e-06  3.58939553e-01  1.14306440e+00  8.86848777e-08  2.58366360e-06  2.26225117e-10  2.35859274e-01  2.36977313e-01  3.48606086e-07  2.06208847e-06 
 0.00000000e+00  3.80695965e-07  2.20295340e-06  3.58922238e-01  1.14306385e+00  1.14306384e+00  2.58366425e-06  2.60304650e-10  2.35868624e-01  2.36974882e-01  3.67353913e-07  2.04415186e-06 
 1.00000000e+00  4.04916839e-07  2.17873321e-06  3.58904657e-01  1.14306330e+00  8.86821417e-08  2.58366492e-06  2.94491542e-10  2.35880018e-01  2.36971793e-01  3.90962459e-07  2.02155767e-06 
 0.00000000e+00  4.19077212e-07  2.16457344e-06  3.58886923e-01  1.14306419e+00  1.14306418e+00  2.58366553e-06  2.38979420e-10  2.35886492e-01  2.36969967e-01  4.04761897e-07  2.00834782e-06 
 1.00000000e+00  4.45653402e-07  2.13799792e-06  3.58869679e-01  1.14306364e+00  8.86829931e-08  2.58366618e-06  2.73178813e-10  2.35898290e-01  2.36966525e-01  4.30655007e-07  1.98355348e-06 
 0.00000000e+00  4.62483168e-07  2.12116879e-06  3.58853467e-01  1.14306309e+00  1.14306308e+00  2.58366682e-06  3.07246197e-10  2.35905540e-01  2.36964324e-01  4.47048407e-07  1.96785134e-06 
 1.00000000e+00  4.84132322e-07  2.09952031e-06  3.58837026e-01  1.14306254e+00  8.86802604e-08  2.58366750e-06  3.41454504e-10  2.35914627e-01  2.36961469e-01  4.68132063e-07  1.94765139e-06 
 0.00000000e+00  4.96539550e-07  2.08711363e-06  3.58821165e-01  1.14306449e+00  1.14306448e+00  2.58366804e-06  2.20418418e-10  2.35919716e-01  2.36959819e-01  4.80213190e-07  1.93607426e-06 
 1.00000000e+00  5.24072270e-07  2.05958154e-06  3.58804796e-01  1.14306394e+00  8.86837393e-08  2.58366868e-06  2.54600483e-10  2.35930730e-01  2.36956135e-01  5.07016848e-07  1.91038153e-06 
 0.00000000e+00  5.42203609e-07  2.04145079e-06  3.58789316e-01  1.14306339e+00  1.14306338e+00  2.58366925e-06  2.88659840e-10  2.35937773e-01  2.36953685e-01  5.24664269e-07  1.89346092e-06 
 1.00000000e+00  5.64943638e-07  2.01871132e-06  3.58773646e-01  1.14306284e+00  8.86810025e-08  2.58366981e-06  3.22867066e-10  2.35946390e-01  2.36950584e-01  5.46793121e-07  1.87223787e-06 
 0.00000000e+00  5.78429504e-07  2.00522610e-06  3.58757533e-01  1.14306373e+00  1.14306373e+00  2.58367047e-06  2.67379761e-10  2.35951389e-01  2.36948731e-01  5.59914310e-07  1.85965123e-06 
 1.00000000e+00  6.03395987e-07  1.98026014e-06  3.58742144e-01  1.14306318e+00  8.86818548e-08  2.58367099e-06  3.01561442e-10  2.35960440e-01  2.36945269e-01  5.84201551e-07  1.83634760e-06 
 0.00000000e+00  6.19391184e-07  1.96426562e-06  3.58727521e-01  1.14306263e+00  1.14306263e+00  2.58367166e-06  3.35618817e-10  2.35966105e-01  2.36943031e-01  5.99758717e-07  1.82141712e-06 
 1.00000000e+00  6.39857461e-07  1.94379984e-06  3.58712735e-01  1.14306208e+00  8.86791215e-08  2.58367215e-06  3.69816178e-10  2.35973205e-01  2.36940148e-01  6.19661423e-07  1.80231171e-06 
 0.00000000e+00  6.52856086e-07  1.93079950e-06  3.58757953e-01  1.14306386e+00  1.14306385e+00  2.58367046e-06  2.59592757e-10  2.35977635e-01  2.36938300e-01  6.32300313e-07  1.79017493e-06 
 1.00000000e+00  6.81253884e-07  1.90240227e-06  3.58743181e-01  1.14306331e+00  8.86821701e-08  2.58367102e-06  2.93769689e-10  2.35987099e-01  2.36934226e-01  6.59907338e-07  1.76366235e-06 
 0.00000000e+00  7.00905676e-07  1.88275101e-06  3.58729088e-01  1.14306276e+00  1.14306275e+00  2.58367156e-06  3.27845768e-10  2.35993480e-01  2.36931379e-01  6.79008201e-07  1.74531391e-06 
 1.00000000e+00  7.24797263e-07  1.85885996e-06  3.58714868e-01  1.14306221e+00  8.86794344e-08  2.58367208e-06  3.62032129e-10  2.36001073e-01  2.36927880e-01  7.02225858e-07  1.72300531e-06 
 0.00000000e+00  7.40102098e-07  1.84355568e-06  3.58699997e-01  1.14306310e+00  1.14306309e+00  2.58367264e-06  3.06537455e-10  2.36005837e-01  2.36925618e-01  7.17096748e-07  1.70871387e-06 
 1.00000000e+00  7.65985847e-07  1.81767246e-06  3.58686056e-01  1.14306255e+00  8.86802881e-08  2.58367317e-06  3.40747874e-10  2.36013733e-01  2.36921756e-01  7.42242580e-07  1.68454208e-06 
 0.00000000e+00  7.83567109e-07  1.80009167e-06  3.58672707e-01  1.14306200e+00  1.14306199e+00  2.58367364e-06  3.74800635e-10  2.36018990e-01  2.36919106e-01  7.59319741e-07  1.66812258e-06 
 1.00000000e+00  8.05246877e-07  1.77841252e-06  3.58659260e-01  1.14306145e+00  8.86775564e-08  2.58367425e-06  4.08981293e-10  2.36025348e-01  2.36915809e-01  7.80374823e-07  1.64787426e-06 
 0.00000000e+00  8.19072509e-07  1.76458733e-06  3.58646059e-01  1.14306340e+00  1.14306339e+00  2.58367470e-06  2.87966130e-10  2.36029337e-01  2.36913685e-01  7.93800298e-07  1.63496086e-06 
 1.00000000e+00  8.45748756e-07  1.73791153e-06  3.58632768e-01  1.14306285e+00  8.86810318e-08  2.58367516e-06  3.22152971e-10  2.36036893e-01  2.36909550e-01  8.19700617e-07  1.61004262e-06 
 0.00000000e+00  8.64414053e-07  1.71924675e-06  3.58620012e-01  1.14306230e+00  1.14306229e+00  2.58367568e-06  3.56212837e-10  2.36042072e-01  2.36906627e-01  8.37820098e-07  1.59260639e-06 
 1.00000000e+00  8.86999985e-07  1.69666132e-06  3.58607166e-01  1.14306175e+00  8.86782981e-08  2.58367617e-06  3.90411092e-10  2.36048229e-01  2.36903047e-01  8.59742313e-07  1.57150624e-06 
 0.00000000e+00  9.01677028e-07  1.68198478e-06  3.58593533e-01  1.14306264e+00  1.14306264e+00  2.58367667e-06  3.34912119e-10  2.36052161e-01  2.36900701e-01  8.73986265e-07  1.55779402e-06 
 1.00000000e+00  9.26143260e-07  1.65751902e-06  3.58580955e-01  1.14306209e+00  8.86791509e-08  2.58367714e-06  3.69098530e-10  2.36058618e-01  2.36896749e-01  8.97727272e-07  1.53493438e-06 
 0.00000000e+00  9.42970745e-07  1.64069198e-06  3.58568842e-01  1.14306154e+00  1.14306153e+00  2.58367760e-06  4.03162559e-10  2.36062981e-01  2.36894005e-01  9.14053642e-07  1.51921093e-06 
 1.00000000e+00  9.63597053e-07  1.62006618e-06  3.58556657e-01  1.14306099e+00  8.86764168e-08  2.58367809e-06  4.37342607e-10  2.36068243e-01  2.36890602e-01  9.34063221e-07  1.49993669e-06 
 0.00000000e+00  9.76717398e-07  1.60694642e-06  3.58540111e-01  1.14306084e+00  1.14306083e+00  2.58367867e-06  4.46764747e-10  2.36071550e-01  2.36888421e-01  9.46789809e-07  1.48767595e-06 
 1.00000000e+00  1.00336083e-06  1.58030345e-06  3.58528109e-01  1.14306029e+00  8.86746676e-08  2.58367912e-06  4.80960757e-10  2.36078150e-01  2.36883944e-01  9.72630348e-07  1.46277585e-06 
 0.00000000e+00  1.02258162e-06  1.56108310e-06  3.58516530e-01  1.14305974e+00  1.14305973e+00  2.58367959e-06  5.15027590e-10  2.36082829e-01  2.36880673e-01  9.91269156e-07  1.44481148e-06 
 1.00000000e+00  1.04541654e-06  1.53824862e-06  3.58504904e-01  1.14305919e+00  8.86719353e-08  2.58368002e-06  5.49173205e-10  2.36088300e-01  2.36876745e-01  1.01340964e-06  1.42346759e-06 
 0.00000000e+00  1.06093148e-06  1.52273414e-06  3.58492385e-01  1.14306008e+00  1.14306007e+00  2.58368048e-06  4.93705334e-10  2.36091963e-01  2.36874047e-01  1.02845095e-06  1.40896496e-06 
 1.00000000e+00  1.08547633e-06  1.49818972e-06  3.58481020e-01  1.14305953e+00  8.86727865e-08  2.58368089e-06  5.27916343e-10  2.36097664e-01  2.36869730e-01  1.05224358e-06  1.38601976e-06 
 0.00000000e+00  1.10297021e-06  1.48069625e-06  3.58470035e-01  1.14305898e+00  1.14305897e+00  2.58368131e-06  5.61967996e-10  2.36101669e-01  2.36866617e-01  1.06919903e-06  1.36966493e-06 
 1.00000000e+00  1.12395555e-06  1.45971137e-06  3.58459020e-01  1.14305843e+00  8.86700540e-08  2.58368178e-06  5.96154390e-10  2.36106407e-01  2.36862841e-01  1.08953617e-06  1.35004468e-06 
 0.00000000e+00  1.13833519e-06  1.44533213e-06  3.58448074e-01  1.14306038e+00  1.14306037e+00  2.58368218e-06  4.75152723e-10  2.36109611e-01  2.36860228e-01  1.10347013e-06  1.33659965e-06 
 1.00000000e+00  1.16358266e-06  1.42008506e-06  3.58437287e-01  1.14305983e+00  8.86735317e-08  2.58368257e-06  5.09330970e-10  2.36115160e-01  2.36855587e-01  1.12793215e-06  1.31299127e-06 
 0.00000000e+00  1.18203427e-06  1.40163383e-06  3.58426839e-01  1.14305928e+00  1.14305927e+00  2.58368296e-06  5.43357468e-10  2.36119153e-01  2.36852151e-01  1.14580740e-06  1.29573630e-06 
 1.00000000e+00  1.20382069e-06  1.37984779e-06  3.58416371e-01  1.14305873e+00  8.86707974e-08  2.58368334e-06  5.77564413e-10  2.36123805e-01  2.36848043e-01  1.16691081e-06  1.27536136e-06 
 0.00000000e+00  1.21887944e-06  1.36478953e-06  3.58404937e-01  1.14305963e+00  1.14305962e+00  2.58368383e-06  5.22079630e-10  2.36126980e-01  2.36845173e-01  1.18149584e-06  1.26127746e-06 
 1.00000000e+00  1.24227295e-06  1.34139640e-06  3.58394744e-01  1.14305907e+00  8.86716529e-08  2.58368422e-06  5.56256690e-10  2.36131847e-01  2.36840662e-01  1.20415099e-06  1.23939648e-06 
 0.00000000e+00  1.25920474e-06  1.32446499e-06  3.58384857e-01  1.14305852e+00  1.14305852e+00  2.58368458e-06  5.90325404e-10  2.36135330e-01  2.36837360e-01  1.22054637e-06  1.22355832e-06 
 1.00000000e+00  1.27935986e-06  1.30431028e-06  3.58374960e-01  1.14305797e+00  8.86689206e-08  2.58368501e-06  6.24488676e-10  2.36139418e-01  2.36833375e-01  1.24006099e-06  1.20470384e-06 
 0.00000000e+00  1.29963882e-06  1.28403390e-06  3.58305765e-01  1.14306596e+00  1.14306595e+00  2.58368759e-06  1.29429419e-10  2.36143479e-01  2.36829318e-01  1.25969328e-06  1.18573405e-06 
 1.00000000e+00  1.32572431e-06  1.25794874e-06  3.58296176e-01  1.14306541e+00  8.86873837e-08  2.58368790e-06  1.63613123e-10  2.36148624e-01  2.36824021e-01  1.28494358e-06  1.16132763e-06 
 0.00000000e+00  1.34554846e-06  1.23812501e-06  3.58286875e-01  1.14306486e+00  1.14306485e+00  2.58368832e-06  1.97681298e-10  2.36152484e-01  2.36819933e-01  1.30413054e-06  1.14277808e-06 
 1.00000000e+00  1.36839015e-06  1.21528361e-06  3.58277570e-01  1.14306431e+00  8.86846487e-08  2.58368863e-06  2.31875213e-10  2.36156864e-01  2.36815155e-01  1.32623553e-06  1.12140312e-06 
 0.00000000e+00  1.38507655e-06  1.19859762e-06  3.58267240e-01  1.14306520e+00  1.14306519e+00  2.58368904e-06  1.76369117e-10  2.36160034e-01  2.36811620e-01  1.34238187e-06  1.10578715e-06 
 1.00000000e+00  1.40930653e-06  1.17436794e-06  3.58258232e-01  1.14306465e+00  8.86855018e-08  2.58368934e-06  2.10587107e-10  2.36164576e-01  2.36806415e-01  1.36582513e-06  1.08310938e-06 
 0.00000000e+00  1.42765066e-06  1.15602414e-06  3.58249470e-01  1.14306410e+00  1.14306409e+00  2.58368967e-06  2.44653915e-10  2.36167967e-01  2.36802412e-01  1.38357160e-06  1.06593911e-06 
 1.00000000e+00  1.44888603e-06  1.13478913e-06  3.58240744e-01  1.14306355e+00  8.86827673e-08  2.58369002e-06  2.78838889e-10  2.36171853e-01  2.36797722e-01  1.40411291e-06  1.04606088e-06 
 0.00000000e+00  1.46465763e-06  1.11901781e-06  3.58232014e-01  1.14306550e+00  1.14306549e+00  2.58369031e-06  1.57804436e-10  2.36174705e-01  2.36794186e-01  1.41936753e-06  1.03129624e-06 
 1.00000000e+00  1.48938430e-06  1.09429152e-06  3.58223581e-01  1.14306495e+00  8.86862485e-08  2.58369068e-06  1.91980577e-10  2.36179125e-01  2.36788566e-01  1.44328111e-06  1.00814614e-06 
 0.00000000e+00  1.50849435e-06  1.07518178e-06  3.58215388e-01  1.14306440e+00  1.14306439e+00  2.58369099e-06  2.26062627e-10  2.36182506e-01  2.36784154e-01  1.46176051e-06  9.90252921e-07 
 1.00000000e+00  1.53033043e-06  1.05334600e-06  3.58207213e-01  1.14306385e+00  8.86835116e-08  2.58369128e-06  2.60257593e-10  2.36186313e-01  2.36779030e-01  1.48287385e-06  9.69805477e-07 
 0.00000000e+00  1.54663246e-06  1.03704432e-06  3.58197973e-01  1.14306474e+00  1.14306474e+00  2.58369164e-06  2.04751881e-10  2.36189136e-01  2.36775154e-01  1.49863462e-06  9.54538951e-07 
 1.00000000e+00  1.56974544e-06  1.01393163e-06  3.58190100e-01  1.14306419e+00  8.86843649e-08  2.58369193e-06  2.38941311e-10  2.36193080e-01  2.36769568e-01  1.52097803e-06  9.32892089e-07 
 0.00000000e+00  1.58759681e-06  9.96080577e-07  3.58182453e-01  1.14306364e+00  1.14306363e+00  2.58369225e-06  2.73018941e-10  2.36196100e-01  2.36765188e-01  1.53823315e-06  9.16171658e-07 
 1.00000000e+00  1.60805363e-06  9.75624048e-07  3.58174854e-01  1.14306309e+00  8.86816300e-08  2.58369252e-06  3.07198537e-10  2.36199527e-01  2.36760091e-01  1.55800470e-06  8.97009068e-07 
 0.00000000e+00  1.62340242e-06  9.60275727e-07  3.58162686e-01  1.14306294e+00  1.14306293e+00  2.58369301e-06  3.16636453e-10  2.36202069e-01  2.36756214e-01  1.57283802e-06  8.82630365e-07 
 1.00000000e+00  1.64792753e-06  9.35750844e-07  3.58155435e-01  1.14306239e+00  8.86798830e-08  2.58369324e-06  3.50812365e-10  2.36206091e-01  2.36749910e-01  1.59653706e-06  8.59652776e-07 
 0.00000000e+00  1.66741729e-06  9.16261396e-07  3.58148393e-01  1.14306184e+00  1.14306183e+00  2.58369356e-06  3.84858367e-10  2.36209255e-01  2.36744811e-01  1.61536815e-06  8.41390998e-07 
 1.00000000e+00  1.68932361e-06  8.94355301e-07  3.58141403e-01  1.14306129e+00  8.86771495e-08  2.58369378e-06  4.19055003e-10  2.36212767e-01  2.36738980e-01  1.63653200e-06  8.20862754e-07 
 0.00000000e+00  1.70629575e-06  8.77383491e-07  3.58133297e-01  1.14306218e+00  1.14306217e+00  2.58369410e-06  3.63562254e-10  2.36215464e-01  2.36734389e-01  1.65292726e-06  8.04956873e-07 
 1.00000000e+00  1.72930103e-06  8.54378443e-07  3.58126637e-01  1.14306163e+00  8.86780009e-08  2.58369433e-06  3.97752952e-10  2.36219082e-01  2.36728048e-01  1.67514836e-06  7.83394608e-07 
 0.00000000e+00  1.74764978e-06  8.36029975e-07  3.58120166e-01  1.14306108e+00  1.14306107e+00  2.58369461e-06  4.31832348e-10  2.36221939e-01  2.36722903e-01  1.69286982e-06  7.66195024e-07 
 1.00000000e+00  1.76828518e-06  8.15394804e-07  3.58113768e-01  1.14306053e+00  8.86752684e-08  2.58369484e-06  4.66003756e-10  2.36225121e-01  2.36717010e-01  1.71279780e-06  7.46849999e-07 
 0.00000000e+00  1.78472603e-06  7.98954172e-07  3.58107337e-01  1.14306248e+00  1.14306247e+00  2.58369507e-06  3.44986262e-10  2.36227635e-01  2.36712233e-01  1.72867356e-06  7.31435755e-07 
 1.00000000e+00  1.80809855e-06  7.75581881e-07  3.58101318e-01  1.14306193e+00  8.86787463e-08  2.58369529e-06  3.79174995e-10  2.36231169e-01  2.36705319e-01  1.75124057e-06  7.09520197e-07 
 0.00000000e+00  1.82709993e-06  7.56580733e-07  3.58095479e-01  1.14306138e+00  1.14306137e+00  2.58369551e-06  4.13226786e-10  2.36234019e-01  2.36699580e-01  1.76958502e-06  6.91701295e-07 
 1.00000000e+00  1.84821210e-06  7.35468766e-07  3.58089732e-01  1.14306083e+00  8.86760118e-08  2.58369572e-06  4.47421575e-10  2.36237153e-01  2.36693079e-01  1.78996538e-06  6.71900674e-07 
 0.00000000e+00  1.86504560e-06  7.18635536e-07  3.58082830e-01  1.14306172e+00  1.14306172e+00  2.58369598e-06  3.91928268e-10  2.36239629e-01  2.36687795e-01  1.80621381e-06  6.56111343e-07 
 1.00000000e+00  1.88713489e-06  6.96546486e-07  3.58077443e-01  1.14306117e+00  8.86768661e-08  2.58369622e-06  4.26137639e-10  2.36242847e-01  2.36680725e-01  1.82753340e-06  6.35389737e-07 
 0.00000000e+00  1.90523590e-06  6.78445662e-07  3.58072217e-01  1.14306062e+00  1.14306062e+00  2.58369640e-06  4.60173170e-10  2.36245461e-01  2.36674811e-01  1.84500193e-06  6.18407418e-07 
 1.00000000e+00  1.92531705e-06  6.58364731e-07  3.58067108e-01  1.14306007e+00  8.86741323e-08  2.58369663e-06  4.94375273e-10  2.36248335e-01  2.36668118e-01  1.86437959e-06  5.99565167e-07 
 0.00000000e+00  1.94337791e-06  6.40301782e-07  3.58121818e-01  1.14306185e+00  1.14306184e+00  2.58369455e-06  3.84169509e-10  2.36250904e-01  2.36661974e-01  1.88180611e-06  5.82614410e-07 
 1.00000000e+00  1.96685950e-06  6.16820355e-07  3.58117190e-01  1.14306130e+00  8.86771775e-08  2.58369471e-06  4.18347450e-10  2.36254203e-01  2.36653799e-01  1.90446070e-06  5.60575840e-07 
 0.00000000e+00  1.98659999e-06  5.97080014e-07  3.58112736e-01  1.14306075e+00  1.14306074e+00  2.58369488e-06  4.52399850e-10  2.36256958e-01  2.36646757e-01  1.92350392e-06  5.42045985e-07 
 1.00000000e+00  2.00808444e-06  5.75595795e-07  3.58108413e-01  1.14306020e+00  8.86744450e-08  2.58369509e-06  4.86597429e-10  2.36259925e-01  2.36638913e-01  1.94422739e-06  5.21876304e-07 
 0.00000000e+00  2.02597022e-06  5.57710128e-07  3.58102900e-01  1.14306109e+00  1.14306108e+00  2.58369521e-06  4.31111482e-10  2.36262369e-01  2.36632225e-01  1.96147808e-06  5.05082733e-07 
 1.00000000e+00  2.04818624e-06  5.35494320e-07  3.58098997e-01  1.14306054e+00  8.86752969e-08  2.58369541e-06  4.65308108e-10  2.36265387e-01  2.36623714e-01  1.98290312e-06  4.84220525e-07 
 0.00000000e+00  2.06710410e-06  5.16576573e-07  3.58095245e-01  1.14305999e+00  1.14305998e+00  2.58369553e-06  4.99341721e-10  2.36267928e-01  2.36616284e-01  2.00114570e-06  4.66452777e-07 
 1.00000000e+00  2.08761060e-06  4.96070179e-07  3.58091649e-01  1.14305944e+00  8.86725607e-08  2.58369565e-06  5.33548379e-10  2.36270661e-01  2.36608024e-01  2.02091826e-06  4.47190153e-07 
 0.00000000e+00  2.10532184e-06  4.78359102e-07  3.58088063e-01  1.14306139e+00  1.14306138e+00  2.58369579e-06  4.12529681e-10  2.36273008e-01  2.36600711e-01  2.03799402e-06  4.30550855e-07 
 1.00000000e+00  2.12765099e-06  4.56030039e-07  3.58084985e-01  1.14306084e+00  8.86760402e-08  2.58369590e-06  4.46712927e-10  2.36275939e-01  2.36591241e-01  2.05951989e-06  4.09569809e-07 
 0.00000000e+00  2.14703829e-06  4.36642891e-07  3.58082083e-01  1.14306029e+00  1.14306028e+00  2.58369601e-06  4.80774531e-10  2.36278460e-01  2.36582784e-01  2.07820795e-06  3.91349952e-07 
 1.00000000e+00  2.16779190e-06  4.15889374e-07  3.58079364e-01  1.14305974e+00  8.86733060e-08  2.58369614e-06  5.14968815e-10  2.36281140e-01  2.36573469e-01  2.09821106e-06  3.71842818e-07 
 0.00000000e+00  2.18576051e-06  3.97920906e-07  3.58075476e-01  1.14306063e+00  1.14306063e+00  2.58369626e-06  4.59472460e-10  2.36283439e-01  2.36565176e-01  2.11552830e-06  3.54950654e-07 
 1.00000000e+00  2.20708321e-06  3.76598312e-07  3.58073251e-01  1.14306008e+00  8.86741605e-08  2.58369639e-06  4.93667517e-10  2.36286146e-01  2.36555042e-01  2.13607612e-06  3.34901856e-07 
 0.00000000e+00  2.22594940e-06  3.57732139e-07  3.58071228e-01  1.14305953e+00  1.14305952e+00  2.58369640e-06  5.27704980e-10  2.36288528e-01  2.36545795e-01  2.15425486e-06  3.17159495e-07 
 1.00000000e+00  2.24601349e-06  3.37668179e-07  3.58069410e-01  1.14305898e+00  8.86714254e-08  2.58369652e-06  5.61918508e-10  2.36291035e-01  2.36535657e-01  2.17358618e-06  2.98287249e-07 
 0.00000000e+00  2.26383778e-06  3.19844176e-07  3.58063054e-01  1.14305883e+00  1.14305882e+00  2.58369681e-06  5.71325612e-10  2.36293246e-01  2.36526364e-01  2.19075792e-06  2.81518895e-07 
 1.00000000e+00  2.28559348e-06  2.98088512e-07  3.58061898e-01  1.14305828e+00  8.86696805e-08  2.58369684e-06  6.05528072e-10  2.36295929e-01  2.36514639e-01  2.21171511e-06  2.61047694e-07 
 0.00000000e+00  2.30525269e-06  2.78429306e-07  3.58060962e-01  1.14305773e+00  1.14305772e+00  2.58369684e-06  6.39566622e-10  2.36298328e-01  2.36503656e-01  2.23065091e-06  2.42545244e-07 
 1.00000000e+00  2.32581117e-06  2.57870843e-07  3.58060278e-01  1.14305718e+00  8.86669462e-08  2.58369688e-06  6.73750129e-10  2.36300823e-01  2.36491749e-01  2.25045097e-06  2.23192275e-07 
 0.00000000e+00  2.34449964e-06  2.39182463e-07  3.58058499e-01  1.14305807e+00  1.14305807e+00  2.58369695e-06  6.18264551e-10  2.36303075e-01  2.36480519e-01  2.26844832e-06  2.05595891e-07 
 1.00000000e+00  2.36533963e-06  2.18342435e-07  3.58058453e-01  1.14305752e+00  8.86677985e-08  2.58369693e-06  6.52453657e-10  2.36305564e-01  2.36467511e-01  2.28851576e-06  1.85969181e-07 
 0.00000000e+00  2.38467179e-06  1.99010280e-07  3.58058700e-01  1.14305697e+00  1.14305696e+00  2.58369693e-06  6.86497970e-10  2.36307852e-01  2.36454944e-01  2.30712950e-06  1.67758202e-07 
 1.00000000e+00  2.40469227e-06  1.78989814e-07  3.58059253e-01  1.14305642e+00  8.86650646e-08  2.58369692e-06  7.20697231e-10  2.36310214e-01  2.36441385e-01  2.32640410e-06  1.48894120e-07 
 0.00000000e+00  2.42387347e-06  1.59808540e-07  3.58060039e-01  1.14305837e+00  1.14305836e+00  2.58369685e-06  5.99679990e-10  2.36312455e-01  2.36427826e-01  2.34486901e-06  1.30816286e-07 
 1.00000000e+00  2.44451931e-06  1.39162671e-07  3.58061402e-01  1.14305782e+00  8.86685429e-08  2.58369681e-06  6.33868069e-10  2.36314848e-01  2.36412555e-01  2.36474200e-06  1.11352815e-07 
 0.00000000e+00  2.46418843e-06  1.19493432e-07  3.58063172e-01  1.14305727e+00  1.14305726e+00  2.58369672e-06  6.67920830e-10  2.36317112e-01  2.36397291e-01  2.38367303e-06  9.28048074e-08 
 1.00000000e+00  2.48421051e-06  9.94712874e-08  3.58065302e-01  1.14305672e+00  8.86658072e-08  2.58369664e-06  7.02120841e-10  2.36319403e-01  2.36380962e-01  2.40294188e-06  7.39184927e-08 
 0.00000000e+00  2.50357873e-06  8.01030745e-08  3.58066559e-01  1.14305762e+00  1.14305761e+00  2.58369663e-06  6.46631290e-10  2.36321605e-01  2.36364327e-01  2.42157976e-06  5.56434259e-08 
