 i-sweep         i(Vin)          i(Vout)         i(Vbias)        i(v1)           i(v2)           i(vout1)        v(vbp)          v(vcn)         
 1.62000000e-07  1.62000000e-07  1.60139207e-07  1.00819192e-06  9.95422351e-07  1.15556062e-06  1.62792222e-07  6.96033805e-01  7.27560312e-01 
 1.63000000e-07  1.63000000e-07  1.61079997e-07  1.00819193e-06  9.95428797e-07  1.15650786e-06  1.63745299e-07  6.96033804e-01  7.27560313e-01 
 1.64000000e-07  1.64000000e-07  1.62020703e-07  1.00819190e-06  9.95435171e-07  1.15745495e-06  1.64698275e-07  6.96033806e-01  7.27560312e-01 
 1.65000000e-07  1.65000000e-07  1.62961337e-07  1.00819192e-06  9.95441537e-07  1.15840195e-06  1.65651152e-07  6.96033805e-01  7.27560309e-01 
 1.66000000e-07  1.66000000e-07  1.63901873e-07  1.00819192e-06  9.95447866e-07  1.15934881e-06  1.66603914e-07  6.96033805e-01  7.27560312e-01 
 1.67000000e-07  1.67000000e-07  1.64842337e-07  1.00819193e-06  9.95454158e-07  1.16029556e-06  1.67556587e-07  6.96033804e-01  7.27560311e-01 
 1.68000000e-07  1.68000000e-07  1.65782714e-07  1.00819190e-06  9.95460381e-07  1.16124216e-06  1.68509150e-07  6.96033806e-01  7.27560313e-01 
 1.69000000e-07  1.69000000e-07  1.66722995e-07  1.00819193e-06  9.95466616e-07  1.16218868e-06  1.69461597e-07  6.96033804e-01  7.27560311e-01 
 1.70000000e-07  1.70000000e-07  1.67663199e-07  1.00819191e-06  9.95472778e-07  1.16313505e-06  1.70413947e-07  6.96033805e-01  7.27560313e-01 
 1.71000000e-07  1.71000000e-07  1.68603313e-07  1.00819193e-06  9.95478931e-07  1.16408131e-06  1.71366195e-07  6.96033804e-01  7.27560310e-01 
 1.72000000e-07  1.72000000e-07  1.69543339e-07  1.00819192e-06  9.95485024e-07  1.16502743e-06  1.72318330e-07  6.96033805e-01  7.27560312e-01 
 1.73000000e-07  1.73000000e-07  1.70483261e-07  1.00819191e-06  9.95491089e-07  1.16597343e-06  1.73270345e-07  6.96033805e-01  7.27560309e-01 
 1.74000000e-07  1.74000000e-07  1.71423112e-07  1.00819192e-06  9.95497132e-07  1.16691932e-06  1.74222267e-07  6.96033805e-01  7.27560313e-01 
 1.75000000e-07  1.75000000e-07  1.72362874e-07  1.00819192e-06  9.95503136e-07  1.16786508e-06  1.75174087e-07  6.96033804e-01  7.27560310e-01 
 1.76000000e-07  1.76000000e-07  1.73302540e-07  1.00819190e-06  9.95509085e-07  1.16881070e-06  1.76125790e-07  6.96033806e-01  7.27560312e-01 
 1.77000000e-07  1.77000000e-07  1.74242111e-07  1.00819192e-06  9.95515041e-07  1.16975623e-06  1.77077381e-07  6.96033805e-01  7.27560310e-01 
 1.78000000e-07  1.78000000e-07  1.75181603e-07  1.00819192e-06  9.95520939e-07  1.17070162e-06  1.78028869e-07  6.96033804e-01  7.27560313e-01 
 1.79000000e-07  1.79000000e-07  1.76120984e-07  1.00819192e-06  9.95526808e-07  1.17164687e-06  1.78980226e-07  6.96033805e-01  7.27560311e-01 
 1.80000000e-07  1.80000000e-07  1.77060288e-07  1.00819193e-06  9.95532655e-07  1.17259202e-06  1.79931492e-07  6.96033804e-01  7.27560313e-01 
 1.81000000e-07  1.81000000e-07  1.77999501e-07  1.00819193e-06  9.95538457e-07  1.17353703e-06  1.80882647e-07  6.96033804e-01  7.27560313e-01 
 1.82000000e-07  1.82000000e-07  1.78938606e-07  1.00819193e-06  9.95544232e-07  1.17448191e-06  1.81833679e-07  6.96033804e-01  7.27560311e-01 
 1.83000000e-07  1.83000000e-07  1.79877617e-07  1.00819191e-06  9.95549959e-07  1.17542666e-06  1.82784597e-07  6.96033806e-01  7.27560311e-01 
 1.84000000e-07  1.84000000e-07  1.80816533e-07  1.00819191e-06  9.95555681e-07  1.17637130e-06  1.83735407e-07  6.96033805e-01  7.27560310e-01 
 1.85000000e-07  1.85000000e-07  1.81755365e-07  1.00819192e-06  9.95561370e-07  1.17731581e-06  1.84686109e-07  6.96033805e-01  7.27560312e-01 
 1.86000000e-07  1.86000000e-07  1.82694087e-07  1.00819192e-06  9.95567024e-07  1.17826019e-06  1.85636690e-07  6.96033805e-01  7.27560310e-01 
 1.87000000e-07  1.87000000e-07  1.83632727e-07  1.00819191e-06  9.95572634e-07  1.17920444e-06  1.86587165e-07  6.96033805e-01  7.27560312e-01 
 1.88000000e-07  1.88000000e-07  1.84571258e-07  1.00819192e-06  9.95578244e-07  1.18014858e-06  1.87537517e-07  6.96033804e-01  7.27560311e-01 
 1.89000000e-07  1.89000000e-07  1.85509693e-07  1.00819191e-06  9.95583795e-07  1.18109257e-06  1.88487756e-07  6.96033805e-01  7.27560313e-01 
 1.90000000e-07  1.90000000e-07  1.86448029e-07  1.00819192e-06  9.95589344e-07  1.18203646e-06  1.89437876e-07  6.96033805e-01  7.27560312e-01 
 1.91000000e-07  1.91000000e-07  1.87386281e-07  1.00819191e-06  9.95594840e-07  1.18298020e-06  1.90387899e-07  6.96033805e-01  7.27560310e-01 
 1.92000000e-07  1.92000000e-07  1.88324410e-07  1.00819192e-06  9.95600333e-07  1.18392382e-06  1.91337779e-07  6.96033805e-01  7.27560310e-01 
 1.93000000e-07  1.93000000e-07  1.89262447e-07  1.00819191e-06  9.95605772e-07  1.18486730e-06  1.92287546e-07  6.96033805e-01  7.27560312e-01 
 1.94000000e-07  1.94000000e-07  1.90200392e-07  1.00819191e-06  9.95611199e-07  1.18581067e-06  1.93237209e-07  6.96033805e-01  7.27560308e-01 
 1.95000000e-07  1.95000000e-07  1.91138227e-07  1.00819192e-06  9.95616611e-07  1.18675392e-06  1.94186746e-07  6.96033804e-01  7.27560313e-01 
 1.96000000e-07  1.96000000e-07  1.92075960e-07  1.00819192e-06  9.95621981e-07  1.18769702e-06  1.95136164e-07  6.96033804e-01  7.27560311e-01 
 1.97000000e-07  1.97000000e-07  1.93013600e-07  1.00819192e-06  9.95627321e-07  1.18864000e-06  1.96085473e-07  6.96033804e-01  7.27560312e-01 
 1.98000000e-07  1.98000000e-07  1.93951127e-07  1.00819191e-06  9.95632631e-07  1.18958284e-06  1.97034653e-07  6.96033805e-01  7.27560311e-01 
 1.99000000e-07  1.99000000e-07  1.94888559e-07  1.00819193e-06  9.95637937e-07  1.19052558e-06  1.97983715e-07  6.96033804e-01  7.27560310e-01 
 2.00000000e-07  2.00000000e-07  1.95825876e-07  1.00819190e-06  9.95643177e-07  1.19146814e-06  1.98932654e-07  6.96033806e-01  7.27560311e-01 
 2.01000000e-07  2.01000000e-07  1.96763102e-07  1.00819191e-06  9.95648429e-07  1.19241061e-06  1.99881484e-07  6.96033805e-01  7.27560310e-01 
 2.02000000e-07  2.02000000e-07  1.97700224e-07  1.00819191e-06  9.95653641e-07  1.19335295e-06  2.00830192e-07  6.96033805e-01  7.27560312e-01 
 2.03000000e-07  2.03000000e-07  1.98637236e-07  1.00819192e-06  9.95658842e-07  1.19429516e-06  2.01778777e-07  6.96033804e-01  7.27560310e-01 
 2.04000000e-07  2.04000000e-07  1.99574142e-07  1.00819191e-06  9.95663992e-07  1.19523722e-06  2.02727233e-07  6.96033805e-01  7.27560309e-01 
 2.05000000e-07  2.05000000e-07  2.00510948e-07  1.00819191e-06  9.95669133e-07  1.19617916e-06  2.03675580e-07  6.96033805e-01  7.27560309e-01 
 2.06000000e-07  2.06000000e-07  2.01447644e-07  1.00819192e-06  9.95674256e-07  1.19712098e-06  2.04623796e-07  6.96033805e-01  7.27560314e-01 
 2.07000000e-07  2.07000000e-07  2.02384230e-07  1.00819191e-06  9.95679338e-07  1.19806265e-06  2.05571892e-07  6.96033805e-01  7.27560311e-01 
 2.08000000e-07  2.08000000e-07  2.03320718e-07  1.00819193e-06  9.95684415e-07  1.19900422e-06  2.06519870e-07  6.96033804e-01  7.27560310e-01 
 2.09000000e-07  2.09000000e-07  2.04257088e-07  1.00819191e-06  9.95689446e-07  1.19994562e-06  2.07467714e-07  6.96033805e-01  7.27560312e-01 
 2.10000000e-07  2.10000000e-07  2.05193359e-07  1.00819191e-06  9.95694462e-07  1.20088691e-06  2.08415449e-07  6.96033806e-01  7.27560311e-01 
 2.11000000e-07  2.11000000e-07  2.06129519e-07  1.00819193e-06  9.95699477e-07  1.20182808e-06  2.09363058e-07  6.96033804e-01  7.27560311e-01 
 2.12000000e-07  2.12000000e-07  2.07065566e-07  1.00819192e-06  9.95704445e-07  1.20276910e-06  2.10310535e-07  6.96033804e-01  7.27560312e-01 
 2.13000000e-07  2.13000000e-07  2.08001504e-07  1.00819190e-06  9.95709375e-07  1.20370997e-06  2.11257889e-07  6.96033806e-01  7.27560312e-01 
 2.14000000e-07  2.14000000e-07  2.08937346e-07  1.00819192e-06  9.95714322e-07  1.20465075e-06  2.12205128e-07  6.96033805e-01  7.27560310e-01 
 2.15000000e-07  2.15000000e-07  2.09873068e-07  1.00819193e-06  9.95719233e-07  1.20559138e-06  2.13152234e-07  6.96033804e-01  7.27560313e-01 
 2.16000000e-07  2.16000000e-07  2.10808677e-07  1.00819191e-06  9.95724102e-07  1.20653186e-06  2.14099214e-07  6.96033805e-01  7.27560310e-01 
 2.17000000e-07  2.17000000e-07  2.11744178e-07  1.00819192e-06  9.95728973e-07  1.20747223e-06  2.15046073e-07  6.96033805e-01  7.27560312e-01 
 2.18000000e-07  2.18000000e-07  2.12679556e-07  1.00819192e-06  9.95733817e-07  1.20841247e-06  2.15992789e-07  6.96033804e-01  7.27560310e-01 
 2.19000000e-07  2.19000000e-07  2.13614838e-07  1.00819191e-06  9.95738622e-07  1.20935255e-06  2.16939397e-07  6.96033805e-01  7.27560310e-01 
 2.20000000e-07  2.20000000e-07  2.14550010e-07  1.00819192e-06  9.95743431e-07  1.21029253e-06  2.17885880e-07  6.96033804e-01  7.27560311e-01 
 2.21000000e-07  2.21000000e-07  2.15485061e-07  1.00819191e-06  9.95748193e-07  1.21123234e-06  2.18832222e-07  6.96033805e-01  7.27560310e-01 
 2.22000000e-07  2.22000000e-07  2.16420007e-07  1.00819192e-06  9.95752954e-07  1.21217205e-06  2.19778453e-07  6.96033805e-01  7.27560312e-01 
 2.23000000e-07  2.23000000e-07  2.17354835e-07  1.00819191e-06  9.95757683e-07  1.21311160e-06  2.20724546e-07  6.96033805e-01  7.27560311e-01 
 2.24000000e-07  2.24000000e-07  2.18289538e-07  1.00819193e-06  9.95762408e-07  1.21405104e-06  2.21670501e-07  6.96033804e-01  7.27560312e-01 
 2.25000000e-07  2.25000000e-07  2.19224145e-07  1.00819190e-06  9.95767074e-07  1.21499031e-06  2.22616350e-07  6.96033806e-01  7.27560309e-01 
 2.26000000e-07  2.26000000e-07  2.20158634e-07  1.00819192e-06  9.95771771e-07  1.21592949e-06  2.23562057e-07  6.96033804e-01  7.27560312e-01 
 2.27000000e-07  2.27000000e-07  2.21093005e-07  1.00819190e-06  9.95776400e-07  1.21686850e-06  2.24507642e-07  6.96033806e-01  7.27560308e-01 
 2.28000000e-07  2.28000000e-07  2.22027264e-07  1.00819191e-06  9.95781036e-07  1.21780739e-06  2.25453096e-07  6.96033806e-01  7.27560311e-01 
 2.29000000e-07  2.29000000e-07  2.22961406e-07  1.00819191e-06  9.95785655e-07  1.21874615e-06  2.26398414e-07  6.96033805e-01  7.27560310e-01 
 2.30000000e-07  2.30000000e-07  2.23895430e-07  1.00819192e-06  9.95790254e-07  1.21968477e-06  2.27343609e-07  6.96033805e-01  7.27560312e-01 
 2.31000000e-07  2.31000000e-07  2.24829341e-07  1.00819192e-06  9.95794830e-07  1.22062326e-06  2.28288669e-07  6.96033804e-01  7.27560312e-01 
 2.32000000e-07  2.32000000e-07  2.25763138e-07  1.00819191e-06  9.95799367e-07  1.22156159e-06  2.29233609e-07  6.96033806e-01  7.27560310e-01 
 2.33000000e-07  2.33000000e-07  2.26696802e-07  1.00819192e-06  9.95803916e-07  1.22249981e-06  2.30178399e-07  6.96033805e-01  7.27560312e-01 
 2.34000000e-07  2.34000000e-07  2.27630368e-07  1.00819193e-06  9.95808435e-07  1.22343790e-06  2.31123077e-07  6.96033804e-01  7.27560313e-01 
 2.35000000e-07  2.35000000e-07  2.28563811e-07  1.00819193e-06  9.95812936e-07  1.22437584e-06  2.32067615e-07  6.96033804e-01  7.27560311e-01 
 2.36000000e-07  2.36000000e-07  2.29497131e-07  1.00819191e-06  9.95817402e-07  1.22531362e-06  2.33012018e-07  6.96033805e-01  7.27560312e-01 
 2.37000000e-07  2.37000000e-07  2.30430341e-07  1.00819192e-06  9.95821868e-07  1.22625130e-06  2.33956300e-07  6.96033805e-01  7.27560310e-01 
 2.38000000e-07  2.38000000e-07  2.31363432e-07  1.00819193e-06  9.95826312e-07  1.22718883e-06  2.34900451e-07  6.96033804e-01  7.27560314e-01 
 2.39000000e-07  2.39000000e-07  2.32296390e-07  1.00819191e-06  9.95830726e-07  1.22812621e-06  2.35844451e-07  6.96033805e-01  7.27560309e-01 
 2.40000000e-07  2.40000000e-07  2.33229242e-07  1.00819191e-06  9.95835123e-07  1.22906346e-06  2.36788334e-07  6.96033806e-01  7.27560312e-01 
 2.41000000e-07  2.41000000e-07  2.34161970e-07  1.00819192e-06  9.95839525e-07  1.23000059e-06  2.37732079e-07  6.96033805e-01  7.27560313e-01 
 2.42000000e-07  2.42000000e-07  2.35094582e-07  1.00819191e-06  9.95843884e-07  1.23093756e-06  2.38675695e-07  6.96033805e-01  7.27560310e-01 
 2.43000000e-07  2.43000000e-07  2.36027070e-07  1.00819191e-06  9.95848238e-07  1.23187440e-06  2.39619174e-07  6.96033805e-01  7.27560312e-01 
 2.44000000e-07  2.44000000e-07  2.36959444e-07  1.00819192e-06  9.95852586e-07  1.23281112e-06  2.40562527e-07  6.96033804e-01  7.27560310e-01 
 2.45000000e-07  2.45000000e-07  2.37891687e-07  1.00819192e-06  9.95856903e-07  1.23374769e-06  2.41505733e-07  6.96033804e-01  7.27560314e-01 
 2.46000000e-07  2.46000000e-07  2.38823807e-07  1.00819191e-06  9.95861187e-07  1.23468409e-06  2.42448806e-07  6.96033806e-01  7.27560309e-01 
 2.47000000e-07  2.47000000e-07  2.39755812e-07  1.00819192e-06  9.95865488e-07  1.23562040e-06  2.43391748e-07  6.96033805e-01  7.27560313e-01 
 2.48000000e-07  2.48000000e-07  2.40687699e-07  1.00819190e-06  9.95869735e-07  1.23655653e-06  2.44334561e-07  6.96033806e-01  7.27560310e-01 
 2.49000000e-07  2.49000000e-07  2.41619466e-07  1.00819192e-06  9.95873998e-07  1.23749256e-06  2.45277243e-07  6.96033805e-01  7.27560312e-01 
 2.50000000e-07  2.50000000e-07  2.42551101e-07  1.00819191e-06  9.95878230e-07  1.23842842e-06  2.46219773e-07  6.96033805e-01  7.27560311e-01 
 2.51000000e-07  2.51000000e-07  2.43482614e-07  1.00819192e-06  9.95882459e-07  1.23936417e-06  2.47162177e-07  6.96033804e-01  7.27560310e-01 
 2.52000000e-07  2.52000000e-07  2.44414009e-07  1.00819192e-06  9.95886658e-07  1.24029976e-06  2.48104443e-07  6.96033804e-01  7.27560311e-01 
 2.53000000e-07  2.53000000e-07  2.45345277e-07  1.00819193e-06  9.95890847e-07  1.24123522e-06  2.49046573e-07  6.96033804e-01  7.27560311e-01 
 2.54000000e-07  2.54000000e-07  2.46276425e-07  1.00819190e-06  9.95894990e-07  1.24217051e-06  2.49988572e-07  6.96033806e-01  7.27560309e-01 
 2.55000000e-07  2.55000000e-07  2.47207442e-07  1.00819192e-06  9.95899164e-07  1.24310570e-06  2.50930419e-07  6.96033805e-01  7.27560313e-01 
 2.56000000e-07  2.56000000e-07  2.48138340e-07  1.00819192e-06  9.95903305e-07  1.24404074e-06  2.51872147e-07  6.96033804e-01  7.27560310e-01 
 2.57000000e-07  2.57000000e-07  2.49069114e-07  1.00819191e-06  9.95907410e-07  1.24497562e-06  2.52813731e-07  6.96033806e-01  7.27560310e-01 
 2.58000000e-07  2.58000000e-07  2.49999756e-07  1.00819193e-06  9.95911535e-07  1.24591039e-06  2.53755172e-07  6.96033804e-01  7.27560312e-01 
 2.59000000e-07  2.59000000e-07  2.50930274e-07  1.00819192e-06  9.95915617e-07  1.24684499e-06  2.54696476e-07  6.96033805e-01  7.27560310e-01 
 2.60000000e-07  2.60000000e-07  2.51860675e-07  1.00819193e-06  9.95919699e-07  1.24777947e-06  2.55637654e-07  6.96033804e-01  7.27560312e-01 
 2.61000000e-07  2.61000000e-07  2.52790944e-07  1.00819192e-06  9.95923754e-07  1.24871379e-06  2.56578675e-07  6.96033805e-01  7.27560310e-01 
 2.62000000e-07  2.62000000e-07  2.53721089e-07  1.00819192e-06  9.95927794e-07  1.24964798e-06  2.57519573e-07  6.96033805e-01  7.27560311e-01 
 2.63000000e-07  2.63000000e-07  2.54651106e-07  1.00819193e-06  9.95931837e-07  1.25058204e-06  2.58460327e-07  6.96033804e-01  7.27560311e-01 
 2.64000000e-07  2.64000000e-07  2.55580995e-07  1.00819192e-06  9.95935840e-07  1.25151593e-06  2.59400944e-07  6.96033805e-01  7.27560313e-01 
 2.65000000e-07  2.65000000e-07  2.56510745e-07  1.00819192e-06  9.95939843e-07  1.25244969e-06  2.60341412e-07  6.96033805e-01  7.27560310e-01 
 2.66000000e-07  2.66000000e-07  2.57440382e-07  1.00819191e-06  9.95943825e-07  1.25338331e-06  2.61281748e-07  6.96033805e-01  7.27560311e-01 
 2.67000000e-07  2.67000000e-07  2.58369891e-07  1.00819191e-06  9.95947792e-07  1.25431678e-06  2.62221943e-07  6.96033805e-01  7.27560310e-01 
 2.68000000e-07  2.68000000e-07  2.59299268e-07  1.00819192e-06  9.95951755e-07  1.25525013e-06  2.63162004e-07  6.96033805e-01  7.27560311e-01 
 2.69000000e-07  2.69000000e-07  2.60228516e-07  1.00819192e-06  9.95955693e-07  1.25618332e-06  2.64101916e-07  6.96033805e-01  7.27560310e-01 
 2.70000000e-07  2.70000000e-07  2.61157645e-07  1.00819193e-06  9.95959637e-07  1.25711638e-06  2.65041694e-07  6.96033804e-01  7.27560314e-01 
 2.71000000e-07  2.71000000e-07  2.62086635e-07  1.00819192e-06  9.95963541e-07  1.25804928e-06  2.65981327e-07  6.96033805e-01  7.27560311e-01 
 2.72000000e-07  2.72000000e-07  2.63015506e-07  1.00819191e-06  9.95967435e-07  1.25898204e-06  2.66920832e-07  6.96033805e-01  7.27560312e-01 
 2.73000000e-07  2.73000000e-07  2.63944237e-07  1.00819192e-06  9.95971336e-07  1.25991467e-06  2.67860182e-07  6.96033804e-01  7.27560311e-01 
 2.74000000e-07  2.74000000e-07  2.64872833e-07  1.00819191e-06  9.95975194e-07  1.26084714e-06  2.68799383e-07  6.96033805e-01  7.27560312e-01 
 2.75000000e-07  2.75000000e-07  2.65801321e-07  1.00819191e-06  9.95979050e-07  1.26177947e-06  2.69738466e-07  6.96033806e-01  7.27560310e-01 
 2.76000000e-07  2.76000000e-07  2.66729657e-07  1.00819191e-06  9.95982896e-07  1.26271166e-06  2.70677389e-07  6.96033805e-01  7.27560313e-01 
 2.77000000e-07  2.77000000e-07  2.67657866e-07  1.00819191e-06  9.95986726e-07  1.26364370e-06  2.71616170e-07  6.96033806e-01  7.27560311e-01 
 2.78000000e-07  2.78000000e-07  2.68585955e-07  1.00819192e-06  9.95990561e-07  1.26457562e-06  2.72554818e-07  6.96033805e-01  7.27560311e-01 
 2.79000000e-07  2.79000000e-07  2.69513899e-07  1.00819191e-06  9.95994352e-07  1.26550736e-06  2.73493314e-07  6.96033806e-01  7.27560311e-01 
 2.80000000e-07  2.80000000e-07  2.70441719e-07  1.00819192e-06  9.95998155e-07  1.26643898e-06  2.74431667e-07  6.96033805e-01  7.27560310e-01 
 2.81000000e-07  2.81000000e-07  2.71369416e-07  1.00819192e-06  9.96001939e-07  1.26737045e-06  2.75369893e-07  6.96033804e-01  7.27560311e-01 
 2.82000000e-07  2.82000000e-07  2.72296967e-07  1.00819193e-06  9.96005708e-07  1.26830178e-06  2.76307961e-07  6.96033804e-01  7.27560312e-01 
 2.83000000e-07  2.83000000e-07  2.73224387e-07  1.00819192e-06  9.96009453e-07  1.26923295e-06  2.77245884e-07  6.96033805e-01  7.27560309e-01 
 2.84000000e-07  2.84000000e-07  2.74151679e-07  1.00819193e-06  9.96013204e-07  1.27016399e-06  2.78183677e-07  6.96033804e-01  7.27560314e-01 
 2.85000000e-07  2.85000000e-07  2.75078841e-07  1.00819191e-06  9.96016915e-07  1.27109486e-06  2.79121322e-07  6.96033805e-01  7.27560312e-01 
 2.86000000e-07  2.86000000e-07  2.76005862e-07  1.00819191e-06  9.96020626e-07  1.27202559e-06  2.80058811e-07  6.96033806e-01  7.27560310e-01 
 2.87000000e-07  2.87000000e-07  2.76932754e-07  1.00819191e-06  9.96024333e-07  1.27295620e-06  2.80996166e-07  6.96033805e-01  7.27560311e-01 
 2.88000000e-07  2.88000000e-07  2.77859517e-07  1.00819191e-06  9.96028021e-07  1.27388664e-06  2.81933377e-07  6.96033805e-01  7.27560311e-01 
 2.89000000e-07  2.89000000e-07  2.78786144e-07  1.00819192e-06  9.96031710e-07  1.27481695e-06  2.82870440e-07  6.96033805e-01  7.27560311e-01 
 2.90000000e-07  2.90000000e-07  2.79712632e-07  1.00819190e-06  9.96035356e-07  1.27574710e-06  2.83807356e-07  6.96033806e-01  7.27560311e-01 
 2.91000000e-07  2.91000000e-07  2.80638993e-07  1.00819193e-06  9.96039034e-07  1.27667713e-06  2.84744134e-07  6.96033804e-01  7.27560312e-01 
 2.92000000e-07  2.92000000e-07  2.81565210e-07  1.00819191e-06  9.96042660e-07  1.27760698e-06  2.85680757e-07  6.96033805e-01  7.27560312e-01 
 2.93000000e-07  2.93000000e-07  2.82491287e-07  1.00819192e-06  9.96046294e-07  1.27853669e-06  2.86617228e-07  6.96033805e-01  7.27560311e-01 
 2.94000000e-07  2.94000000e-07  2.83417245e-07  1.00819193e-06  9.96049918e-07  1.27946627e-06  2.87553569e-07  6.96033804e-01  7.27560310e-01 
 2.95000000e-07  2.95000000e-07  2.84343063e-07  1.00819191e-06  9.96053512e-07  1.28039568e-06  2.88489758e-07  6.96033805e-01  7.27560312e-01 
 2.96000000e-07  2.96000000e-07  2.85268740e-07  1.00819192e-06  9.96057116e-07  1.28132496e-06  2.89425797e-07  6.96033804e-01  7.27560312e-01 
 2.97000000e-07  2.97000000e-07  2.86194281e-07  1.00819190e-06  9.96060679e-07  1.28225407e-06  2.90361689e-07  6.96033806e-01  7.27560311e-01 
 2.98000000e-07  2.98000000e-07  2.87119690e-07  1.00819192e-06  9.96064266e-07  1.28318307e-06  2.91297440e-07  6.96033805e-01  7.27560314e-01 
 2.99000000e-07  2.99000000e-07  2.88044966e-07  1.00819191e-06  9.96067813e-07  1.28411189e-06  2.92233046e-07  6.96033805e-01  7.27560311e-01 
 3.00000000e-07  3.00000000e-07  2.88970098e-07  1.00819191e-06  9.96071357e-07  1.28504056e-06  2.93168503e-07  6.96033805e-01  7.27560311e-01 
 3.01000000e-07  3.01000000e-07  2.89895089e-07  1.00819192e-06  9.96074910e-07  1.28596911e-06  2.94103803e-07  6.96033804e-01  7.27560312e-01 
 3.02000000e-07  3.02000000e-07  2.90819955e-07  1.00819191e-06  9.96078422e-07  1.28689749e-06  2.95038964e-07  6.96033805e-01  7.27560313e-01 
 3.03000000e-07  3.03000000e-07  2.91744673e-07  1.00819191e-06  9.96081933e-07  1.28782572e-06  2.95973972e-07  6.96033805e-01  7.27560310e-01 
 3.04000000e-07  3.04000000e-07  2.92669270e-07  1.00819191e-06  9.96085427e-07  1.28875380e-06  2.96908843e-07  6.96033806e-01  7.27560311e-01 
 3.05000000e-07  3.05000000e-07  2.93593713e-07  1.00819192e-06  9.96088936e-07  1.28968176e-06  2.97843557e-07  6.96033804e-01  7.27560314e-01 
 3.06000000e-07  3.06000000e-07  2.94518021e-07  1.00819190e-06  9.96092396e-07  1.29060953e-06  2.98778124e-07  6.96033806e-01  7.27560308e-01 
 3.07000000e-07  3.07000000e-07  2.95442197e-07  1.00819191e-06  9.96095865e-07  1.29153716e-06  2.99712545e-07  6.96033806e-01  7.27560310e-01 
 3.08000000e-07  3.08000000e-07  2.96366226e-07  1.00819192e-06  9.96099335e-07  1.29246466e-06  3.00646810e-07  6.96033805e-01  7.27560310e-01 
 3.09000000e-07  3.09000000e-07  2.97290113e-07  1.00819191e-06  9.96102772e-07  1.29339200e-06  3.01580924e-07  6.96033806e-01  7.27560312e-01 
 3.10000000e-07  3.10000000e-07  2.98213870e-07  1.00819192e-06  9.96106216e-07  1.29431919e-06  3.02514900e-07  6.96033805e-01  7.27560310e-01 
 3.11000000e-07  3.11000000e-07  2.99137476e-07  1.00819192e-06  9.96109650e-07  1.29524624e-06  3.03448713e-07  6.96033805e-01  7.27560312e-01 
 3.12000000e-07  3.12000000e-07  3.00060950e-07  1.00819190e-06  9.96113044e-07  1.29617311e-06  3.04382383e-07  6.96033806e-01  7.27560309e-01 
 3.13000000e-07  3.13000000e-07  3.00984288e-07  1.00819192e-06  9.96116469e-07  1.29709987e-06  3.05315904e-07  6.96033804e-01  7.27560313e-01 
 3.14000000e-07  3.14000000e-07  3.01907487e-07  1.00819192e-06  9.96119862e-07  1.29802646e-06  3.06249276e-07  6.96033805e-01  7.27560312e-01 
 3.15000000e-07  3.15000000e-07  3.02830546e-07  1.00819192e-06  9.96123248e-07  1.29895289e-06  3.07182500e-07  6.96033804e-01  7.27560312e-01 
 3.16000000e-07  3.16000000e-07  3.03753449e-07  1.00819192e-06  9.96126618e-07  1.29987918e-06  3.08115563e-07  6.96033805e-01  7.27560310e-01 
 3.17000000e-07  3.17000000e-07  3.04676222e-07  1.00819191e-06  9.96129975e-07  1.30080531e-06  3.09048481e-07  6.96033805e-01  7.27560311e-01 
 3.18000000e-07  3.18000000e-07  3.05598851e-07  1.00819192e-06  9.96133334e-07  1.30173130e-06  3.09981243e-07  6.96033805e-01  7.27560311e-01 
 3.19000000e-07  3.19000000e-07  3.06521342e-07  1.00819192e-06  9.96136675e-07  1.30265713e-06  3.10913865e-07  6.96033805e-01  7.27560312e-01 
 3.20000000e-07  3.20000000e-07  3.07443687e-07  1.00819192e-06  9.96140006e-07  1.30358281e-06  3.11846324e-07  6.96033805e-01  7.27560309e-01 
 3.21000000e-07  3.21000000e-07  3.08365895e-07  1.00819190e-06  9.96143314e-07  1.30450832e-06  3.12778638e-07  6.96033806e-01  7.27560312e-01 
 3.22000000e-07  3.22000000e-07  3.09287957e-07  1.00819192e-06  9.96146639e-07  1.30543371e-06  3.13710801e-07  6.96033805e-01  7.27560312e-01 
 3.23000000e-07  3.23000000e-07  3.10209883e-07  1.00819192e-06  9.96149941e-07  1.30635893e-06  3.14642813e-07  6.96033805e-01  7.27560311e-01 
 3.24000000e-07  3.24000000e-07  3.11131652e-07  1.00819192e-06  9.96153242e-07  1.30728401e-06  3.15574660e-07  6.96033805e-01  7.27560310e-01 
 3.25000000e-07  3.25000000e-07  3.12053295e-07  1.00819191e-06  9.96156508e-07  1.30820891e-06  3.16506368e-07  6.96033805e-01  7.27560312e-01 
 3.26000000e-07  3.26000000e-07  3.12974782e-07  1.00819193e-06  9.96159809e-07  1.30913370e-06  3.17437914e-07  6.96033804e-01  7.27560311e-01 
 3.27000000e-07  3.27000000e-07  3.13896138e-07  1.00819190e-06  9.96163042e-07  1.31005829e-06  3.18369319e-07  6.96033806e-01  7.27560310e-01 
 3.28000000e-07  3.28000000e-07  3.14817344e-07  1.00819191e-06  9.96166305e-07  1.31098276e-06  3.19300563e-07  6.96033805e-01  7.27560311e-01 
