 i-sweep         i(Vin)          i(Vout)         i(Vbias)        i(v1)           i(v2)           i(vout1)        v(vbp)          v(vcn)         
 3.29000000e-07  3.29000000e-07  3.15738404e-07  1.00819192e-06  9.96169556e-07  1.31190707e-06  3.20231655e-07  6.96033805e-01  7.27560309e-01 
 3.30000000e-07  3.30000000e-07  3.16659316e-07  1.00819192e-06  9.96172794e-07  1.31283123e-06  3.21162583e-07  6.96033804e-01  7.27560313e-01 
 3.31000000e-07  3.31000000e-07  3.17580085e-07  1.00819190e-06  9.96176002e-07  1.31375521e-06  3.22093360e-07  6.96033806e-01  7.27560310e-01 
 3.32000000e-07  3.32000000e-07  3.18500726e-07  1.00819191e-06  9.96179228e-07  1.31467907e-06  3.23024003e-07  6.96033805e-01  7.27560312e-01 
 3.33000000e-07  3.33000000e-07  3.19421199e-07  1.00819190e-06  9.96182425e-07  1.31560275e-06  3.23954468e-07  6.96033806e-01  7.27560312e-01 
 3.34000000e-07  3.34000000e-07  3.20341549e-07  1.00819192e-06  9.96185635e-07  1.31652630e-06  3.24884798e-07  6.96033805e-01  7.27560311e-01 
 3.35000000e-07  3.35000000e-07  3.21261739e-07  1.00819192e-06  9.96188829e-07  1.31744969e-06  3.25814962e-07  6.96033804e-01  7.27560313e-01 
 3.36000000e-07  3.36000000e-07  3.22181796e-07  1.00819192e-06  9.96192004e-07  1.31837291e-06  3.26744981e-07  6.96033805e-01  7.27560310e-01 
 3.37000000e-07  3.37000000e-07  3.23101700e-07  1.00819192e-06  9.96195174e-07  1.31929599e-06  3.27674835e-07  6.96033805e-01  7.27560312e-01 
 3.38000000e-07  3.38000000e-07  3.24021451e-07  1.00819193e-06  9.96198338e-07  1.32021891e-06  3.28604534e-07  6.96033804e-01  7.27560310e-01 
 3.39000000e-07  3.39000000e-07  3.24941071e-07  1.00819192e-06  9.96201484e-07  1.32114167e-06  3.29534088e-07  6.96033805e-01  7.27560311e-01 
 3.40000000e-07  3.40000000e-07  3.25860535e-07  1.00819191e-06  9.96204626e-07  1.32206427e-06  3.30463477e-07  6.96033805e-01  7.27560310e-01 
 3.41000000e-07  3.41000000e-07  3.26779855e-07  1.00819193e-06  9.96207772e-07  1.32298674e-06  3.31392714e-07  6.96033804e-01  7.27560313e-01 
 3.42000000e-07  3.42000000e-07  3.27699027e-07  1.00819192e-06  9.96210883e-07  1.32390903e-06  3.32321795e-07  6.96033805e-01  7.27560314e-01 
 3.43000000e-07  3.43000000e-07  3.28618048e-07  1.00819191e-06  9.96213993e-07  1.32483116e-06  3.33250715e-07  6.96033806e-01  7.27560311e-01 
 3.44000000e-07  3.44000000e-07  3.29536929e-07  1.00819192e-06  9.96217118e-07  1.32575317e-06  3.34179484e-07  6.96033804e-01  7.27560313e-01 
 3.45000000e-07  3.45000000e-07  3.30455663e-07  1.00819192e-06  9.96220214e-07  1.32667499e-06  3.35108096e-07  6.96033805e-01  7.27560312e-01 
 3.46000000e-07  3.46000000e-07  3.31374245e-07  1.00819191e-06  9.96223294e-07  1.32759666e-06  3.36036551e-07  6.96033805e-01  7.27560308e-01 
 3.47000000e-07  3.47000000e-07  3.32292673e-07  1.00819193e-06  9.96226392e-07  1.32851819e-06  3.36964841e-07  6.96033804e-01  7.27560314e-01 
 3.48000000e-07  3.48000000e-07  3.33210966e-07  1.00819192e-06  9.96229454e-07  1.32943954e-06  3.37892984e-07  6.96033805e-01  7.27560312e-01 
 3.49000000e-07  3.49000000e-07  3.34129103e-07  1.00819192e-06  9.96232528e-07  1.33036076e-06  3.38820966e-07  6.96033805e-01  7.27560311e-01 
 3.50000000e-07  3.50000000e-07  3.35047105e-07  1.00819192e-06  9.96235583e-07  1.33128181e-06  3.39748802e-07  6.96033804e-01  7.27560313e-01 
 3.51000000e-07  3.51000000e-07  3.35964941e-07  1.00819192e-06  9.96238629e-07  1.33220269e-06  3.40676467e-07  6.96033804e-01  7.27560309e-01 
 3.52000000e-07  3.52000000e-07  3.36882643e-07  1.00819191e-06  9.96241655e-07  1.33312341e-06  3.41603985e-07  6.96033806e-01  7.27560310e-01 
 3.53000000e-07  3.53000000e-07  3.37800182e-07  1.00819193e-06  9.96244710e-07  1.33404401e-06  3.42531331e-07  6.96033804e-01  7.27560311e-01 
 3.54000000e-07  3.54000000e-07  3.38717584e-07  1.00819191e-06  9.96247714e-07  1.33496442e-06  3.43458531e-07  6.96033805e-01  7.27560312e-01 
 3.55000000e-07  3.55000000e-07  3.39634823e-07  1.00819191e-06  9.96250725e-07  1.33588467e-06  3.44385563e-07  6.96033806e-01  7.27560309e-01 
 3.56000000e-07  3.56000000e-07  3.40551919e-07  1.00819192e-06  9.96253746e-07  1.33680479e-06  3.45312441e-07  6.96033805e-01  7.27560312e-01 
 3.57000000e-07  3.57000000e-07  3.41468866e-07  1.00819193e-06  9.96256750e-07  1.33772474e-06  3.46239159e-07  6.96033804e-01  7.27560312e-01 
 3.58000000e-07  3.58000000e-07  3.42385668e-07  1.00819191e-06  9.96259725e-07  1.33864451e-06  3.47165725e-07  6.96033805e-01  7.27560314e-01 
 3.59000000e-07  3.59000000e-07  3.43302309e-07  1.00819191e-06  9.96262704e-07  1.33956413e-06  3.48092122e-07  6.96033806e-01  7.27560309e-01 
 3.60000000e-07  3.60000000e-07  3.44218806e-07  1.00819191e-06  9.96265683e-07  1.34048361e-06  3.49018364e-07  6.96033805e-01  7.27560312e-01 
 3.61000000e-07  3.61000000e-07  3.45135149e-07  1.00819191e-06  9.96268652e-07  1.34140292e-06  3.49944444e-07  6.96033805e-01  7.27560311e-01 
 3.62000000e-07  3.62000000e-07  3.46051339e-07  1.00819191e-06  9.96271609e-07  1.34232207e-06  3.50870366e-07  6.96033805e-01  7.27560309e-01 
 3.63000000e-07  3.63000000e-07  3.46967383e-07  1.00819190e-06  9.96274554e-07  1.34324106e-06  3.51796133e-07  6.96033806e-01  7.27560311e-01 
 3.64000000e-07  3.64000000e-07  3.47883274e-07  1.00819191e-06  9.96277501e-07  1.34415990e-06  3.52721734e-07  6.96033805e-01  7.27560310e-01 
 3.65000000e-07  3.65000000e-07  3.48799011e-07  1.00819191e-06  9.96280438e-07  1.34507857e-06  3.53647173e-07  6.96033806e-01  7.27560313e-01 
 3.66000000e-07  3.66000000e-07  3.49714595e-07  1.00819191e-06  9.96283367e-07  1.34599709e-06  3.54572455e-07  6.96033805e-01  7.27560310e-01 
 3.67000000e-07  3.67000000e-07  3.50630033e-07  1.00819191e-06  9.96286289e-07  1.34691545e-06  3.55497575e-07  6.96033806e-01  7.27560312e-01 
 3.68000000e-07  3.68000000e-07  3.51545317e-07  1.00819193e-06  9.96289216e-07  1.34783366e-06  3.56422537e-07  6.96033804e-01  7.27560311e-01 
 3.69000000e-07  3.69000000e-07  3.52460455e-07  1.00819192e-06  9.96292112e-07  1.34875169e-06  3.57347344e-07  6.96033805e-01  7.27560313e-01 
 3.70000000e-07  3.70000000e-07  3.53375428e-07  1.00819193e-06  9.96295018e-07  1.34966957e-06  3.58271975e-07  6.96033804e-01  7.27560309e-01 
 3.71000000e-07  3.71000000e-07  3.54290247e-07  1.00819191e-06  9.96297894e-07  1.35058727e-06  3.59196450e-07  6.96033805e-01  7.27560311e-01 
 3.72000000e-07  3.72000000e-07  3.55204927e-07  1.00819193e-06  9.96300797e-07  1.35150484e-06  3.60120774e-07  6.96033804e-01  7.27560313e-01 
 3.73000000e-07  3.73000000e-07  3.56119447e-07  1.00819191e-06  9.96303655e-07  1.35242222e-06  3.61044926e-07  6.96033805e-01  7.27560310e-01 
 3.74000000e-07  3.74000000e-07  3.57033807e-07  1.00819193e-06  9.96306536e-07  1.35333947e-06  3.61968914e-07  6.96033804e-01  7.27560311e-01 
 3.75000000e-07  3.75000000e-07  3.57948025e-07  1.00819192e-06  9.96309392e-07  1.35425654e-06  3.62892751e-07  6.96033805e-01  7.27560312e-01 
 3.76000000e-07  3.76000000e-07  3.58862087e-07  1.00819192e-06  9.96312236e-07  1.35517344e-06  3.63816421e-07  6.96033805e-01  7.27560310e-01 
 3.77000000e-07  3.77000000e-07  3.59775983e-07  1.00819191e-06  9.96315078e-07  1.35609019e-06  3.64739922e-07  6.96033805e-01  7.27560312e-01 
 3.78000000e-07  3.78000000e-07  3.60689734e-07  1.00819191e-06  9.96317917e-07  1.35700677e-06  3.65663268e-07  6.96033805e-01  7.27560310e-01 
 3.79000000e-07  3.79000000e-07  3.61603330e-07  1.00819191e-06  9.96320750e-07  1.35792321e-06  3.66586448e-07  6.96033805e-01  7.27560311e-01 
 3.80000000e-07  3.80000000e-07  3.62516763e-07  1.00819192e-06  9.96323578e-07  1.35883947e-06  3.67509457e-07  6.96033805e-01  7.27560310e-01 
 3.81000000e-07  3.81000000e-07  3.63430054e-07  1.00819191e-06  9.96326389e-07  1.35975557e-06  3.68432318e-07  6.96033805e-01  7.27560312e-01 
 3.82000000e-07  3.82000000e-07  3.64343185e-07  1.00819192e-06  9.96329202e-07  1.36067151e-06  3.69355008e-07  6.96033805e-01  7.27560310e-01 
 3.83000000e-07  3.83000000e-07  3.65256160e-07  1.00819192e-06  9.96332005e-07  1.36158729e-06  3.70277538e-07  6.96033805e-01  7.27560313e-01 
 3.84000000e-07  3.84000000e-07  3.66168983e-07  1.00819192e-06  9.96334810e-07  1.36250292e-06  3.71199901e-07  6.96033804e-01  7.27560312e-01 
 3.85000000e-07  3.85000000e-07  3.67081634e-07  1.00819190e-06  9.96337580e-07  1.36341835e-06  3.72122094e-07  6.96033806e-01  7.27560310e-01 
 3.86000000e-07  3.86000000e-07  3.67994154e-07  1.00819192e-06  9.96340379e-07  1.36433366e-06  3.73044144e-07  6.96033805e-01  7.27560313e-01 
 3.87000000e-07  3.87000000e-07  3.68906502e-07  1.00819191e-06  9.96343136e-07  1.36524877e-06  3.73966013e-07  6.96033806e-01  7.27560312e-01 
 3.88000000e-07  3.88000000e-07  3.69818700e-07  1.00819191e-06  9.96345912e-07  1.36616374e-06  3.74887724e-07  6.96033805e-01  7.27560310e-01 
 3.89000000e-07  3.89000000e-07  3.70730735e-07  1.00819191e-06  9.96348673e-07  1.36707853e-06  3.75809263e-07  6.96033805e-01  7.27560310e-01 
 3.90000000e-07  3.90000000e-07  3.71642614e-07  1.00819193e-06  9.96351449e-07  1.36799319e-06  3.76730635e-07  6.96033804e-01  7.27560312e-01 
 3.91000000e-07  3.91000000e-07  3.72554345e-07  1.00819190e-06  9.96354164e-07  1.36890763e-06  3.77651852e-07  6.96033806e-01  7.27560310e-01 
 3.92000000e-07  3.92000000e-07  3.73465916e-07  1.00819192e-06  9.96356926e-07  1.36982197e-06  3.78572906e-07  6.96033805e-01  7.27560310e-01 
 3.93000000e-07  3.93000000e-07  3.74377320e-07  1.00819191e-06  9.96359649e-07  1.37073610e-06  3.79493780e-07  6.96033805e-01  7.27560311e-01 
 3.94000000e-07  3.94000000e-07  3.75288574e-07  1.00819192e-06  9.96362393e-07  1.37165010e-06  3.80414501e-07  6.96033804e-01  7.27560312e-01 
 3.95000000e-07  3.95000000e-07  3.76199665e-07  1.00819191e-06  9.96365106e-07  1.37256390e-06  3.81335047e-07  6.96033805e-01  7.27560310e-01 
 3.96000000e-07  3.96000000e-07  3.77110606e-07  1.00819191e-06  9.96367820e-07  1.37347756e-06  3.82255439e-07  6.96033805e-01  7.27560313e-01 
 3.97000000e-07  3.97000000e-07  3.78021385e-07  1.00819191e-06  9.96370524e-07  1.37439104e-06  3.83175656e-07  6.96033805e-01  7.27560310e-01 
 3.98000000e-07  3.98000000e-07  3.78932011e-07  1.00819192e-06  9.96373235e-07  1.37530437e-06  3.84095716e-07  6.96033804e-01  7.27560311e-01 
 3.99000000e-07  3.99000000e-07  3.79842470e-07  1.00819193e-06  9.96375936e-07  1.37621754e-06  3.85015602e-07  6.96033804e-01  7.27560312e-01 
 4.00000000e-07  4.00000000e-07  3.80752782e-07  1.00819192e-06  9.96378613e-07  1.37713052e-06  3.85935330e-07  6.96033805e-01  7.27560312e-01 
 4.01000000e-07  4.01000000e-07  3.81662918e-07  1.00819192e-06  9.96381306e-07  1.37804335e-06  3.86854876e-07  6.96033804e-01  7.27560312e-01 
 4.02000000e-07  4.02000000e-07  3.82572908e-07  1.00819192e-06  9.96383982e-07  1.37895602e-06  3.87774266e-07  6.96033804e-01  7.27560312e-01 
 4.03000000e-07  4.03000000e-07  3.83482737e-07  1.00819192e-06  9.96386641e-07  1.37986851e-06  3.88693491e-07  6.96033805e-01  7.27560312e-01 
 4.04000000e-07  4.04000000e-07  3.84392408e-07  1.00819193e-06  9.96389318e-07  1.38078085e-06  3.89612546e-07  6.96033804e-01  7.27560311e-01 
 4.05000000e-07  4.05000000e-07  3.85301913e-07  1.00819190e-06  9.96391949e-07  1.38169299e-06  3.90531429e-07  6.96033806e-01  7.27560311e-01 
 4.06000000e-07  4.06000000e-07  3.86211262e-07  1.00819191e-06  9.96394602e-07  1.38260499e-06  3.91450148e-07  6.96033806e-01  7.27560310e-01 
 4.07000000e-07  4.07000000e-07  3.87120451e-07  1.00819192e-06  9.96397258e-07  1.38351684e-06  3.92368698e-07  6.96033805e-01  7.27560311e-01 
 4.08000000e-07  4.08000000e-07  3.88029472e-07  1.00819191e-06  9.96399885e-07  1.38442849e-06  3.93287076e-07  6.96033806e-01  7.27560310e-01 
 4.09000000e-07  4.09000000e-07  3.88938343e-07  1.00819191e-06  9.96402525e-07  1.38534000e-06  3.94205296e-07  6.96033805e-01  7.27560309e-01 
 4.10000000e-07  4.10000000e-07  3.89847056e-07  1.00819191e-06  9.96405147e-07  1.38625133e-06  3.95123349e-07  6.96033805e-01  7.27560312e-01 
 4.11000000e-07  4.11000000e-07  3.90755599e-07  1.00819193e-06  9.96407779e-07  1.38716251e-06  3.96041224e-07  6.96033804e-01  7.27560311e-01 
 4.12000000e-07  4.12000000e-07  3.91663985e-07  1.00819190e-06  9.96410371e-07  1.38807349e-06  3.96958931e-07  6.96033806e-01  7.27560312e-01 
 4.13000000e-07  4.13000000e-07  3.92572211e-07  1.00819192e-06  9.96412995e-07  1.38898433e-06  3.97876478e-07  6.96033805e-01  7.27560310e-01 
 4.14000000e-07  4.14000000e-07  3.93480276e-07  1.00819191e-06  9.96415586e-07  1.38989499e-06  3.98793849e-07  6.96033805e-01  7.27560312e-01 
 4.15000000e-07  4.15000000e-07  3.94388177e-07  1.00819193e-06  9.96418198e-07  1.39080550e-06  3.99711055e-07  6.96033804e-01  7.27560310e-01 
 4.16000000e-07  4.16000000e-07  3.95295917e-07  1.00819193e-06  9.96420789e-07  1.39171583e-06  4.00628090e-07  6.96033804e-01  7.27560311e-01 
 4.17000000e-07  4.17000000e-07  3.96203493e-07  1.00819190e-06  9.96423344e-07  1.39262597e-06  4.01544953e-07  6.96033806e-01  7.27560311e-01 
 4.18000000e-07  4.18000000e-07  3.97110917e-07  1.00819192e-06  9.96425946e-07  1.39353599e-06  4.02461653e-07  6.96033805e-01  7.27560311e-01 
 4.19000000e-07  4.19000000e-07  3.98018164e-07  1.00819191e-06  9.96428501e-07  1.39444579e-06  4.03378176e-07  6.96033806e-01  7.27560311e-01 
 4.20000000e-07  4.20000000e-07  3.98925257e-07  1.00819191e-06  9.96431064e-07  1.39535545e-06  4.04294538e-07  6.96033806e-01  7.27560309e-01 
 4.21000000e-07  4.21000000e-07  3.99832187e-07  1.00819192e-06  9.96433638e-07  1.39626496e-06  4.05210721e-07  6.96033805e-01  7.27560313e-01 
 4.22000000e-07  4.22000000e-07  4.00738950e-07  1.00819192e-06  9.96436192e-07  1.39717428e-06  4.06126735e-07  6.96033805e-01  7.27560309e-01 
 4.23000000e-07  4.23000000e-07  4.01645556e-07  1.00819191e-06  9.96438731e-07  1.39808342e-06  4.07042587e-07  6.96033806e-01  7.27560312e-01 
 4.24000000e-07  4.24000000e-07  4.02551995e-07  1.00819193e-06  9.96441289e-07  1.39899242e-06  4.07958259e-07  6.96033804e-01  7.27560312e-01 
 4.25000000e-07  4.25000000e-07  4.03458271e-07  1.00819192e-06  9.96443816e-07  1.39990122e-06  4.08873766e-07  6.96033805e-01  7.27560312e-01 
 4.26000000e-07  4.26000000e-07  4.04364386e-07  1.00819190e-06  9.96446335e-07  1.40080986e-06  4.09789096e-07  6.96033806e-01  7.27560311e-01 
 4.27000000e-07  4.27000000e-07  4.05270338e-07  1.00819192e-06  9.96448874e-07  1.40171834e-06  4.10704264e-07  6.96033805e-01  7.27560311e-01 
 4.28000000e-07  4.28000000e-07  4.06176119e-07  1.00819191e-06  9.96451393e-07  1.40262665e-06  4.11619250e-07  6.96033805e-01  7.27560313e-01 
 4.29000000e-07  4.29000000e-07  4.07081744e-07  1.00819191e-06  9.96453904e-07  1.40353478e-06  4.12534073e-07  6.96033805e-01  7.27560313e-01 
 4.30000000e-07  4.30000000e-07  4.07987200e-07  1.00819191e-06  9.96456409e-07  1.40444274e-06  4.13448720e-07  6.96033806e-01  7.27560311e-01 
 4.31000000e-07  4.31000000e-07  4.08892490e-07  1.00819191e-06  9.96458917e-07  1.40535054e-06  4.14363192e-07  6.96033805e-01  7.27560311e-01 
 4.32000000e-07  4.32000000e-07  4.09797620e-07  1.00819191e-06  9.96461413e-07  1.40625817e-06  4.15277501e-07  6.96033805e-01  7.27560311e-01 
 4.33000000e-07  4.33000000e-07  4.10702580e-07  1.00819193e-06  9.96463918e-07  1.40716564e-06  4.16191630e-07  6.96033804e-01  7.27560313e-01 
 4.34000000e-07  4.34000000e-07  4.11607379e-07  1.00819192e-06  9.96466399e-07  1.40807292e-06  4.17105593e-07  6.96033805e-01  7.27560312e-01 
 4.35000000e-07  4.35000000e-07  4.12512010e-07  1.00819191e-06  9.96468874e-07  1.40898001e-06  4.18019384e-07  6.96033806e-01  7.27560310e-01 
 4.36000000e-07  4.36000000e-07  4.13416481e-07  1.00819192e-06  9.96471362e-07  1.40988698e-06  4.18933000e-07  6.96033804e-01  7.27560311e-01 
 4.37000000e-07  4.37000000e-07  4.14320782e-07  1.00819191e-06  9.96473817e-07  1.41079373e-06  4.19846438e-07  6.96033805e-01  7.27560311e-01 
 4.38000000e-07  4.38000000e-07  4.15224916e-07  1.00819191e-06  9.96476281e-07  1.41170033e-06  4.20759709e-07  6.96033806e-01  7.27560308e-01 
 4.39000000e-07  4.39000000e-07  4.16128888e-07  1.00819192e-06  9.96478748e-07  1.41260677e-06  4.21672808e-07  6.96033805e-01  7.27560312e-01 
 4.40000000e-07  4.40000000e-07  4.17032696e-07  1.00819193e-06  9.96481214e-07  1.41351304e-06  4.22585735e-07  6.96033804e-01  7.27560314e-01 
 4.41000000e-07  4.41000000e-07  4.17936336e-07  1.00819192e-06  9.96483656e-07  1.41441913e-06  4.23498490e-07  6.96033804e-01  7.27560311e-01 
 4.42000000e-07  4.42000000e-07  4.18839807e-07  1.00819190e-06  9.96486081e-07  1.41532502e-06  4.24411065e-07  6.96033806e-01  7.27560311e-01 
 4.43000000e-07  4.43000000e-07  4.19743108e-07  1.00819191e-06  9.96488522e-07  1.41623077e-06  4.25323463e-07  6.96033806e-01  7.27560313e-01 
 4.44000000e-07  4.44000000e-07  4.20646247e-07  1.00819191e-06  9.96490964e-07  1.41713635e-06  4.26235696e-07  6.96033805e-01  7.27560311e-01 
 4.45000000e-07  4.45000000e-07  4.21549219e-07  1.00819190e-06  9.96493380e-07  1.41804173e-06  4.27147751e-07  6.96033806e-01  7.27560310e-01 
 4.46000000e-07  4.46000000e-07  4.22452020e-07  1.00819192e-06  9.96495821e-07  1.41894698e-06  4.28059628e-07  6.96033805e-01  7.27560311e-01 
 4.47000000e-07  4.47000000e-07  4.23354665e-07  1.00819192e-06  9.96498239e-07  1.41985204e-06  4.28971345e-07  6.96033805e-01  7.27560312e-01 
 4.48000000e-07  4.48000000e-07  4.24257127e-07  1.00819192e-06  9.96500653e-07  1.42075692e-06  4.29882870e-07  6.96033805e-01  7.27560308e-01 
 4.49000000e-07  4.49000000e-07  4.25159442e-07  1.00819191e-06  9.96503042e-07  1.42166161e-06  4.30794241e-07  6.96033806e-01  7.27560311e-01 
 4.50000000e-07  4.50000000e-07  4.26061565e-07  1.00819193e-06  9.96505467e-07  1.42256617e-06  4.31705410e-07  6.96033804e-01  7.27560311e-01 
 4.51000000e-07  4.51000000e-07  4.26963529e-07  1.00819191e-06  9.96507843e-07  1.42347051e-06  4.32616424e-07  6.96033805e-01  7.27560313e-01 
 4.52000000e-07  4.52000000e-07  4.27865327e-07  1.00819192e-06  9.96510250e-07  1.42437472e-06  4.33527258e-07  6.96033805e-01  7.27560310e-01 
 4.53000000e-07  4.53000000e-07  4.28766963e-07  1.00819191e-06  9.96512616e-07  1.42527872e-06  4.34437920e-07  6.96033806e-01  7.27560312e-01 
 4.54000000e-07  4.54000000e-07  4.29668424e-07  1.00819193e-06  9.96515025e-07  1.42618259e-06  4.35348404e-07  6.96033804e-01  7.27560312e-01 
 4.55000000e-07  4.55000000e-07  4.30569710e-07  1.00819192e-06  9.96517388e-07  1.42708624e-06  4.36258707e-07  6.96033805e-01  7.27560312e-01 
 4.56000000e-07  4.56000000e-07  4.31470838e-07  1.00819192e-06  9.96519768e-07  1.42798974e-06  4.37168843e-07  6.96033805e-01  7.27560313e-01 
 4.57000000e-07  4.57000000e-07  4.32371792e-07  1.00819191e-06  9.96522122e-07  1.42889305e-06  4.38078797e-07  6.96033805e-01  7.27560310e-01 
 4.58000000e-07  4.58000000e-07  4.33272580e-07  1.00819191e-06  9.96524488e-07  1.42979620e-06  4.38988582e-07  6.96033805e-01  7.27560311e-01 
 4.59000000e-07  4.59000000e-07  4.34173199e-07  1.00819190e-06  9.96526833e-07  1.43069916e-06  4.39898184e-07  6.96033806e-01  7.27560311e-01 
 4.60000000e-07  4.60000000e-07  4.35073645e-07  1.00819192e-06  9.96529202e-07  1.43160198e-06  4.40807612e-07  6.96033805e-01  7.27560311e-01 
 4.61000000e-07  4.61000000e-07  4.35973917e-07  1.00819190e-06  9.96531531e-07  1.43250459e-06  4.41716862e-07  6.96033806e-01  7.27560310e-01 
 4.62000000e-07  4.62000000e-07  4.36874030e-07  1.00819192e-06  9.96533885e-07  1.43340706e-06  4.42625943e-07  6.96033805e-01  7.27560312e-01 
 4.63000000e-07  4.63000000e-07  4.37773965e-07  1.00819193e-06  9.96536231e-07  1.43430933e-06  4.43534835e-07  6.96033804e-01  7.27560309e-01 
 4.64000000e-07  4.64000000e-07  4.38673732e-07  1.00819191e-06  9.96538548e-07  1.43521142e-06  4.44443552e-07  6.96033806e-01  7.27560311e-01 
 4.65000000e-07  4.65000000e-07  4.39573324e-07  1.00819192e-06  9.96540889e-07  1.43611335e-06  4.45352096e-07  6.96033805e-01  7.27560311e-01 
 4.66000000e-07  4.66000000e-07  4.40472752e-07  1.00819190e-06  9.96543191e-07  1.43701508e-06  4.46260464e-07  6.96033806e-01  7.27560311e-01 
 4.67000000e-07  4.67000000e-07  4.41372007e-07  1.00819192e-06  9.96545525e-07  1.43791667e-06  4.47168654e-07  6.96033805e-01  7.27560311e-01 
 4.68000000e-07  4.68000000e-07  4.42271089e-07  1.00819192e-06  9.96547842e-07  1.43881807e-06  4.48076662e-07  6.96033805e-01  7.27560312e-01 
 4.69000000e-07  4.69000000e-07  4.43170002e-07  1.00819193e-06  9.96550158e-07  1.43971931e-06  4.48984494e-07  6.96033804e-01  7.27560311e-01 
 4.70000000e-07  4.70000000e-07  4.44068748e-07  1.00819190e-06  9.96552441e-07  1.44062033e-06  4.49892153e-07  6.96033806e-01  7.27560312e-01 
 4.71000000e-07  4.71000000e-07  4.44967311e-07  1.00819193e-06  9.96554760e-07  1.44152121e-06  4.50799628e-07  6.96033804e-01  7.27560310e-01 
 4.72000000e-07  4.72000000e-07  4.45865718e-07  1.00819191e-06  9.96557041e-07  1.44242190e-06  4.51706934e-07  6.96033805e-01  7.27560312e-01 
 4.73000000e-07  4.73000000e-07  4.46763945e-07  1.00819193e-06  9.96559347e-07  1.44332243e-06  4.52614053e-07  6.96033804e-01  7.27560312e-01 
 4.74000000e-07  4.74000000e-07  4.47661996e-07  1.00819192e-06  9.96561626e-07  1.44422276e-06  4.53520996e-07  6.96033805e-01  7.27560314e-01 
 4.75000000e-07  4.75000000e-07  4.48559879e-07  1.00819191e-06  9.96563893e-07  1.44512291e-06  4.54427756e-07  6.96033806e-01  7.27560309e-01 
 4.76000000e-07  4.76000000e-07  4.49457588e-07  1.00819192e-06  9.96566184e-07  1.44602291e-06  4.55334340e-07  6.96033805e-01  7.27560311e-01 
 4.77000000e-07  4.77000000e-07  4.50355124e-07  1.00819193e-06  9.96568460e-07  1.44692273e-06  4.56240741e-07  6.96033804e-01  7.27560312e-01 
 4.78000000e-07  4.78000000e-07  4.51252491e-07  1.00819191e-06  9.96570709e-07  1.44782234e-06  4.57146969e-07  6.96033805e-01  7.27560310e-01 
 4.79000000e-07  4.79000000e-07  4.52149690e-07  1.00819193e-06  9.96572993e-07  1.44872182e-06  4.58053024e-07  6.96033804e-01  7.27560313e-01 
 4.80000000e-07  4.80000000e-07  4.53046711e-07  1.00819192e-06  9.96575244e-07  1.44962109e-06  4.58958896e-07  6.96033804e-01  7.27560310e-01 
 4.81000000e-07  4.81000000e-07  4.53943549e-07  1.00819190e-06  9.96577478e-07  1.45052017e-06  4.59864572e-07  6.96033806e-01  7.27560310e-01 
 4.82000000e-07  4.82000000e-07  4.54840224e-07  1.00819193e-06  9.96579750e-07  1.45141912e-06  4.60770083e-07  6.96033804e-01  7.27560312e-01 
 4.83000000e-07  4.83000000e-07  4.55736728e-07  1.00819192e-06  9.96581990e-07  1.45231786e-06  4.61675419e-07  6.96033805e-01  7.27560313e-01 
 4.84000000e-07  4.84000000e-07  4.56633057e-07  1.00819193e-06  9.96584239e-07  1.45321643e-06  4.62580564e-07  6.96033804e-01  7.27560310e-01 
 4.85000000e-07  4.85000000e-07  4.57529209e-07  1.00819191e-06  9.96586456e-07  1.45411481e-06  4.63485538e-07  6.96033805e-01  7.27560312e-01 
 4.86000000e-07  4.86000000e-07  4.58425188e-07  1.00819193e-06  9.96588708e-07  1.45501303e-06  4.64390325e-07  6.96033804e-01  7.27560311e-01 
 4.87000000e-07  4.87000000e-07  4.59320990e-07  1.00819191e-06  9.96590913e-07  1.45591104e-06  4.65294927e-07  6.96033806e-01  7.27560311e-01 
 4.88000000e-07  4.88000000e-07  4.60216622e-07  1.00819191e-06  9.96593144e-07  1.45680891e-06  4.66199356e-07  6.96033805e-01  7.27560310e-01 
 4.89000000e-07  4.89000000e-07  4.61112071e-07  1.00819193e-06  9.96595373e-07  1.45770659e-06  4.67103595e-07  6.96033804e-01  7.27560313e-01 
 4.90000000e-07  4.90000000e-07  4.62007348e-07  1.00819192e-06  9.96597585e-07  1.45860408e-06  4.68007657e-07  6.96033805e-01  7.27560310e-01 
 4.91000000e-07  4.91000000e-07  4.62902463e-07  1.00819193e-06  9.96599800e-07  1.45950140e-06  4.68911549e-07  6.96033804e-01  7.27560313e-01 
 4.92000000e-07  4.92000000e-07  4.63797388e-07  1.00819192e-06  9.96601999e-07  1.46039853e-06  4.69815245e-07  6.96033805e-01  7.27560310e-01 
 4.93000000e-07  4.93000000e-07  4.64692148e-07  1.00819192e-06  9.96604202e-07  1.46129549e-06  4.70718770e-07  6.96033804e-01  7.27560310e-01 
 4.94000000e-07  4.94000000e-07  4.65586735e-07  1.00819192e-06  9.96606396e-07  1.46219227e-06  4.71622117e-07  6.96033805e-01  7.27560312e-01 
 4.95000000e-07  4.95000000e-07  4.66481133e-07  1.00819191e-06  9.96608579e-07  1.46308886e-06  4.72525267e-07  6.96033805e-01  7.27560311e-01 
