 v-sweep         i(VloutI)       i(VldumpI)      v(Vin)          v(Vgate)        v(d0)           i(vini)         i(vgatei)       v(vloutv)       v(vldumpv)      i(vout)         i(vdump)       
 1.15500000e+00  2.02704570e-06  2.12215963e-08  3.55337963e-01  1.08611291e+00  1.01031034e-09  2.04828185e-06  6.94318908e-12  2.31923805e-01  2.31231994e-01  1.98516993e-06  2.13426699e-08 
 1.15600000e+00  2.04037462e-06  2.13363621e-08  3.56329584e-01  1.08669775e+00  1.01159807e-09  2.06172555e-06  7.00671812e-12  2.32063024e-01  2.31370979e-01  1.99824189e-06  2.14573195e-08 
 1.15700000e+00  2.05359345e-06  2.14503259e-08  3.57311854e-01  1.08727853e+00  1.01288684e-09  2.07505837e-06  6.96221553e-12  2.32200579e-01  2.31508287e-01  2.01120601e-06  2.15712497e-08 
 1.15800000e+00  2.06669792e-06  2.15632424e-08  3.58284228e-01  1.08785520e+00  1.01417669e-09  2.08827577e-06  6.98443386e-12  2.32336417e-01  2.31643894e-01  2.02405818e-06  2.16840341e-08 
 1.15900000e+00  2.07968313e-06  2.16752151e-08  3.59246213e-01  1.08842769e+00  1.01546757e-09  2.10137296e-06  6.95964814e-12  2.32470523e-01  2.31777769e-01  2.03679363e-06  2.17959464e-08 
 1.16000000e+00  2.09254486e-06  2.17860619e-08  3.60197319e-01  1.08899593e+00  1.01675954e-09  2.11434557e-06  6.94304336e-12  2.32602871e-01  2.31909896e-01  2.04940820e-06  2.19066365e-08 
 1.16100000e+00  2.10527802e-06  2.18959523e-08  3.61137014e-01  1.08955985e+00  1.01805262e-09  2.12718864e-06  6.94325153e-12  2.32733434e-01  2.32040232e-01  2.06189687e-06  2.20164225e-08 
 1.16200000e+00  2.11787812e-06  2.20047202e-08  3.62064769e-01  1.09011937e+00  1.01934666e-09  2.13989748e-06  6.96718724e-12  2.32862185e-01  2.32168763e-01  2.07425519e-06  2.21251177e-08 
 1.16300000e+00  2.13034050e-06  2.21122627e-08  3.62980047e-01  1.09067444e+00  1.02064179e-09  2.15246741e-06  6.95557500e-12  2.32989090e-01  2.32295457e-01  2.08647865e-06  2.22325571e-08 
 1.16400000e+00  2.14266056e-06  2.22186829e-08  3.63882365e-01  1.09122497e+00  1.02193808e-09  2.16489391e-06  6.95302496e-12  2.33114139e-01  2.32420293e-01  2.09856263e-06  2.23387495e-08 
 1.16500000e+00  2.15483344e-06  2.23238526e-08  3.64771131e-01  1.09177089e+00  1.02323534e-09  2.17717198e-06  6.93102520e-12  2.33237287e-01  2.32543237e-01  2.11050248e-06  2.24438068e-08 
 1.16600000e+00  2.16685461e-06  2.24277255e-08  3.65645831e-01  1.09231213e+00  1.02453371e-09  2.18929703e-06  6.92334731e-12  2.33358514e-01  2.32664266e-01  2.12229375e-06  2.25475443e-08 
 1.16700000e+00  2.17871955e-06  2.25303533e-08  3.66505977e-01  1.09284860e+00  1.02583316e-09  2.20126461e-06  6.95674421e-12  2.33477805e-01  2.32783359e-01  2.13393190e-06  2.26500099e-08 
 1.16800000e+00  2.19042352e-06  2.26316714e-08  3.67350993e-01  1.09338024e+00  1.02713360e-09  2.21306992e-06  6.90270757e-12  2.33595123e-01  2.32900477e-01  2.14541231e-06  2.27511556e-08 
 1.16900000e+00  2.20196228e-06  2.27315148e-08  3.68180357e-01  1.09390697e+00  1.02843519e-09  2.22470854e-06  6.86016868e-12  2.33710436e-01  2.33015608e-01  2.15673087e-06  2.28508874e-08 
 1.17000000e+00  2.21333117e-06  2.28300700e-08  3.68993612e-01  1.09442870e+00  1.02973782e-09  2.23617596e-06  6.88831284e-12  2.33823746e-01  2.33128729e-01  2.16788289e-06  2.29492301e-08 
 1.17100000e+00  2.22452607e-06  2.29271250e-08  3.69790200e-01  1.09494536e+00  1.03104151e-09  2.24746795e-06  6.83503948e-12  2.33935004e-01  2.33239805e-01  2.17886444e-06  2.30461321e-08 
 1.17200000e+00  2.23554270e-06  2.30227261e-08  3.70569670e-01  1.09545687e+00  1.03234628e-09  2.25858017e-06  6.85977317e-12  2.34044205e-01  2.33348827e-01  2.18967123e-06  2.31415900e-08 
 1.17300000e+00  2.24637673e-06  2.31167606e-08  3.71331476e-01  1.09596315e+00  1.03365216e-09  2.26950824e-06  6.87650978e-12  2.34151308e-01  2.33455765e-01  2.20029912e-06  2.32354331e-08 
 1.17400000e+00  2.25702440e-06  2.32092842e-08  3.72075221e-01  1.09646413e+00  1.03495908e-09  2.28024844e-06  6.84187776e-12  2.34256310e-01  2.33560600e-01  2.21074428e-06  2.33277611e-08 
 1.17500000e+00  2.26748164e-06  2.33002347e-08  3.72800436e-01  1.09695973e+00  1.03626705e-09  2.29079668e-06  6.85362184e-12  2.34359187e-01  2.33663310e-01  2.22100272e-06  2.34185151e-08 
 1.17600000e+00  2.27774479e-06  2.33896307e-08  3.73506684e-01  1.09744986e+00  1.03757612e-09  2.30114920e-06  6.81167622e-12  2.34459919e-01  2.33763880e-01  2.23107092e-06  2.35077611e-08 
 1.17700000e+00  2.28781034e-06  2.34773629e-08  3.74193568e-01  1.09793445e+00  1.03888629e-09  2.31130251e-06  6.86797841e-12  2.34558487e-01  2.33862290e-01  2.24094541e-06  2.35952644e-08 
 1.17800000e+00  2.29767518e-06  2.35634015e-08  3.74860731e-01  1.09841344e+00  1.04019752e-09  2.32125338e-06  6.82778140e-12  2.34654880e-01  2.33958538e-01  2.25062311e-06  2.36810891e-08 
 1.17900000e+00  2.30733580e-06  2.36477555e-08  3.75507795e-01  1.09888673e+00  1.04150984e-09  2.33099835e-06  6.83618440e-12  2.34749083e-01  2.34052596e-01  2.26010057e-06  2.37652351e-08 
 1.18000000e+00  2.31678947e-06  2.37304530e-08  3.76134485e-01  1.09935427e+00  1.04282322e-09  2.34053475e-06  6.84061141e-12  2.34841092e-01  2.34144454e-01  2.26937507e-06  2.38477043e-08 
 1.18100000e+00  2.32603337e-06  2.38113382e-08  3.76740430e-01  1.09981598e+00  1.04413770e-09  2.34985957e-06  6.78783765e-12  2.34930877e-01  2.34234106e-01  2.27844395e-06  2.39283793e-08 
 1.18200000e+00  2.33506532e-06  2.38905686e-08  3.77325494e-01  1.10027180e+00  1.04545323e-09  2.35897074e-06  6.82153292e-12  2.35018459e-01  2.34321548e-01  2.28730488e-06  2.40073472e-08 
 1.18300000e+00  2.34388296e-06  2.39679575e-08  3.77889361e-01  1.10072165e+00  1.04676989e-09  2.36786578e-06  6.81293216e-12  2.35103807e-01  2.34406767e-01  2.29595575e-06  2.40845157e-08 
 1.18400000e+00  2.35248448e-06  2.40435946e-08  3.78431915e-01  1.10116549e+00  1.04808757e-09  2.37654293e-06  6.75916267e-12  2.35186935e-01  2.34489769e-01  2.30439466e-06  2.41599434e-08 
 1.18500000e+00  2.36086833e-06  2.41173903e-08  3.78952995e-01  1.10160324e+00  1.04940639e-09  2.38500060e-06  6.80280138e-12  2.35267832e-01  2.34570546e-01  2.31262008e-06  2.42335183e-08 
 1.18600000e+00  2.36903319e-06  2.41894099e-08  3.79452519e-01  1.10203485e+00  1.05072625e-09  2.39323748e-06  6.76809650e-12  2.35346507e-01  2.34649101e-01  2.32063071e-06  2.43052973e-08 
 1.18700000e+00  2.37697828e-06  2.42596160e-08  3.79930465e-01  1.10246029e+00  1.05204722e-09  2.40125281e-06  6.76690995e-12  2.35422969e-01  2.34725445e-01  2.32842577e-06  2.43752769e-08 
 1.18800000e+00  2.38470300e-06  2.43279424e-08  3.80386775e-01  1.10287948e+00  1.05336931e-09  2.40904583e-06  6.72701478e-12  2.35497208e-01  2.34799581e-01  2.33600477e-06  2.44433576e-08 
 1.18900000e+00  2.39220691e-06  2.43945133e-08  3.80821543e-01  1.10329240e+00  1.05469239e-09  2.41661632e-06  6.76965081e-12  2.35569253e-01  2.34871514e-01  2.34336712e-06  2.45096707e-08 
 1.19000000e+00  2.39949002e-06  2.44591475e-08  3.81234785e-01  1.10369899e+00  1.05601659e-09  2.42396408e-06  6.72930114e-12  2.35639100e-01  2.34941267e-01  2.35051301e-06  2.45740264e-08 
 1.19100000e+00  2.40655290e-06  2.45220775e-08  3.81626716e-01  1.10409924e+00  1.05734197e-09  2.43108988e-06  6.75418402e-12  2.35706782e-01  2.35008845e-01  2.35744276e-06  2.46367122e-08 
 1.19200000e+00  2.41339656e-06  2.45831875e-08  3.81997507e-01  1.10449312e+00  1.05866834e-09  2.43799466e-06  6.73210446e-12  2.35772312e-01  2.35074274e-01  2.36415748e-06  2.46975986e-08 
 1.19300000e+00  2.42002198e-06  2.46424270e-08  3.82347327e-01  1.10488059e+00  1.05999584e-09  2.44467931e-06  6.72949196e-12  2.35835698e-01  2.35137570e-01  2.37065819e-06  2.47565843e-08 
 1.19400000e+00  2.42643053e-06  2.46998774e-08  3.82676485e-01  1.10526164e+00  1.06132445e-09  2.45114532e-06  6.70864753e-12  2.35896980e-01  2.35198763e-01  2.37694607e-06  2.48137191e-08 
 1.19500000e+00  2.43262426e-06  2.47554878e-08  3.82985282e-01  1.10563626e+00  1.06265411e-09  2.45739466e-06  6.68333791e-12  2.35956176e-01  2.35257881e-01  2.38302334e-06  2.48690526e-08 
 1.19600000e+00  2.43860504e-06  2.48094580e-08  3.83274086e-01  1.10600443e+00  1.06398490e-09  2.46342941e-06  6.67991704e-12  2.36013322e-01  2.35314939e-01  2.38889158e-06  2.49228282e-08 
 1.19700000e+00  2.44437565e-06  2.48615669e-08  3.83543273e-01  1.10636617e+00  1.06531670e-09  2.46925216e-06  6.67927519e-12  2.36068445e-01  2.35369985e-01  2.39455366e-06  2.49746517e-08 
 1.19800000e+00  2.44993917e-06  2.49119519e-08  3.83793295e-01  1.10672148e+00  1.06664967e-09  2.47486606e-06  6.66330532e-12  2.36121576e-01  2.35423044e-01  2.40001270e-06  2.50247592e-08 
 1.19900000e+00  2.45529818e-06  2.49606723e-08  3.84024605e-01  1.10707035e+00  1.06798371e-09  2.48027377e-06  6.63124070e-12  2.36172761e-01  2.35474159e-01  2.40527102e-06  2.50732075e-08 
 1.20000000e+00  2.46045656e-06  2.50076720e-08  3.84237719e-01  1.10741282e+00  1.06931889e-09  2.48547918e-06  6.62680327e-12  2.36222034e-01  2.35523364e-01  2.41033252e-06  2.51199062e-08 
 1.20100000e+00  2.46541753e-06  2.50530387e-08  3.84433130e-01  1.10774890e+00  1.07065511e-09  2.49048552e-06  6.59555396e-12  2.36269436e-01  2.35570701e-01  2.41520031e-06  2.51650345e-08 
 1.20200000e+00  2.47018531e-06  2.50967733e-08  3.84611407e-01  1.10807860e+00  1.07199246e-09  2.49529705e-06  6.62600183e-12  2.36315004e-01  2.35616208e-01  2.41987860e-06  2.52084362e-08 
 1.20300000e+00  2.47476393e-06  2.51389270e-08  3.84773121e-01  1.10840198e+00  1.07333089e-09  2.49991782e-06  6.56568896e-12  2.36358790e-01  2.35659935e-01  2.42437132e-06  2.52503547e-08 
 1.20400000e+00  2.47915805e-06  2.51794955e-08  3.84918894e-01  1.10871906e+00  1.07467043e-09  2.50435251e-06  6.59332658e-12  2.36400835e-01  2.35701929e-01  2.42868303e-06  2.52906229e-08 
 1.20500000e+00  2.48337191e-06  2.52185989e-08  3.85049325e-01  1.10902989e+00  1.07601105e-09  2.50860548e-06  6.60777683e-12  2.36441190e-01  2.35742229e-01  2.43281786e-06  2.53294878e-08 
 1.20600000e+00  2.48741037e-06  2.52562169e-08  3.85165042e-01  1.10933450e+00  1.07735284e-09  2.51268156e-06  6.58722729e-12  2.36479903e-01  2.35780891e-01  2.43678058e-06  2.53668286e-08 
 1.20700000e+00  2.49127824e-06  2.52923482e-08  3.85266676e-01  1.10963296e+00  1.07869561e-09  2.51658557e-06  6.54058058e-12  2.36517021e-01  2.35817964e-01  2.44057597e-06  2.54026702e-08 
 1.20800000e+00  2.49498051e-06  2.53271310e-08  3.85354871e-01  1.10992531e+00  1.08003961e-09  2.52032262e-06  6.49793760e-12  2.36552592e-01  2.35853487e-01  2.44420886e-06  2.54371635e-08 
 1.20900000e+00  2.49852214e-06  2.53604616e-08  3.85430253e-01  1.11021160e+00  1.08138462e-09  2.52389759e-06  6.54838683e-12  2.36586664e-01  2.35887522e-01  2.44768409e-06  2.54701771e-08 
 1.21000000e+00  2.50190829e-06  2.53925876e-08  3.85493506e-01  1.11049191e+00  1.08273078e-09  2.52731585e-06  6.47878626e-12  2.36619298e-01  2.35920110e-01  2.45100677e-06  2.55020751e-08 
 1.21100000e+00  2.50514414e-06  2.54233548e-08  3.85545241e-01  1.11076630e+00  1.08407806e-09  2.53058247e-06  6.51139212e-12  2.36650532e-01  2.35951307e-01  2.45418203e-06  2.55325396e-08 
 1.21200000e+00  2.50823450e-06  2.54528756e-08  3.85586050e-01  1.11103482e+00  1.08542640e-09  2.53370234e-06  6.45023965e-12  2.36680413e-01  2.35981155e-01  2.45721465e-06  2.55617838e-08 
 1.21300000e+00  2.51118505e-06  2.54811502e-08  3.85616641e-01  1.11129756e+00  1.08677584e-09  2.53668119e-06  6.44160766e-12  2.36709003e-01  2.36009716e-01  2.46010992e-06  2.55897170e-08 
 1.21400000e+00  2.51400079e-06  2.55083381e-08  3.85637617e-01  1.11155458e+00  1.08812647e-09  2.53952413e-06  6.42376083e-12  2.36736351e-01  2.36037031e-01  2.46287297e-06  2.56166661e-08 
 1.21500000e+00  2.51668675e-06  2.55343854e-08  3.85649564e-01  1.11180596e+00  1.08947817e-09  2.54223612e-06  6.40104636e-12  2.36762500e-01  2.36063152e-01  2.46550866e-06  2.56424411e-08 
 1.21600000e+00  2.51924786e-06  2.55593860e-08  3.85653065e-01  1.11205178e+00  1.09083095e-09  2.54482223e-06  6.42629006e-12  2.36787499e-01  2.36088119e-01  2.46802188e-06  2.56671786e-08 
 1.21700000e+00  2.52168915e-06  2.55833040e-08  3.85648693e-01  1.11229210e+00  1.09218481e-09  2.54728744e-06  6.39244213e-12  2.36811394e-01  2.36111989e-01  2.47041749e-06  2.56907651e-08 
 1.21800000e+00  2.52401589e-06  2.56062324e-08  3.85637043e-01  1.11252702e+00  1.09353986e-09  2.54963710e-06  6.41296738e-12  2.36834234e-01  2.36134806e-01  2.47270072e-06  2.57134225e-08 
 1.21900000e+00  2.52623229e-06  2.56282129e-08  3.85618597e-01  1.11275660e+00  1.09489598e-09  2.55187548e-06  6.36427022e-12  2.36856059e-01  2.36156608e-01  2.47487567e-06  2.57351758e-08 
 1.22000000e+00  2.52834338e-06  2.56492388e-08  3.85593914e-01  1.11298093e+00  1.09625321e-09  2.55400762e-06  6.36219202e-12  2.36876918e-01  2.36177446e-01  2.47694730e-06  2.57558881e-08 
 1.22100000e+00  2.53035355e-06  2.56694228e-08  3.85563483e-01  1.11320009e+00  1.09761156e-09  2.55603797e-06  6.33847835e-12  2.36896855e-01  2.36197360e-01  2.47891992e-06  2.57757975e-08 
 1.22200000e+00  2.53226762e-06  2.56887071e-08  3.85527792e-01  1.11341417e+00  1.09897106e-09  2.55797133e-06  6.35173511e-12  2.36915906e-01  2.36216395e-01  2.48079819e-06  2.57947779e-08 
 1.22300000e+00  2.53408944e-06  2.57072448e-08  3.85487289e-01  1.11362324e+00  1.10033158e-09  2.55981167e-06  6.30059546e-12  2.36934118e-01  2.36234587e-01  2.48258597e-06  2.58130477e-08 
 1.22400000e+00  2.53582373e-06  2.57248879e-08  3.85442420e-01  1.11382740e+00  1.10169331e-09  2.56156360e-06  6.31927149e-12  2.36951523e-01  2.36251982e-01  2.48428786e-06  2.58304045e-08 
 1.22500000e+00  2.53747387e-06  2.57418468e-08  3.85393574e-01  1.11402671e+00  1.10305610e-09  2.56323072e-06  6.31485142e-12  2.36968161e-01  2.36268604e-01  2.48590717e-06  2.58470845e-08 
 1.22600000e+00  2.53904448e-06  2.57580951e-08  3.85341197e-01  1.11422127e+00  1.10442001e-09  2.56481760e-06  6.23925217e-12  2.36984072e-01  2.36284501e-01  2.48744845e-06  2.58630788e-08 
 1.22700000e+00  2.54053897e-06  2.57736368e-08  3.85285630e-01  1.11441116e+00  1.10578510e-09  2.56632761e-06  6.24291938e-12  2.36999289e-01  2.36299707e-01  2.48891507e-06  2.58783643e-08 
 1.22800000e+00  2.54196085e-06  2.57885643e-08  3.85227209e-01  1.11459646e+00  1.10715123e-09  2.56776440e-06  6.21673893e-12  2.37013838e-01  2.36314243e-01  2.49031037e-06  2.58929855e-08 
 1.22900000e+00  2.54331385e-06  2.58027893e-08  3.85166294e-01  1.11477725e+00  1.10851856e-09  2.56913164e-06  6.20539731e-12  2.37027761e-01  2.36328158e-01  2.49163816e-06  2.59069228e-08 
 1.23000000e+00  2.54460091e-06  2.58165241e-08  3.85103182e-01  1.11495361e+00  1.10988698e-09  2.57043242e-06  6.19361853e-12  2.37041086e-01  2.36341467e-01  2.49290116e-06  2.59204338e-08 
 1.23100000e+00  2.54582598e-06  2.58295565e-08  3.85038183e-01  1.11512564e+00  1.11125644e-09  2.57167051e-06  6.19174156e-12  2.37053836e-01  2.36354215e-01  2.49410344e-06  2.59331738e-08 
 1.23200000e+00  2.54699146e-06  2.58421052e-08  3.84971568e-01  1.11529340e+00  1.11262715e-09  2.57284856e-06  6.14698917e-12  2.37066052e-01  2.36366421e-01  2.49524717e-06  2.59454467e-08 
 1.23300000e+00  2.54810062e-06  2.58541029e-08  3.84903589e-01  1.11545699e+00  1.11399891e-09  2.57396973e-06  6.15538870e-12  2.37077749e-01  2.36378112e-01  2.49633563e-06  2.59571671e-08 
 1.23400000e+00  2.54915617e-06  2.58656207e-08  3.84834487e-01  1.11561648e+00  1.11537186e-09  2.57503680e-06  6.12488532e-12  2.37088958e-01  2.36389315e-01  2.49737154e-06  2.59683830e-08 
 1.23500000e+00  2.55016072e-06  2.58766476e-08  3.84764485e-01  1.11577194e+00  1.11674586e-09  2.57605238e-06  6.12940254e-12  2.37099703e-01  2.36400056e-01  2.49835734e-06  2.59791548e-08 
 1.23600000e+00  2.55111702e-06  2.58872435e-08  3.84693799e-01  1.11592348e+00  1.11812096e-09  2.57701924e-06  6.11435555e-12  2.37110009e-01  2.36410354e-01  2.49929581e-06  2.59895199e-08 
 1.23700000e+00  2.55202710e-06  2.58973882e-08  3.84622589e-01  1.11607115e+00  1.11949725e-09  2.57793950e-06  6.10095655e-12  2.37119893e-01  2.36420232e-01  2.50018896e-06  2.59993875e-08 
 1.23800000e+00  2.55289370e-06  2.59071482e-08  3.84551075e-01  1.11621505e+00  1.12087470e-09  2.57881583e-06  6.10367312e-12  2.37129383e-01  2.36429715e-01  2.50103937e-06  2.60089124e-08 
 1.23900000e+00  2.55371892e-06  2.59164516e-08  3.84479389e-01  1.11635524e+00  1.12225320e-09  2.57965036e-06  6.05665518e-12  2.37138492e-01  2.36438821e-01  2.50184923e-06  2.60179398e-08 
 1.24000000e+00  2.55450451e-06  2.59254227e-08  3.84407674e-01  1.11649181e+00  1.12363286e-09  2.58044492e-06  6.06386816e-12  2.37147242e-01  2.36447567e-01  2.50262016e-06  2.60266635e-08 
 1.24100000e+00  2.55525301e-06  2.59339269e-08  3.84336086e-01  1.11662483e+00  1.12501365e-09  2.58120195e-06  6.05891379e-12  2.37155649e-01  2.36455977e-01  2.50335482e-06  2.60348312e-08 
 1.24200000e+00  2.55596599e-06  2.59421535e-08  3.84264754e-01  1.11675439e+00  1.12639562e-09  2.58192316e-06  6.00486674e-12  2.37163736e-01  2.36464060e-01  2.50405449e-06  2.60428674e-08 
 1.24300000e+00  2.55664522e-06  2.59500301e-08  3.84193771e-01  1.11688055e+00  1.12777862e-09  2.58261025e-06  6.00652514e-12  2.37171512e-01  2.36471839e-01  2.50472112e-06  2.60504436e-08 
 1.24400000e+00  2.55729241e-06  2.59576100e-08  3.84123254e-01  1.11700339e+00  1.12916285e-09  2.58326502e-06  5.99690783e-12  2.37178999e-01  2.36479323e-01  2.50535628e-06  2.60578066e-08 
 1.24500000e+00  2.55790918e-06  2.59648803e-08  3.84053292e-01  1.11712298e+00  1.13054816e-09  2.58388907e-06  5.96430197e-12  2.37186209e-01  2.36486531e-01  2.50596154e-06  2.60647646e-08 
 1.24600000e+00  2.55849711e-06  2.59718565e-08  3.83983956e-01  1.11723941e+00  1.13193465e-09  2.58448397e-06  5.95168012e-12  2.37193151e-01  2.36493474e-01  2.50653860e-06  2.60715574e-08 
 1.24700000e+00  2.55905783e-06  2.59786153e-08  3.83915377e-01  1.11735274e+00  1.13332217e-09  2.58505143e-06  5.92718583e-12  2.37199853e-01  2.36500170e-01  2.50708885e-06  2.60780606e-08 
 1.24800000e+00  2.55959228e-06  2.59849881e-08  3.83847515e-01  1.11746303e+00  1.13471093e-09  2.58559225e-06  5.93796193e-12  2.37206301e-01  2.36506624e-01  2.50761346e-06  2.60841571e-08 
 1.24900000e+00  2.56010220e-06  2.59911785e-08  3.83780544e-01  1.11757038e+00  1.13610083e-09  2.58610839e-06  5.90154314e-12  2.37212535e-01  2.36512857e-01  2.50811388e-06  2.60901523e-08 
 1.25000000e+00  2.56058850e-06  2.59970644e-08  3.83714432e-01  1.11767483e+00  1.13749179e-09  2.58660059e-06  5.87750335e-12  2.37218547e-01  2.36518874e-01  2.50859119e-06  2.60957265e-08 
 1.25100000e+00  2.56105252e-06  2.60028010e-08  3.83649285e-01  1.11777647e+00  1.13888391e-09  2.58707031e-06  5.83470078e-12  2.37224365e-01  2.36524690e-01  2.50904658e-06  2.61011923e-08 
 1.25200000e+00  2.56149544e-06  2.60082892e-08  3.83585112e-01  1.11787537e+00  1.14027714e-09  2.58751872e-06  5.82549980e-12  2.37229984e-01  2.36530309e-01  2.50948125e-06  2.61064557e-08 
 1.25300000e+00  2.56191793e-06  2.60135440e-08  3.83521923e-01  1.11797158e+00  1.14167160e-09  2.58794648e-06  5.83687265e-12  2.37235413e-01  2.36535740e-01  2.50989594e-06  2.61114863e-08 
 1.25400000e+00  2.56232124e-06  2.60185872e-08  3.83459763e-01  1.11806518e+00  1.14306721e-09  2.58835481e-06  5.79995774e-12  2.37240667e-01  2.36540999e-01  2.51029178e-06  2.61162416e-08 
 1.25500000e+00  2.56270661e-06  2.60234343e-08  3.83398700e-01  1.11815624e+00  1.14446387e-09  2.58874507e-06  5.77935616e-12  2.37245758e-01  2.36546091e-01  2.51066999e-06  2.61208566e-08 
 1.25600000e+00  2.56307444e-06  2.60281292e-08  3.83338700e-01  1.11824481e+00  1.14586167e-09  2.58911759e-06  5.77930759e-12  2.37250688e-01  2.36551023e-01  2.51103100e-06  2.61252513e-08 
 1.25700000e+00  2.56342573e-06  2.60326314e-08  3.83279792e-01  1.11833096e+00  1.14726067e-09  2.58947336e-06  5.77112663e-12  2.37255468e-01  2.36555803e-01  2.51137580e-06  2.61295678e-08 
 1.25800000e+00  2.56376154e-06  2.60369435e-08  3.83221990e-01  1.11841476e+00  1.14866084e-09  2.58981349e-06  5.76231424e-12  2.37260098e-01  2.36560438e-01  2.51170541e-06  2.61336535e-08 
 1.25900000e+00  2.56408222e-06  2.60411320e-08  3.83165302e-01  1.11849627e+00  1.15006208e-09  2.59013836e-06  5.72940306e-12  2.37264596e-01  2.36564934e-01  2.51202021e-06  2.61375668e-08 
 1.26000000e+00  2.56438883e-06  2.60451220e-08  3.83109730e-01  1.11857554e+00  1.15146453e-09  2.59044895e-06  5.68151776e-12  2.37268959e-01  2.36569303e-01  2.51232113e-06  2.61413380e-08 
 1.26100000e+00  2.56468189e-06  2.60489857e-08  3.83055284e-01  1.11865264e+00  1.15286806e-09  2.59074589e-06  5.64008909e-12  2.37273201e-01  2.36573545e-01  2.51260880e-06  2.61449831e-08 
 1.26200000e+00  2.56496201e-06  2.60526612e-08  3.83001944e-01  1.11872762e+00  1.15427274e-09  2.59102967e-06  5.68476169e-12  2.37277321e-01  2.36577671e-01  2.51288372e-06  2.61484097e-08 
 1.26300000e+00  2.56522990e-06  2.60561909e-08  3.82949709e-01  1.11880054e+00  1.15567867e-09  2.59130110e-06  5.64941496e-12  2.37281323e-01  2.36581682e-01  2.51314675e-06  2.61516835e-08 
 1.26400000e+00  2.56548606e-06  2.60596674e-08  3.82898604e-01  1.11887147e+00  1.15708565e-09  2.59156072e-06  5.62317901e-12  2.37285226e-01  2.36585583e-01  2.51339811e-06  2.61549484e-08 
 1.26500000e+00  2.56573115e-06  2.60629604e-08  3.82848590e-01  1.11894045e+00  1.15849381e-09  2.59180909e-06  5.60389235e-12  2.37289021e-01  2.36589383e-01  2.51363873e-06  2.61579984e-08 
 1.26600000e+00  2.56596531e-06  2.60661146e-08  3.82799648e-01  1.11900753e+00  1.15990313e-09  2.59204645e-06  5.59982963e-12  2.37292716e-01  2.36593081e-01  2.51386856e-06  2.61608939e-08 
 1.26700000e+00  2.56618961e-06  2.60691739e-08  3.82751795e-01  1.11907278e+00  1.16131359e-09  2.59227380e-06  5.57467961e-12  2.37296316e-01  2.36596686e-01  2.51408871e-06  2.61637449e-08 
 1.26800000e+00  2.56640420e-06  2.60721499e-08  3.82705011e-01  1.11913624e+00  1.16272516e-09  2.59249136e-06  5.56754989e-12  2.37299826e-01  2.36600197e-01  2.51429938e-06  2.61665107e-08 
 1.26900000e+00  2.56660953e-06  2.60750466e-08  3.82659296e-01  1.11919796e+00  1.16413798e-09  2.59269958e-06  5.56571456e-12  2.37303257e-01  2.36603626e-01  2.51450089e-06  2.61692179e-08 
 1.27000000e+00  2.56680618e-06  2.60777560e-08  3.82614594e-01  1.11925800e+00  1.16555183e-09  2.59289891e-06  5.50591170e-12  2.37306596e-01  2.36606974e-01  2.51469398e-06  2.61716693e-08 
 1.27100000e+00  2.56699415e-06  2.60804202e-08  3.82570925e-01  1.11931639e+00  1.16696690e-09  2.59308955e-06  5.46895862e-12  2.37309864e-01  2.36610242e-01  2.51487847e-06  2.61741118e-08 
 1.27200000e+00  2.56717444e-06  2.60828955e-08  3.82528266e-01  1.11937320e+00  1.16838312e-09  2.59327233e-06  5.50460719e-12  2.37313052e-01  2.36613439e-01  2.51505549e-06  2.61763375e-08 
 1.27300000e+00  2.56734691e-06  2.60853435e-08  3.82486580e-01  1.11942846e+00  1.16980054e-09  2.59344725e-06  5.44495699e-12  2.37316164e-01  2.36616556e-01  2.51522485e-06  2.61785846e-08 
 1.27400000e+00  2.56751202e-06  2.60877274e-08  3.82445889e-01  1.11948222e+00  1.17121908e-09  2.59361476e-06  5.44009629e-12  2.37319217e-01  2.36619609e-01  2.51538687e-06  2.61806967e-08 
 1.27500000e+00  2.56767020e-06  2.60900293e-08  3.82406143e-01  1.11953453e+00  1.17263880e-09  2.59377521e-06  5.43501355e-12  2.37322200e-01  2.36622595e-01  2.51554219e-06  2.61827839e-08 
 1.27600000e+00  2.56782178e-06  2.60921827e-08  3.82367329e-01  1.11958543e+00  1.17405965e-09  2.59392895e-06  5.38012343e-12  2.37325116e-01  2.36625519e-01  2.51569103e-06  2.61847450e-08 
 1.27700000e+00  2.56796688e-06  2.60943039e-08  3.82329435e-01  1.11963495e+00  1.17548167e-09  2.59407619e-06  5.34312178e-12  2.37327975e-01  2.36628381e-01  2.51583349e-06  2.61866422e-08 
 1.27800000e+00  2.56810599e-06  2.60962794e-08  3.82292433e-01  1.11968314e+00  1.17690483e-09  2.59421727e-06  5.36568012e-12  2.37330771e-01  2.36631188e-01  2.51597008e-06  2.61883599e-08 
 1.27900000e+00  2.56823911e-06  2.60982996e-08  3.82256325e-01  1.11973004e+00  1.17832919e-09  2.59435241e-06  5.32660027e-12  2.37333520e-01  2.36633935e-01  2.51610075e-06  2.61901878e-08 
 1.28000000e+00  2.56836665e-06  2.61001578e-08  3.82221053e-01  1.11977569e+00  1.17975466e-09  2.59448181e-06  5.26678007e-12  2.37336207e-01  2.36636629e-01  2.51622601e-06  2.61918398e-08 
