 v-sweep         i(VloutI)       i(VldumpI)      v(Vin)          v(Vgate)        v(d0)           i(vini)         i(vgatei)       v(vloutv)       v(vldumpv)      i(vout)         i(vdump)       
 8.23000000e-01  1.27866868e-08  1.23317939e-09  1.85171840e-01  7.95234425e-01  6.36053256e-10  1.40307002e-08  5.56681784e-12  1.81418633e-01  1.80547698e-01  1.25187789e-08  1.23386457e-09 
 8.24000000e-01  1.30412305e-08  1.24245618e-09  1.85203449e-01  7.96208347e-01  6.37037179e-10  1.42945353e-08  5.57738924e-12  1.81431697e-01  1.80567009e-01  1.27678277e-08  1.24324373e-09 
 8.25000000e-01  1.33001085e-08  1.25194580e-09  1.85235687e-01  7.97182269e-01  6.38021858e-10  1.45629020e-08  5.60288621e-12  1.81445106e-01  1.80586468e-01  1.30210758e-08  1.25278810e-09 
 8.26000000e-01  1.35636285e-08  1.26142090e-09  1.85269403e-01  7.98156476e-01  6.39007332e-10  1.48358801e-08  5.56766439e-12  1.81459662e-01  1.80607031e-01  1.32789086e-08  1.26231647e-09 
 8.27000000e-01  1.38317401e-08  1.27092059e-09  1.85304236e-01  7.99130538e-01  6.39993507e-10  1.51135238e-08  5.59234256e-12  1.81475010e-01  1.80628295e-01  1.35411966e-08  1.27188038e-09 
 8.28000000e-01  1.41043592e-08  1.28072915e-09  1.85340400e-01  8.00104684e-01  6.40980535e-10  1.53959290e-08  5.59822674e-12  1.81491350e-01  1.80650299e-01  1.38079113e-08  1.28180488e-09 
 8.29000000e-01  1.43820060e-08  1.29031001e-09  1.85377601e-01  8.01078867e-01  6.41968323e-10  1.56831623e-08  5.61828709e-12  1.81508404e-01  1.80673128e-01  1.40795287e-08  1.29146649e-09 
 8.30000000e-01  1.46638183e-08  1.30063042e-09  1.85416094e-01  8.02053211e-01  6.42956853e-10  1.59753135e-08  5.57777435e-12  1.81526415e-01  1.80696331e-01  1.43551731e-08  1.30185462e-09 
 8.31000000e-01  1.49512000e-08  1.31041266e-09  1.85455810e-01  8.03027485e-01  6.43946143e-10  1.62724607e-08  5.61040103e-12  1.81545296e-01  1.80720753e-01  1.46363650e-08  1.31165478e-09 
 8.32000000e-01  1.52430233e-08  1.32079808e-09  1.85496873e-01  8.04001809e-01  6.44936235e-10  1.65746856e-08  5.62951769e-12  1.81565172e-01  1.80745708e-01  1.49218220e-08  1.32213884e-09 
 8.33000000e-01  1.55402146e-08  1.33101483e-09  1.85538768e-01  8.04976250e-01  6.45927146e-10  1.68820744e-08  5.63650168e-12  1.81585556e-01  1.80771252e-01  1.52125921e-08  1.33247902e-09 
 8.34000000e-01  1.58426826e-08  1.34115597e-09  1.85582235e-01  8.05950772e-01  6.46918758e-10  1.71946990e-08  5.62808827e-12  1.81607138e-01  1.80797997e-01  1.55085083e-08  1.34266820e-09 
 8.35000000e-01  1.61500424e-08  1.35177148e-09  1.85627061e-01  8.06925248e-01  6.47911173e-10  1.75126766e-08  5.64065461e-12  1.81629703e-01  1.80825375e-01  1.58092330e-08  1.35337963e-09 
 8.36000000e-01  1.64629346e-08  1.36229121e-09  1.85672880e-01  8.07899771e-01  6.48904342e-10  1.78360722e-08  5.67697625e-12  1.81652911e-01  1.80853438e-01  1.61153046e-08  1.36401646e-09 
 8.37000000e-01  1.67813329e-08  1.37277648e-09  1.85720063e-01  8.08874441e-01  6.49898334e-10  1.81649860e-08  5.64347527e-12  1.81677110e-01  1.80882463e-01  1.64267995e-08  1.37454315e-09 
 8.38000000e-01  1.71048605e-08  1.38377706e-09  1.85768857e-01  8.09849060e-01  6.50893075e-10  1.84995042e-08  5.66150599e-12  1.81702518e-01  1.80912350e-01  1.67433409e-08  1.38568979e-09 
 8.39000000e-01  1.74341818e-08  1.39467575e-09  1.85818762e-01  8.10823778e-01  6.51888585e-10  1.88397244e-08  5.66699118e-12  1.81728669e-01  1.80943008e-01  1.70655046e-08  1.39663392e-09 
 8.40000000e-01  1.77688837e-08  1.40596784e-09  1.85870101e-01  8.11798449e-01  6.52884914e-10  1.91857312e-08  5.69612413e-12  1.81755856e-01  1.80974428e-01  1.73929227e-08  1.40802925e-09 
 8.41000000e-01  1.81096120e-08  1.41715252e-09  1.85922824e-01  8.12773232e-01  6.53882053e-10  1.95376373e-08  5.69027117e-12  1.81784029e-01  1.81006885e-01  1.77262613e-08  1.41930023e-09 
 8.42000000e-01  1.84561899e-08  1.42849099e-09  1.85976825e-01  8.13748061e-01  6.54879893e-10  1.98955421e-08  5.69726558e-12  1.81813084e-01  1.81040113e-01  1.80653359e-08  1.43080214e-09 
 8.43000000e-01  1.88089167e-08  1.43974568e-09  1.86032261e-01  8.14722869e-01  6.55878562e-10  2.02595363e-08  5.70484979e-12  1.81843159e-01  1.81074373e-01  1.84103897e-08  1.44207846e-09 
 8.44000000e-01  1.91672595e-08  1.45159041e-09  1.86089015e-01  8.15697770e-01  6.56878043e-10  2.06297210e-08  5.71261094e-12  1.81874150e-01  1.81109188e-01  1.87609661e-08  1.45407242e-09 
 8.45000000e-01  1.95323404e-08  1.46295501e-09  1.86147218e-01  8.16672655e-01  6.57878241e-10  2.10061977e-08  5.72541667e-12  1.81906162e-01  1.81145272e-01  1.91181382e-08  1.46547308e-09 
 8.46000000e-01  1.99038132e-08  1.47439631e-09  1.86206585e-01  8.17647591e-01  6.58879251e-10  2.13890843e-08  5.73605052e-12  1.81938931e-01  1.81182073e-01  1.94815950e-08  1.47707802e-09 
 8.47000000e-01  2.02809678e-08  1.48662399e-09  1.86267783e-01  8.18622579e-01  6.59881095e-10  2.17784839e-08  5.73130779e-12  1.81973075e-01  1.81219759e-01  1.98505816e-08  1.48939527e-09 
 8.48000000e-01  2.06653006e-08  1.49831726e-09  1.86330184e-01  8.19597528e-01  6.60883696e-10  2.21744978e-08  5.76368120e-12  1.82007995e-01  1.81258524e-01  2.02265618e-08  1.50119028e-09 
 8.49000000e-01  2.10554640e-08  1.51087846e-09  1.86394354e-01  8.20572580e-01  6.61887075e-10  2.25772379e-08  5.74831155e-12  1.82044229e-01  1.81298087e-01  2.06082511e-08  1.51383794e-09 
 8.50000000e-01  2.14532225e-08  1.52273149e-09  1.86459475e-01  8.21547633e-01  6.62891214e-10  2.29868347e-08  5.76157871e-12  1.82080990e-01  1.81338570e-01  2.09973994e-08  1.52579283e-09 
 8.51000000e-01  2.18573645e-08  1.53515092e-09  1.86526563e-01  8.22522649e-01  6.63896188e-10  2.34034028e-08  5.79068044e-12  1.82119227e-01  1.81380199e-01  2.13927578e-08  1.53832147e-09 
 8.52000000e-01  2.22684947e-08  1.54764330e-09  1.86594901e-01  8.23497770e-01  6.64901982e-10  2.38270266e-08  5.77161235e-12  1.82158273e-01  1.81422593e-01  2.17950102e-08  1.55096735e-09 
 8.53000000e-01  2.26864616e-08  1.56049428e-09  1.86665057e-01  8.24472864e-01  6.65908544e-10  2.42578526e-08  5.75874418e-12  1.82198647e-01  1.81466110e-01  2.22038370e-08  1.56391877e-09 
 8.54000000e-01  2.31121813e-08  1.57293413e-09  1.86736337e-01  8.25447964e-01  6.66915888e-10  2.46960115e-08  5.81127507e-12  1.82239688e-01  1.81510505e-01  2.26203891e-08  1.57644742e-09 
 8.55000000e-01  2.35449438e-08  1.58576555e-09  1.86809359e-01  8.26423103e-01  6.67923997e-10  2.51416052e-08  5.79394518e-12  1.82281978e-01  1.81555932e-01  2.30437731e-08  1.58942548e-09 
 8.56000000e-01  2.39851751e-08  1.59869550e-09  1.86883823e-01  8.27398231e-01  6.68932946e-10  2.55947716e-08  5.81252060e-12  1.82325224e-01  1.81602266e-01  2.34744615e-08  1.60248526e-09 
 8.57000000e-01  2.44330789e-08  1.61162874e-09  1.86959844e-01  8.28373397e-01  6.69942662e-10  2.60556297e-08  5.78970205e-12  1.82369531e-01  1.81649641e-01  2.39126869e-08  1.61549352e-09 
 8.58000000e-01  2.48880896e-08  1.62531962e-09  1.87037752e-01  8.29348501e-01  6.70953265e-10  2.65243152e-08  5.83278217e-12  1.82415198e-01  1.81698003e-01  2.43577372e-08  1.62932068e-09 
 8.59000000e-01  2.53517497e-08  1.63831819e-09  1.87116867e-01  8.30323653e-01  6.71964597e-10  2.70009544e-08  5.81889051e-12  1.82461586e-01  1.81747432e-01  2.48113938e-08  1.64248171e-09 
 8.60000000e-01  2.58231507e-08  1.65164038e-09  1.87197706e-01  8.31298790e-01  6.72976698e-10  2.74857035e-08  5.81842213e-12  1.82509168e-01  1.81797884e-01  2.52725751e-08  1.65591629e-09 
 8.61000000e-01  2.63026700e-08  1.66509679e-09  1.87280039e-01  8.32273973e-01  6.73989644e-10  2.79786860e-08  5.81005730e-12  1.82557727e-01  1.81849245e-01  2.57417181e-08  1.66952319e-09 
 8.62000000e-01  2.67897719e-08  1.67932397e-09  1.87364275e-01  8.33249077e-01  6.75003418e-10  2.84800370e-08  5.81787049e-12  1.82607635e-01  1.81901574e-01  2.62182489e-08  1.68389569e-09 
 8.63000000e-01  2.72863508e-08  1.69261175e-09  1.87449967e-01  8.34224140e-01  6.76017925e-10  2.89898967e-08  5.86009019e-12  1.82658463e-01  1.81955286e-01  2.67040967e-08  1.69723791e-09 
 8.64000000e-01  2.77907500e-08  1.70675080e-09  1.87537298e-01  8.35199283e-01  6.77033261e-10  2.95084268e-08  5.83302504e-12  1.82710388e-01  1.82009697e-01  2.71975296e-08  1.71155357e-09 
 8.65000000e-01  2.83039192e-08  1.72089451e-09  1.87626441e-01  8.36174344e-01  6.78049377e-10  3.00357561e-08  5.83918330e-12  1.82763554e-01  1.82065340e-01  2.76995635e-08  1.72583192e-09 
 8.66000000e-01  2.88260643e-08  1.73503032e-09  1.87717052e-01  8.37149377e-01  6.79066343e-10  3.05720480e-08  5.87735763e-12  1.82817634e-01  1.82121907e-01  2.82104278e-08  1.74014581e-09 
 8.67000000e-01  2.93573316e-08  1.74916592e-09  1.87809541e-01  8.38124383e-01  6.80084141e-10  3.11174402e-08  5.90689650e-12  1.82873004e-01  1.82179768e-01  2.87301436e-08  1.75439396e-09 
 8.68000000e-01  2.98971032e-08  1.76402468e-09  1.87903789e-01  8.39099410e-01  6.81102664e-10  3.16721032e-08  5.88514307e-12  1.82929552e-01  1.82238478e-01  2.92581799e-08  1.76937043e-09 
 8.69000000e-01  3.04467990e-08  1.77845239e-09  1.87999566e-01  8.40074364e-01  6.82122040e-10  3.22361995e-08  5.91171903e-12  1.82987043e-01  1.82298351e-01  2.97959559e-08  1.78397741e-09 
 8.70000000e-01  3.10057611e-08  1.79316198e-09  1.88097100e-01  8.41049351e-01  6.83142193e-10  3.28098757e-08  5.87220550e-12  1.83045694e-01  1.82359247e-01  3.03428394e-08  1.79884729e-09 
 8.71000000e-01  3.15742342e-08  1.80809344e-09  1.88196474e-01  8.42024222e-01  6.84163201e-10  3.33932872e-08  5.89048949e-12  1.83105568e-01  1.82421277e-01  3.08990060e-08  1.81392501e-09 
 8.72000000e-01  3.21526145e-08  1.82305125e-09  1.88297534e-01  8.42999078e-01  6.85184988e-10  3.39866304e-08  5.90234112e-12  1.83166512e-01  1.82484382e-01  3.14648467e-08  1.82907200e-09 
 8.73000000e-01  3.27407056e-08  1.83838577e-09  1.88400418e-01  8.43973893e-01  6.86207620e-10  3.45900446e-08  5.89635632e-12  1.83228655e-01  1.82548532e-01  3.20401625e-08  1.84457427e-09 
 8.74000000e-01  3.33390905e-08  1.85367594e-09  1.88505135e-01  8.44948630e-01  6.87231038e-10  3.52037297e-08  5.92476068e-12  1.83291985e-01  1.82613898e-01  3.26255734e-08  1.86002325e-09 
 8.75000000e-01  3.39478336e-08  1.86903511e-09  1.88611517e-01  8.45923346e-01  6.88255258e-10  3.58278403e-08  5.91350233e-12  1.83356348e-01  1.82680272e-01  3.32211041e-08  1.87553972e-09 
 8.76000000e-01  3.45674918e-08  1.88411148e-09  1.88719658e-01  8.46897972e-01  6.89280330e-10  3.64625743e-08  5.95249891e-12  1.83421812e-01  1.82747887e-01  3.38273800e-08  1.89079330e-09 
 8.77000000e-01  3.51969926e-08  1.90009820e-09  1.88829828e-01  8.47872556e-01  6.90306174e-10  3.71080802e-08  5.94458857e-12  1.83488634e-01  1.82816482e-01  3.44431950e-08  1.90693683e-09 
 8.78000000e-01  3.58378398e-08  1.91574781e-09  1.88941772e-01  8.48847064e-01  6.91332828e-10  3.77645781e-08  5.95155522e-12  1.83556556e-01  1.82886333e-01  3.50701779e-08  1.92275706e-09 
 8.79000000e-01  3.64898018e-08  1.93145046e-09  1.89055436e-01  8.49821484e-01  6.92360394e-10  3.84322467e-08  5.97760383e-12  1.83625520e-01  1.82957222e-01  3.57079593e-08  1.93865013e-09 
 8.80000000e-01  3.71522154e-08  1.94806054e-09  1.89171306e-01  8.50795867e-01  6.93388678e-10  3.91112653e-08  5.99435085e-12  1.83695978e-01  1.83029250e-01  3.63560080e-08  1.95547933e-09 
 8.81000000e-01  3.78267827e-08  1.96405058e-09  1.89288722e-01  8.51770204e-01  6.94417831e-10  3.98018356e-08  5.94620880e-12  1.83767300e-01  1.83102406e-01  3.70159903e-08  1.97161931e-09 
 8.82000000e-01  3.85124950e-08  1.98067611e-09  1.89408254e-01  8.52744349e-01  6.95447716e-10  4.05041547e-08  6.01113256e-12  1.83840002e-01  1.83176712e-01  3.76867888e-08  1.98842720e-09 
 8.83000000e-01  3.92104803e-08  1.99694533e-09  1.89529508e-01  8.53718501e-01  6.96478523e-10  4.12184367e-08  5.98499028e-12  1.83913717e-01  1.83252178e-01  3.83696701e-08  2.00487094e-09 
 8.84000000e-01  3.99203459e-08  2.01351336e-09  1.89652846e-01  8.54692507e-01  6.97510120e-10  4.19448662e-08  6.00997724e-12  1.83988765e-01  1.83328878e-01  3.90641492e-08  2.02161132e-09 
 8.85000000e-01  4.06421523e-08  2.03051903e-09  1.89778113e-01  8.55666442e-01  6.98542515e-10  4.26836744e-08  6.01620836e-12  1.84064997e-01  1.83406616e-01  3.97702866e-08  2.03881534e-09 
 8.86000000e-01  4.13766871e-08  2.04735772e-09  1.89905240e-01  8.56640299e-01  6.99575765e-10  4.34350715e-08  5.99541944e-12  1.84142335e-01  1.83485541e-01  4.04888922e-08  2.05589323e-09 
 8.87000000e-01  4.21236280e-08  2.06457331e-09  1.90034462e-01  8.57613994e-01  7.00609827e-10  4.41992327e-08  6.01897004e-12  1.84220991e-01  1.83565660e-01  4.12196268e-08  2.07327133e-09 
 8.88000000e-01  4.28836278e-08  2.08177668e-09  1.90165632e-01  8.58587603e-01  7.01644740e-10  4.49764448e-08  6.03021105e-12  1.84300811e-01  1.83646967e-01  4.19631760e-08  2.09067608e-09 
 8.89000000e-01  4.36566852e-08  2.09914929e-09  1.90298723e-01  8.59561086e-01  7.02680454e-10  4.57668747e-08  6.04050490e-12  1.84381767e-01  1.83729370e-01  4.27194706e-08  2.10831885e-09 
 8.90000000e-01  4.44429022e-08  2.11686144e-09  1.90433871e-01  8.60534489e-01  7.03716982e-10  4.65707908e-08  6.02688385e-12  1.84463971e-01  1.83812921e-01  4.34886118e-08  2.12619078e-09 
 8.91000000e-01  4.52430101e-08  2.13430456e-09  1.90570986e-01  8.61507725e-01  7.04754307e-10  4.73883794e-08  6.02877817e-12  1.84547328e-01  1.83897734e-01  4.42713901e-08  2.14380691e-09 
 8.92000000e-01  4.60567997e-08  2.15207134e-09  1.90710153e-01  8.62480812e-01  7.05792493e-10  4.82199249e-08  6.06924233e-12  1.84631904e-01  1.83983685e-01  4.50675266e-08  2.16184048e-09 
 8.93000000e-01  4.68844992e-08  2.17007578e-09  1.90851482e-01  8.63453790e-01  7.06831553e-10  4.90656484e-08  6.07052256e-12  1.84717793e-01  1.84070871e-01  4.58773144e-08  2.18004104e-09 
 8.94000000e-01  4.77261451e-08  2.18858366e-09  1.90995039e-01  8.64426632e-01  7.07871400e-10  4.99257817e-08  6.07476569e-12  1.84805046e-01  1.84159277e-01  4.67006416e-08  2.19880292e-09 
 8.95000000e-01  4.85826560e-08  2.20685728e-09  1.91140469e-01  8.65399315e-01  7.08912072e-10  5.08005842e-08  6.07590367e-12  1.84893316e-01  1.84248805e-01  4.75386166e-08  2.21728591e-09 
 8.96000000e-01  4.94539788e-08  2.22523970e-09  1.91288015e-01  8.66371854e-01  7.09953614e-10  5.16903000e-08  6.07199707e-12  1.84982821e-01  1.84339555e-01  4.83910494e-08  2.23590746e-09 
 8.97000000e-01  5.03400350e-08  2.24408954e-09  1.91437771e-01  8.67344243e-01  7.10995946e-10  5.25951940e-08  6.06053749e-12  1.85073637e-01  1.84431479e-01  4.92578778e-08  2.25497310e-09 
 8.98000000e-01  5.12417980e-08  2.26265401e-09  1.91589546e-01  8.68316460e-01  7.12039163e-10  5.35155298e-08  6.06337550e-12  1.85165569e-01  1.84524647e-01  5.01401054e-08  2.27379893e-09 
 8.99000000e-01  5.21586226e-08  2.28184016e-09  1.91743574e-01  8.69288478e-01  7.13083127e-10  5.44515526e-08  6.10176493e-12  1.85258825e-01  1.84618943e-01  5.10370342e-08  2.29323938e-09 
 9.00000000e-01  5.30915983e-08  2.30086531e-09  1.91899811e-01  8.70260332e-01  7.14128016e-10  5.54035626e-08  6.12920131e-12  1.85353350e-01  1.84714596e-01  5.19497831e-08  2.31244357e-09 
 9.01000000e-01  5.40404655e-08  2.32024596e-09  1.92058193e-01  8.71232012e-01  7.15173672e-10  5.63718183e-08  6.12468756e-12  1.85449072e-01  1.84811360e-01  5.28780575e-08  2.33208475e-09 
 9.02000000e-01  5.50058142e-08  2.33967605e-09  1.92218697e-01  8.72203535e-01  7.16220237e-10  5.73566057e-08  6.10327414e-12  1.85545959e-01  1.84909298e-01  5.38224576e-08  2.35180053e-09 
 9.03000000e-01  5.59876560e-08  2.35941643e-09  1.92381564e-01  8.73174824e-01  7.17267576e-10  5.83581841e-08  6.13404466e-12  1.85644219e-01  1.85008532e-01  5.47830012e-08  2.37176678e-09 
 9.04000000e-01  5.69864931e-08  2.37924951e-09  1.92546656e-01  8.74145924e-01  7.18315793e-10  5.93768705e-08  6.13629633e-12  1.85743708e-01  1.85108998e-01  5.57601769e-08  2.39189113e-09 
 9.05000000e-01  5.80028796e-08  2.39894058e-09  1.92713819e-01  8.75116819e-01  7.19364808e-10  6.04129520e-08  6.16429477e-12  1.85844270e-01  1.85210616e-01  5.67545708e-08  2.41182363e-09 
 9.06000000e-01  5.90362502e-08  2.41932945e-09  1.92883377e-01  8.76087510e-01  7.20414713e-10  6.14667126e-08  6.17398493e-12  1.85946196e-01  1.85313401e-01  5.77654937e-08  2.43250575e-09 
 9.07000000e-01  6.00874607e-08  2.43986457e-09  1.93055370e-01  8.77057991e-01  7.21465418e-10  6.25384846e-08  6.14997636e-12  1.86049503e-01  1.85417551e-01  5.87938693e-08  2.45328380e-09 
 9.08000000e-01  6.11571781e-08  2.46020438e-09  1.93229460e-01  8.78028238e-01  7.22517029e-10  6.36285469e-08  6.16409701e-12  1.86153865e-01  1.85522852e-01  5.98404384e-08  2.47389131e-09 
 9.09000000e-01  6.22447744e-08  2.48129405e-09  1.93406093e-01  8.78998263e-01  7.23569434e-10  6.47372289e-08  6.16456539e-12  1.86259682e-01  1.85629403e-01  6.09043855e-08  2.49525201e-09 
 9.10000000e-01  6.33514759e-08  2.50220514e-09  1.93584959e-01  8.79968035e-01  7.24622722e-10  6.58648425e-08  6.17055365e-12  1.86366648e-01  1.85737198e-01  6.19870413e-08  2.51645282e-09 
 9.11000000e-01  6.44773023e-08  2.52323473e-09  1.93766174e-01  8.80937574e-01  7.25676787e-10  6.70117162e-08  6.20146295e-12  1.86474858e-01  1.85846233e-01  6.30884855e-08  2.53775490e-09 
 9.12000000e-01  6.56226042e-08  2.54438948e-09  1.93949784e-01  8.81906856e-01  7.26731723e-10  6.81781742e-08  6.20406157e-12  1.86584337e-01  1.85956534e-01  6.42089351e-08  2.55917953e-09 
 9.13000000e-01  6.67875673e-08  2.56581846e-09  1.94135669e-01  8.82875902e-01  7.27787483e-10  6.93645728e-08  6.19202606e-12  1.86694960e-01  1.86067931e-01  6.53486474e-08  2.58090083e-09 
 9.14000000e-01  6.79723051e-08  2.58771068e-09  1.94324230e-01  8.83844649e-01  7.28844180e-10  7.05712031e-08  6.21808161e-12  1.86807081e-01  1.86180714e-01  6.65076527e-08  2.60309641e-09 
 9.15000000e-01  6.91778151e-08  2.60944286e-09  1.94515031e-01  8.84813160e-01  7.29901656e-10  7.17984578e-08  6.20403728e-12  1.86920281e-01  1.86294668e-01  6.76870151e-08  2.62508948e-09 
 9.16000000e-01  7.04038524e-08  2.63161837e-09  1.94708413e-01  8.85781370e-01  7.30959997e-10  7.30466923e-08  6.23490495e-12  1.87034854e-01  1.86409899e-01  6.88864645e-08  2.64759770e-09 
 9.17000000e-01  7.16512742e-08  2.65373693e-09  1.94904126e-01  8.86749322e-01  7.32019182e-10  7.43162225e-08  6.20891533e-12  1.87150560e-01  1.86526320e-01  7.01068554e-08  2.67003664e-09 
 9.18000000e-01  7.29195295e-08  2.67667556e-09  1.95102536e-01  8.87716940e-01  7.33079245e-10  7.56074403e-08  6.27445665e-12  1.87267712e-01  1.86643976e-01  7.13475199e-08  2.69330691e-09 
 9.19000000e-01  7.42103988e-08  2.69906687e-09  1.95303252e-01  8.88684319e-01  7.34140136e-10  7.69207054e-08  6.21896284e-12  1.87385938e-01  1.86762916e-01  7.26104101e-08  2.71593059e-09 
 9.20000000e-01  7.55230647e-08  2.72207925e-09  1.95506579e-01  8.89651336e-01  7.35201913e-10  7.82563880e-08  6.25878169e-12  1.87505498e-01  1.86883047e-01  7.38945776e-08  2.73930389e-09 
 9.21000000e-01  7.68585179e-08  2.74511520e-09  1.95712431e-01  8.90618070e-01  7.36264475e-10  7.96148738e-08  6.27390501e-12  1.87626295e-01  1.87004450e-01  7.52010560e-08  2.76265943e-09 
 9.22000000e-01  7.82165580e-08  2.76872970e-09  1.95920961e-01  8.91584477e-01  7.37327918e-10  8.09965481e-08  6.27545585e-12  1.87748454e-01  1.87127081e-01  7.65295880e-08  2.78659407e-09 
 9.23000000e-01  7.95982391e-08  2.79231793e-09  1.96131992e-01  8.92550572e-01  7.38392295e-10  8.24018187e-08  6.25999599e-12  1.87871790e-01  1.87250952e-01  7.78813014e-08  2.81050916e-09 
 9.24000000e-01  8.10038926e-08  2.81590055e-09  1.96345631e-01  8.93516312e-01  7.39457466e-10  8.38310603e-08  6.26017641e-12  1.87996384e-01  1.87376119e-01  7.92564592e-08  2.83440826e-09 
 9.25000000e-01  8.24334192e-08  2.83998590e-09  1.96561899e-01  8.94481722e-01  7.40523463e-10  8.52846913e-08  6.25520469e-12  1.88122238e-01  1.87502450e-01  8.06549565e-08  2.85883139e-09 
 9.26000000e-01  8.38874946e-08  2.86432443e-09  1.96780866e-01  8.95446756e-01  7.41590365e-10  8.67631194e-08  6.29633151e-12  1.88249392e-01  1.87630050e-01  8.20774488e-08  2.88351565e-09 
 9.27000000e-01  8.53665229e-08  2.88895268e-09  1.97002502e-01  8.96411460e-01  7.42658140e-10  8.82667619e-08  6.27429012e-12  1.88377805e-01  1.87758880e-01  8.35243803e-08  2.90856050e-09 
 9.28000000e-01  8.68711592e-08  2.91359496e-09  1.97226733e-01  8.97375780e-01  7.43726757e-10  8.97960337e-08  6.29698377e-12  1.88507384e-01  1.87888922e-01  8.49963850e-08  2.93351476e-09 
 9.29000000e-01  8.84015277e-08  2.93853039e-09  1.97453826e-01  8.98339740e-01  7.44796223e-10  9.13513745e-08  6.28936833e-12  1.88638358e-01  1.88020313e-01  8.64934790e-08  2.95884028e-09 
 9.30000000e-01  8.99583630e-08  2.96353456e-09  1.97683474e-01  8.99303304e-01  7.45866521e-10  9.29332176e-08  6.30830804e-12  1.88770422e-01  1.88152830e-01  8.80165807e-08  2.98415692e-09 
 9.31000000e-01  9.15416572e-08  2.98903661e-09  1.97915978e-01  9.00266473e-01  7.46937714e-10  9.45420133e-08  6.35999933e-12  1.88903830e-01  1.88286602e-01  8.95655283e-08  3.01002601e-09 
 9.32000000e-01  9.31519905e-08  3.01488452e-09  1.98151328e-01  9.01229266e-01  7.48009792e-10  9.61782023e-08  6.32602998e-12  1.89038555e-01  1.88421644e-01  9.11408353e-08  3.03625924e-09 
 9.33000000e-01  9.47903122e-08  3.04060665e-09  1.98389354e-01  9.02191639e-01  7.49082729e-10  9.78422623e-08  6.34606603e-12  1.89174416e-01  1.88557908e-01  9.27436208e-08  3.06232550e-09 
 9.34000000e-01  9.64562579e-08  3.06697728e-09  1.98630281e-01  9.03153594e-01  7.50156513e-10  9.95346108e-08  6.35806338e-12  1.89311601e-01  1.88695369e-01  9.43733696e-08  3.08907566e-09 
 9.35000000e-01  9.81510313e-08  3.09334833e-09  1.98873976e-01  9.04115124e-01  7.51231178e-10  1.01255765e-07  6.37398467e-12  1.89449963e-01  1.88834063e-01  9.60313589e-08  3.11581871e-09 
 9.36000000e-01  9.98746513e-08  3.12013411e-09  1.99120578e-01  9.05076244e-01  7.52306692e-10  1.03006167e-07  6.34566705e-12  1.89589610e-01  1.88973984e-01  9.77175603e-08  3.14298454e-09 
 9.37000000e-01  1.01627730e-07  3.14721414e-09  1.99370094e-01  9.06036897e-01  7.53383062e-10  1.04786331e-07  6.38877493e-12  1.89730522e-01  1.89115146e-01  9.94325742e-08  3.17046300e-09 
 9.38000000e-01  1.03411124e-07  3.17422441e-09  1.99622443e-01  9.06997123e-01  7.54460329e-10  1.06596745e-07  6.38063907e-12  1.89872602e-01  1.89257547e-01  1.01177283e-07  3.19784554e-09 
 9.39000000e-01  1.05224795e-07  3.20164493e-09  1.99877752e-01  9.07956868e-01  7.55538485e-10  1.08437852e-07  6.40417580e-12  1.90015947e-01  1.89401160e-01  1.02951557e-07  3.22566684e-09 
 9.40000000e-01  1.07069434e-07  3.22939343e-09  2.00135981e-01  9.08916165e-01  7.56617450e-10  1.10310235e-07  6.39811468e-12  1.90160491e-01  1.89545945e-01  1.04756150e-07  3.25385052e-09 
 9.41000000e-01  1.08945449e-07  3.25745858e-09  2.00397209e-01  9.09874978e-01  7.57697371e-10  1.12214339e-07  6.40681258e-12  1.90306287e-01  1.89691951e-01  1.06591441e-07  3.28227578e-09 
 9.42000000e-01  1.10853405e-07  3.28588072e-09  2.00661482e-01  9.10833316e-01  7.58778139e-10  1.14150725e-07  6.39977307e-12  1.90453350e-01  1.89839191e-01  1.08457947e-07  3.31113625e-09 
 9.43000000e-01  1.12794032e-07  3.31443451e-09  2.00928760e-01  9.11791167e-01  7.59859745e-10  1.16119907e-07  6.39410747e-12  1.90601619e-01  1.89987663e-01  1.10356417e-07  3.34008732e-09 
 9.44000000e-01  1.14767527e-07  3.34342886e-09  2.01199034e-01  9.12748497e-01  7.60942232e-10  1.18122403e-07  6.41434128e-12  1.90751061e-01  1.90137253e-01  1.12287044e-07  3.36950379e-09 
 9.45000000e-01  1.16774798e-07  3.37249802e-09  2.01472376e-01  9.13705331e-01  7.62025602e-10  1.20158772e-07  6.39875999e-12  1.90901716e-01  1.90288096e-01  1.14250740e-07  3.39901618e-09 
 9.46000000e-01  1.18815989e-07  3.40210010e-09  2.01748897e-01  9.14661629e-01  7.63109888e-10  1.22229553e-07  6.42098180e-12  1.91053657e-01  1.90440158e-01  1.16247550e-07  3.42905082e-09 
 9.47000000e-01  1.20892037e-07  3.43178242e-09  2.02028459e-01  9.15617399e-01  7.64194969e-10  1.24335301e-07  6.45465625e-12  1.91206736e-01  1.90593389e-01  1.18278546e-07  3.45910678e-09 
 9.48000000e-01  1.23003152e-07  3.46189715e-09  2.02311148e-01  9.16572634e-01  7.65281018e-10  1.26476555e-07  6.45410808e-12  1.91361005e-01  1.90747768e-01  1.20343834e-07  3.48969742e-09 
